isim,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres
emre matraş,3SKQlc06O5ACF2s3ZWjjFa,Emre Matraş,4.0,0.0,
emre önbayraktar,217Ek3OPkSkzJNZ1mc46PI,Emre Önbayraktar,549.0,9.0,karadeniz folk
emre onel,64aI0H6GlH200hiKU6SMIZ,Emre Onel,0.0,0.0,
Emre Özmen,3ToMCVniVvlpQvwRnX3Mte,Emre Özmen,0.0,0.0,
emre şen,6iwyshiTx9dTCK2w6pBBqn,Emre Şen,1408.0,11.0,turkish pop
emre sertkaya,2wkHOgf0AlrLgQhlI35max,Emre Sertkaya,30773.0,27.0,"arabesk, karadeniz folk"
Emre Sihan Kaleli,1MOjeT3QJRlZU5VpsEip3N,Emre Sihan Kaleli,7.0,0.0,
emre tokay,6MXDp5DpE7wH3rto2xUD0t,Emre Tokay,9.0,0.0,
Emre Yavuz,5t0RjOykLtKcTj0GNplVjp,Emre Yavuz,337.0,6.0,"classical piano, impressionism"
Emre Yıldırım,27QnhRdJ3jEuUaXUM75oxc,Emre Yıldırım,7343.0,20.0,
emre yönter,4zGzVv2fF92N5RiUDemqXy,Emre Yönter,223.0,5.0,
emrullah şengüller,2T03DTkCWn3bmcUGmkukXc,Emrullah Şengüller,6.0,0.0,
enbe orkestrası,2Uxd5x92nW0Q06DoHcpSBJ,Enbe Orkestrası,46540.0,46.0,"turkish pop, arabesk"
Ender,3IUOH0oicZnRCb8YLGj6s8,Ender,13843.0,45.0,turkish hip hop
ender akay,2KMqPawdfROlhVx0LeJgPR,Ender Akay,1335.0,22.0,"oyun havasi, turkish pop"
ender doğan,26DartuodtiMAfG96nMTjs,Ender Doğan,6089.0,27.0,sufi
Ender Yiğit,20PKqnkQAh0aPcmZbfGKD7,Ender Yiğit,2.0,0.0,turkish pop
enderuni hafız hüsnü efendi,2SediOCX8dcN9zT7YtDF7s,Enderûnî Hâfız Hüsnü Efendi,0.0,0.0,
Enes Alper,3z8cXsWdpsPp9dHEBjP1Ne,Enes Alper,10274.0,8.0,turkish hip hop
Enes Beskardes,1kcqcRWcES76lTfom0HKHe,Enes Beskardes,1919.0,17.0,afro house
enes ergür,2k2fUSnc0dfqb5Gcs3YtGf,Enes Ergür,22.0,0.0,
enez,6pZj4uGazqEnta5H9BUVCc,enez,32.0,0.0,
enfo,3i6m8cHwAQGgkAGR9R5q4k,Enfo,690.0,8.0,turkish hip hop
Engin Altan Düzyatan,474CIz3nzkOsKhQFtmJ9ju,Engin Altan Düzyatan,535.0,0.0,
engin arslan,1mFQ13SfvD4jWIfOAa9tXw,Engin Arslan,4903.0,32.0,"oyun havasi, arabesk"
engin aydın,2vCHvqef1Om0NDeoPsCcJt,Engin Aydın,111.0,13.0,
engin bayrak,7616xApq2m3kp7roCKe1QH,Engin Bayrak,1502.0,5.0,
Engin Çağlar,3CbJUctiyfHdoEzOY4uRLj,Engin Çağlar,368.0,14.0,oyun havasi
engin evin,6szp5zYe80ZrJmAXBoAjPC,Engin Evin,3532.0,12.0,"turkish pop, anatolian rock"
Engin Günaydın,7cI90Lq6vlwfQxkAo7BAR4,Engin Gunaydin,5.0,1.0,
Engin Gürkey,6WzP56Szn1cIP72aNbyqNr,Engin Gürkey,157.0,0.0,
engin nursani,77F1glwWTaaPwiK1QLzPMS,Engin Nursani,183975.0,54.0,arabesk
Engin Öztürk,0BajNlPVc5zvx7EO5fSJtl,Engin Ozturk,667.0,3.0,
engin recepoğulları,4KXlkx7J3ZIzpGWozLZIVA,Engin Recepoğulları,481.0,15.0,free jazz
engincan onar,08WRe2gvrGn6UczJKbU9Il,Engincan Onar,782.0,6.0,
Engulfed,0iEZHgQjRMLyPoRtacdkwi,Engulfed,3575.0,2.0,death metal
Enis Arıkan,4adnCrtG8lTC9AdJYKhctx,Enis Arıkan,336.0,10.0,turkish pop
Enkaz Altı,1j3BC50MVE06T2oZq8beSi,Enkaz Altı,100.0,0.0,
enlil,4iqeyzr3d3qHmca0elBKIB,Enlil,105.0,0.0,
Eno,3GBBxBdoolb0B5YizZq9bF,Eno,756009.0,62.0,german hip hop
ensar oylu,7pxMvXY5Wcon8npwfmRcAe,Ensar Oylu,298.0,0.0,turkish pop
ensemble constantinople,6W3hlem600StFJz6IjiXpg,Ensemble Constantinople,469.0,1.0,early music
ensemble hüseyin türkmenler,17frtTKdNxLA1QXhnqtm17,Ensemble Hüseyin Türkmenler,31.0,0.0,
enver çelik,3qyAryUM790CUmRpFQ1v3q,Enver Çelik,11264.0,28.0,arabesk
Enver Demirkan,6Ev7ru29yXakSRjvv6kfoG,Enver Demirkan,2.0,0.0,
enver mete aslan,7vYTCeCqVq0PQ0vwEFk03v,Enver Mete Aslan,726.0,11.0,
enver muhamedi,1TPKF3q7DehiT44FmZhCwO,Enver Muhamedi,464.0,4.0,
enver yılmaz,0mft5ucnpcLV3DVvdxPrP4,Enver Yılmaz,58795.0,38.0,arabesk
eny green,411RcbvYNk3S9p39I0mjud,Eny Green,63.0,0.0,
epikton,7cGTz9yoZKlxmQkHKrJcVx,Epikton,718.0,4.0,
Eradicate,07ukMkexANjaqE1fD48cGl,Eradicate,24.0,0.0,
eray düzgünsoy,50yr54J1C6OOAcTGDYAS7C,Eray Düzgünsoy,87.0,0.0,
Eray Türk,7x602jV2QR6nnWbOM2RYYX,Eray Türk,6.0,0.0,
Erbatur,7mWHXBdb2dZLGM45mJKjGW,Erbatur,199.0,5.0,
Erberk Eryılmaz,6q74XeFwAhx0lSdSJn5RBH,Erberk Eryilmaz,207.0,0.0,
Ercan Ateş,0IWClCypqORG2EpWttYXz4,Ercan Ates,166.0,0.0,hard techno
ercan aydın,3aJS93CFei5hzGgg2cR6qA,Ercan Aydın,349.0,7.0,arabesk
Ercan Bingöl,3gFom6RohgiZflNYM37j8S,Ercan Bingöl,1383.0,5.0,
ercan demirel,0cIZqLa1Yoc72MfeewwRz9,Ercan Demirel,9312.0,39.0,"arabesk, turkish pop"
Ercan Irmak,4o7UHcYTQUDVgGNXLHaccZ,Ercan Irmak,2293.0,26.0,sufi
erci e,5Bd0FpVRSXZVGg1iLhYD3O,Erci E,8573.0,24.0,turkish hip hop
ercüment ateş,4Ns0sUBBQ4SwV89TmCVfSB,Ercüment Ateş,91.0,4.0,anatolian rock
Ercüment Batanay,2ulP0dLXkInbnl7C7tHfTl,Ercüment Batanay,657.0,3.0,
Ercüment Orkut,6vRiEPlpxXPMYI4oRVmSe0,Ercüment Orkut,5135.0,43.0,
ercüneyt özdemir,6wuTrTqKlbju8nN4UNQYBB,Ercüneyt Özdemir,863.0,9.0,
erdal & eylem,44R7JfH9fnTAUVf3jfFU8A,Erdal & Eylem,98.0,1.0,traditional music
Erdal Akkaya,3gELGIQxkRpp1jZvIu2akr,Erdal Akkaya,999.0,4.0,flamenco
Erdal Akyol,7pwOPPYrB3UIoPFSdQqoTe,Erdal Akyol,110.0,1.0,
Erdal Beşikçioğlu,5hhud9sU7CTKd7cq5J58se,Erdal Beşikçioğlu,124.0,1.0,turkish hip hop
erdal çelik,42XznthtBkpPMJrpCHDoph,Erdal Çelik,7714.0,21.0,turkish pop
Erdal Merdan,54Vtn8bQaCV6cTRvXpAzPy,ERDAL MERDAN,9.0,0.0,
Erdal Tosun,1ivkvN7lbLwehnxLY80065,Erdal Tosun,1.0,0.0,
erdal yıldırım,56S96Kk3byM2C13mgXSniB,Erdal Yıldırım,88.0,0.0,
Erdal Yıldız,1duqmzGEAVJcgGo4QMNj4N,Erdal Yıldız,3.0,0.0,
Erdem Akın,5tzsJRywNZVaUY0ucFxr0D,Erdem Akın,15418.0,32.0,karadeniz folk
erdem göymen,3smMD4ecE8t9VP2pvIw6Oy,Erdem Göymen,19.0,0.0,
Erdem Helvacıoğlu,0xe9PKubRyEbcfQBR7WBHI,Erdem Helvacioğlu,372.0,1.0,"electroacoustic, musique concrète, avant-garde, experimental"
erdem i̇pek,2nNJDciw80JQMA5DOoyuwN,Erdem İpek,3.0,4.0,
Erdem Şimşek,28sCSkXTBAbT2TUHUPgXw4,Erdem Şimşek,2174.0,9.0,
Erdem Sökmen,7gTcFlkGrIJrVfk7s8GVnF,Erdem Sökmen,1124.0,10.0,
Erdem Yetim,6o242UNcJqVlVr6hWqeaKz,Erdem Yetim,572.0,8.0,"indie dance, melodic techno"
erdem yörük,0KnRkj91V35MCWapYRcYs1,Erdem Yörük,4.0,0.0,
erden erdoğan,71Qmm2rF0wjEedvk4pgI5L,Erden Erdoğan,6843.0,41.0,
Erdener Koyutürk,4vgZZFQ3v7VcltyKSBbTWM,Erdener Koyutürk,709.0,15.0,tango
Erdi Irmak,5KIoXQYGj3bWNxCVkiW7M6,Erdi Irmak,5864.0,27.0,"organic house, progressive house, melodic house"
erdinç çelikkol,2Bk7Mc8lODgoG890x0bHbt,Erdinç Çelikkol,13.0,0.0,
Erdinç Erişmiş,6O5x6yu5wOejZ0MmegxiiE,Erdinç Erişmiş,135.0,0.0,
Erdinç Ünlü,1vrswwN4SzgDNzhFIFH08M,Erdinç Ünlü,300.0,0.0,
erdoğan emir,1QXhYlLZ7AkLSyhRP5bhEb,Erdoğan Emir,27038.0,36.0,
eren alasulu,2A1eMxTSIQ0NikIKwmYlUU,Eren Alasulu,502.0,6.0,
eren atasoy,2FUxpDETmKCp7klIQzjTQl,Eren Atasoy,88.0,33.0,
Eren Coskuner,0bKIlxwUxYGKChQsYmC2GG,Eren Coşkuner,183.0,1.0,jazz fusion
Eren Demirbaş,5DZSyiZkROxpktvdtqjPV8,Eren Demirbaş,19.0,0.0,
Eren Gümrükçüoğlu,0hg55ZFWnmCvyIgr79wY2b,Eren Gümrükçüoğlu,46.0,0.0,"contemporary classical, avant-garde, chamber music"
eren kazım akay,0I4cMWTiWMLoSVLon2u6Zi,Eren Kazım Akay,1574.0,2.0,anatolian rock
eren özkaya,1WYYrsoMWNkNWmdjs1upNf,Eren Özkaya,145.0,0.0,
Eren Süalp,5FV6F4kGoG4n9cdkYmikno,Eren Süalp,256.0,0.0,latin jazz
Eren Tozoğlu,57CJXlv1EmtxcxgzY54cc0,Eren Tozoğlu,4.0,0.0,
Eren Vurdem,35eiv7hNPJzlFxcYwbRRVC,Eren Vurdem,215.0,0.0,arabesk
erensoy akkaya,2Syt4kmVtfP0GjWc7Q1IMD,Erensoy Akkaya,5157.0,19.0,arabesk
ergin kızılay,0eFqY7TiJKZhnA5hmeEE0u,Ergin Kızılay,2665.0,25.0,oyun havasi
ergin özler,56xDgivEguLbUeeMrMz3oq,Ergin Özler,20.0,0.0,
ergüder yoldaş,2UTTPg8eUrxqkDVAdqWeCI,Ergüder Yoldaş,604.0,9.0,anatolian rock
ergun hepbildik,4AS0o8JA8lBINDw7kbwCHq,Ergun Hepbildik,102.0,4.0,
ergün şenlendirici,0yYJIbXYEzfO1Ixuakg3mQ,Ergün Şenlendirici,601.0,20.0,"karadeniz folk, turkish pop"
Erhan Bayrak,1BGnxyw7a9C1wrs0gLs6aj,Erhan Bayrak,32.0,12.0,
erhan engin,7bpJre78z8xwN7nRhnSzIf,Erhan Engin,52.0,7.0,
Erhan Kabakçı,1gndn5ysZPTUWWnCLzAoLl,Erhan Kabakçı,9.0,0.0,
Erhan Kesen,2Q1zD9285GK8pvwJMJiNHk,Erhan Kesen,443.0,13.0,
erhan kurt,0FaVaT2X0AHCiAVYXyAEoC,Erhan Kurt,0.0,0.0,
Erhan Seçkin,0YjaA8XDeJUejCDsmC7WRk,Erhan Seçkin,18.0,3.0,jazz funk
Erhan Ufak,0uif9arMl3g42iLy3DvP8j,Erhan Ufak,33.0,0.0,
Erhan Yazıcıoğlu,2hL6lnSC5JmgUsZiFJCv2A,Erhan Yazıcıoğlu,49.0,5.0,
Erkan Bektaş,6Pm17Dq0CQBlMBDN5pRARJ,Erkan Bektaş,111.0,3.0,
Erkan Can,6pfESTSa9OiEatH3E1i4jt,Erkan Can,128.0,2.0,
erkan dedeoğlu,1ZZ5j623fHXaXjlNLAR0ec,Erkan Dedeoğlu,254.0,5.0,
erkan erginci,1RzuMVQ7YRPeDMNMATVgZ6,Erkan Erginci,6.0,1.0,
erkan güleryüz,7bu7Sjsr6mYsR2TZzrnzpm,Erkan Güleryüz,2719.0,11.0,turkish pop
erkan kanat,1u6AoqR0fIK1LBQX35KAbL,Erkan Kanat,644.0,6.0,oyun havasi
Erkan Kolçak Köstendil,6tseZtWiaJbwAXJ5aRjvvc,Erkan Kolçak Köstendil,40312.0,22.0,arabesk
erkan mutlu,4HxFQJKYyMWFrXcyWx24vI,Erkan Mutlu,7070.0,24.0,sufi
Erkan Ocaklı,7wy20ALddJtb2LU8POiARI,Erkan Ocaklı,20915.0,32.0,"oyun havasi, karadeniz folk"
Erkan Özerman,7jIr7EmNLkQr5QhhLoy8hZ,Erkan Özerman,6.0,0.0,
Erkan Petekkaya,3nx0SCrajG3aKJTCSiyw0Y,Erkan Petekkaya,540.0,28.0,"turkish pop, arabesk"
erkin arslan,4HdQKttYlP4bPDvbKNLDfy,Erkin Arslan,1255.0,18.0,turkish pop
Erkut Özkan,2ZDCC10TLm3EwgXK1p1BCW,Erkut Özkan,1513.0,9.0,oyun havasi
erleichda!,0M7xfamOsRQDYL4eqs2wyJ,erleichda!,84.0,3.0,
Erlik,48PG2y6F4vmGuDuEMtpISD,ERLIK,4776.0,3.0,
Erman Sari,4yVamHj2xMBjkDYxQnoUg4,Erman Sari,3.0,0.0,
erol bingöl,45GVHDBzyFuCP5mMKxkmPx,Erol Bingöl,5.0,0.0,
erol budan,4r9t7rBLK2rjouMVJz4hdx,Erol Budan,55758.0,35.0,arabesk
Erol Deran,6rZx5Qcf9V0ZbQcYKVuojO,Erol Deran,1153.0,2.0,sufi
Erol Günaydın,1JNayFpIilpgnVor3p1Nu4,Erol Günaydın,712.0,3.0,
Erol Keskin,4Fe7KtKJrrBOwT69fpuR8y,Erol Keskin,2.0,0.0,
erol parlak,2abfTrwaMafX06RqZ060VY,Erol Parlak,23446.0,26.0,"karadeniz folk, oyun havasi, arabesk"
erol şahin,5GyKaHK4KiRUH2lNXB7qTh,Erol Şahin,11046.0,29.0,"karadeniz folk, oyun havasi"
erol sayan,1gRGlSRLnGBqwBAKL9sBdJ,Erol Sayan,496.0,0.0,
Erol Taş,030eVteQ5uCgK46kR1JIqV,Erol Tas,1.0,0.0,
erol temizel,45g1PtOC7bLYH78cCeiIJn,Erol Temizel,118.0,0.0,
Erol Uras,32TJIg9zJ2eHgnzmWRc53L,Erol Uras,10.0,1.0,
ersan er,0mRJgEwf2UpEc98ja9Kbth,Ersan Er,113089.0,28.0,"turkish pop, arabesk"
ersel serdarlı,5fhSZPwdNed3xVpcUqDR4e,Ersel Serdarlı,129.0,0.0,
ersen ve dadaşlar,57yBhz7PaImYhNjRoM22QA,Ersen ve Dadaşlar,15351.0,22.0,anatolian rock
Ertan Tekin,5nTswH6KXoL7iQjZXjQEj4,Ertan Tekin,2954.0,19.0,
ertem akkuş,4cyRLK9rJist1GkfZoTonH,Ertem Akkuş,15.0,0.0,
ERU,3ijnQoOmFlFrGvYgUZC8tq,ERU,7687.0,29.0,"trap metal, turkish hip hop"
Erythrocyte,2HJHo1RD8Op57s9dDa65la,Erythrocyte,232.0,0.0,
esat bargun,2aUYhLpTuhYgill5Nxz0Ic,Esat Bargun,204313.0,43.0,turkish hip hop
Esat Ekincioglu,5dpcBuJLrGYIFYx04W1bNX,Esat Ekincioğlu,3.0,0.0,
esat tibet ağırtan,0FfqxTk6LJWp7qzUVxScK7,Esat Tibet Ağırtan,66.0,0.0,
eser bayar,3HJWkhXrKUvlhtBUsbojog,Eser Bayar,1020.0,10.0,turkish pop
esin afşar,4ATXCu84e0P0q5QLzkMsaT,Esin Afşar,7833.0,21.0,anatolian rock
esin alp,27L9cit74jbaVSPy7iCIwA,Esin Alp,50.0,0.0,turkish pop
Esin Aydıngöz,6ZQWiuIwptdIdRiqchBR1p,Esin Aydıngöz,724.0,6.0,
esin engin orkestrası,2p9v66KrdQ5nLy6TzxpKEB,Esin Engin Orkestrası,2899.0,23.0,"oyun havasi, anatolian rock"
esin i̇ri̇s,6dpY6muER7DKdsC6KhFid4,Esin İRİS,16380.0,31.0,turkish pop
esin kaya,1uX30MY8BahKmbqQGI4aLA,Esin Kaya,62729.0,44.0,"arabesk, turkish pop"
eski bando,7zFO8hMG6PtUIizWkzBimA,Eski Bando,38277.0,14.0,
eskici,193zT1HLzUrXS6SGhBnEKQ,Eskici,50.0,0.0,
eskitilmiş yaz,5jqUKWt4bZ92tx05YkDyou,Eskitilmiş Yaz,80878.0,35.0,
ESKRY,4GrQ3PF77T989lYhY4MMub,ESKRY,2157.0,15.0,turkish hip hop
esma başbuğ,1c2FnJUTNXNEAzBVFpSAn7,Esma Basbug,567.0,9.0,arabesk
esma er,3112TjfT7Xj6RJK7hJRnC3,Esma Er,1140.0,1.0,turkish pop
esma ertel,7vE5ljGnXMDMHrdAIhJIuQ,Esma Ertel,93.0,1.0,
esma sultan,75WV0W726mKxj55E7A1P26,Esma Sultan,0.0,0.0,
Espas,5nVW2G6nniD0JzZULAo1FB,Espas,200.0,0.0,
esra balamir,5lkf1rQ8Va1Z7AHuZICg38,Esra Balamir,4030.0,7.0,turkish pop
esra berkman,5RMgo66CF3ZwFRFb4CwP2f,Esra Berkman,32.0,0.0,
Esra Bilgiç,09K7gI0DjPvoIcJgtuiBid,Esra Bilgiç,103.0,10.0,
esra dalfidan,5Q1DZbyuWLVFC5vphQIoRc,Esra Dalfidan,492.0,3.0,
Esra Dermancıoğlu,53vJ9MuQHWf9I2Ah5RJYj2,Esra Dermancıoğlu,14.0,0.0,
esra göndeş,5XIPa5vjiH95xcgIdZE77B,Esra Göndeş,1334.0,11.0,turkish pop
esra i̇çöz,4xAJgujgDmBCYGEodogHxK,Esra İçöz,3163.0,16.0,arabesk
esra kayıkçı,3JXW4eGygPpKALyTz9RUEz,Esra Kayıkçı,1499.0,1.0,
esra sarı,5dpVGAXtJHP2aYmpEIICkn,Esra Sarı,4.0,0.0,arabesk
esra sönmezer,5ie5nHeUd0iTlL5srTYESx,Esra Sönmezer,150.0,0.0,turkish pop
Eşref Ziya,0zzrc2FBYycXNiZVOw4g5G,Eşref Ziya,38847.0,32.0,sufi
Ete Kurttekin,1dh0HzfG4SR3M8uMU0AR3w,Ete Kurttekin,2434.0,4.0,
ethem adnan ergil,5mm0ahWCm6YhgEE9gGAUwm,Ethem Adnan Ergil,535.0,10.0,
ethem yeşiltaş,2q9OAH4hhGhVNsG2pxz26I,Ethem Yeşiltaş,3937.0,14.0,"oyun havasi, arabesk"
Ether Blank,2p6KgiWcw3pcH1e7olOiop,Ether Blank,120.0,0.0,darkwave
etkin,01dd8uibSU2GK5BIzA2bnN,Etkin,98288.0,39.0,"arabesk, oyun havasi"
Etnik Sentetik,0AYBA47DZ1oa3zQ7Yun20y,Etnik Sentetik,454.0,0.0,acid house
evdeki saat,0w92tV1EQp7sxly7UjGR4P,Evdeki Saat,479630.0,49.0,turkish pop
Evden Uzakta,5CjD9DRMrlFUTqosMIutYF,Evden Uzakta,1138.0,2.0,
eve dönüş yok,2tQmQVQ4gE2PdDTUvnfnsB,Eve Dönüş Yok,658.0,5.0,
evir,1JhXQJwJ0OkUv7cFl8ojMl,Evir,5419.0,10.0,
Evis,4l003R6zOpdQlV2DaCzcE9,Evis,178.0,5.0,
Evo Frost,16DzBkUZ8Xk3aO10U88LAC,evo frost,91.0,0.0,breakcore
Evren Furtuna,2NykTAY9IaV2yBQ6FWaL2m,Evren Furtuna,10580.0,35.0,"organic house, deep house"
evren mevlanaoğlu,6ehzxs9m2vdt5p434Gzh9r,Evren Mevlanaoğlu,112.0,0.0,
evren penez,1461B7dk0oyEH6ybMUKlDC,Evren Penez,491.0,1.0,turkish hip hop
Evren Svren,54BN04OnrxJKahfvVZ8rqG,Evren Svren,60.0,0.0,"darkwave, cold wave, ebm, post-punk"
evren ulusoy,1m0AEp5sj1Gymq9pRrQDuc,Evren Ulusoy,5056.0,23.0,"deep house, dub techno"
Evrim Demirel,0x9m6BaNMVmBirzqVFvhgl,Evrim Demirel,571.0,1.0,
evrim özkaynak,6C4WyCvWMRWBoyWlNkw8dO,Evrim Özkaynak,360.0,2.0,
Exitpink,3yQdCs7QLp2g2pG8Ug5LVZ,exitpink,164.0,0.0,"glitch, experimental"
EXIX,6NJ4pwvID4hautHXc90ehV,EXIX,725.0,2.0,"hard techno, techno"
Exnun,2rApa3htXr3ZTVMEXU5CKV,EXNUN,2409.0,1.0,
Experge,6vDqQzPQEWxJ7F1wWTxI4P,Experge,167.0,0.0,progressive metal
Exposed,4lvcviLEfDUJzLgHPIVvPo,Exposed,39.0,0.0,
Extravasation,7APLOhT16HQUXSmsloK2sx,Extravasation,54.0,0.0,death metal
Extreme Parking,4qDoW8EhLANnSZdfshw17P,extreme parking,0.0,0.0,
eylem,6EggFGuKypIVsW5JRDpeSe,Eylem,76944.0,38.0,"turkish pop, t-pop"
Eylem Pelit,1QvdDS9Dr9B8iKmdRKzSa8,Eylem Pelit,1369.0,7.0,
eylül biçer,4jvqdASv06QHr9IiX5UKUC,Eylül Biçer,608.0,5.0,free jazz
Eylül Çekirge,7AgcHazHZQ9xB0n3QU6fwK,Eylül Çekirge,1800.0,4.0,
eylül ergül,50p4a2dJJBy8Cu3XJPbWt8,Eylül Ergül,717.0,24.0,
eymen bakım,7vMubUEWmOuUd2KSAZphno,Eymen Bakım,302.0,0.0,
eyüp öztekin,3pEm4fkGxTCoHqvQ6OA0Ht,Eyüp Öztekin,8018.0,19.0,"oyun havasi, arabesk"
eyüphan,2Cmg4o3fowOPU0gUckQevs,Eyüphan,39323.0,42.0,arabesk
eyyam,61IOEPhTyYFReNZ1AOxtCo,Eyyam,694.0,1.0,anatolian rock
eyyûbî mehmed çelebi,5URH0UnhLz4VN4021DOWKP,Eyyubi Mehmed Celebi,9.0,0.0,
ezgi aktan,3YWG3RyJkflr9w9LZqK0j8,Ezgi Aktan,29937.0,18.0,
ezgi arıkan,3bwJHOVtO7XdqHwLYRlgEV,Ezgi Arıkan,520.0,11.0,anatolian rock
ezgi erdoğan,04E93fjneJyca3DegcGoTk,Ezgi Erdoğan,15710.0,46.0,
Ezgi Eyüboğlu,6kjMT9B9HENP9YDIYXrzpa,Ezgi Eyüboğlu,38831.0,23.0,karadeniz folk
Ezgi Mola,0RqMDeyOYp5zm7iZaBIgpC,Ezgi Mola,470.0,0.0,oyun havasi
Ezgi Yelen,5EpdmziOWYbygFxQ6V6NHT,Ezgi Yelen,685.0,3.0,turkish pop
ezgi yürümez,0aELcd4ApRNdh11mFNRiTl,Ezgi Yürümez,61.0,0.0,"contemporary classical, chamber music, avant-garde"
Ezo Sunal,630S9nSeBPH86CV8TA8ITR,Ezo Sunal,13108.0,32.0,children's music
ezra,3TWt4XzQNX1j7MYrydXBBX,Ezra,1590.0,5.0,turkish pop
f.a.,1Kn7wpiMhk2R13tVvlxNGG,F.A.,1478.0,7.0,turkish hip hop
fadime akpınar,0pj2Zt1qhHyTejDWs1GZ9V,Fadime Akpınar,19.0,0.0,
Fahir Atakoğlu,6Mj20Zm7PRpGzoNN453mSq,Fahir Atakoğlu,20685.0,36.0,
Fahire Fersan,1kuHPwYFQzkHrMpYVmSkDu,Fahire Fersan,21.0,0.0,
fahire hanim,2t9I1fMjHpaY3Ob6gNjB6b,Fahire Hanim,1.0,0.0,
Fahrettin Çimenli,3DDhwnkxv0RlyXChYcOIxO,Fahrettin Cimenli,647.0,2.0,
Fahrettin Yarkın,58YpcqLI09AJc9AJBJvy0N,Fahrettin Yarkın,180.0,16.0,"traditional music, early music, medieval"
fahri karaduman,4kZYxrXF4Vy3jctwKiq9kx,Fahri Karaduman,351.0,2.0,sufi
Fahri Kayahan,6pwyrlvlom886fR0hdwTdm,Fahri Kayahan,442.0,1.0,ghazal
Fahri Öztezcan,718zpSmNcMibVOu9UplxPM,Fahri Öztezcan,26.0,0.0,
fahriye evcen,55HVqVwemTvjw829anBxOY,Fahriye Evcen,6666.0,30.0,"karadeniz folk, arabesk"
faik canselen,6Q3AqAH8mKFI34uVs65sQO,Faik Canselen,3.0,0.0,
faik sardag,5Z8G7yPFYQAQABzlCEhEdM,Faik Sardag,0.0,0.0,
faimon,4JI6JFWY9ttCppL2GhOp3j,faimon,2703.0,24.0,hyperpop
fairuz derin bulut,2tR1YwHxrGk9rUrqvYgoeT,Fairuz Derin Bulut,8355.0,10.0,"arabesk, anatolian rock"
Fakap,2eA4uACV33vPdG93JGqsYA,fakap,8.0,0.0,
fall from cloud,1fFdd5WpqcSQAiSlAKEc9x,Fall from Cloud,28.0,0.0,
falldown,7AVDDtfNXwnhANCMU5bw8H,Falldown,30.0,0.0,
False in Truth,0pPrRKU9y0ArXjR3KmvJ4W,False in Truth,1091.0,0.0,"folk metal, melodic death metal"
fanikedi,4lBCXB9oxmjIU8V79gR10X,Fanikedi,953.0,5.0,
Farabi,3SLzP3w1QEnhtG7sjsLfc8,Farabi,66.0,0.0,
Farketmez,7d86HuYmEookUsRfnwFmls,Farketmez,501.0,3.0,turkish hip hop
faruk akel,4AkItUIiKeaD9ieHb78CAK,Faruk Akel,18.0,0.0,anatolian rock
Faruk Aksoy,4iJqClX6ug4boH2VgdsGrI,Faruk AKSOY,3.0,0.0,
faruk değirmenci,4OdoXnpVdd3MEYDuUHk8Vz,Faruk Değirmenci,98.0,0.0,
faruk kayacıklı,1Zr3Tt2NBKqI8jtGmYhHQ6,Faruk Kayacıklı,5.0,0.0,
faruk korkmaz,0kTmlXNKN2VeykXq8gB7gB,Faruk Korkmaz,6.0,0.0,
faruk salgar,6cwr9YWZh6BCTemzMK5sCh,Faruk Salgar,723.0,9.0,arabesk
farux,6kw0RkYUOAUy83TRlbN1Px,Farux,3062.0,25.0,
fasıl heyeti,5K0lA5MZjfxe1dTDdDNlhn,Fasıl Heyeti,1.0,0.0,
fasıl-ı jazz,1ItbHlpwroC3poTOv3p76M,Fasıl-ı Jazz,61653.0,47.0,"anatolian rock, oyun havasi, turkish pop"
fat&bald,0IwUr0VCaEAc7PmOOsjl8Z,Fat&Bald,117.0,0.0,"indie dance, nu disco"
Fate Fat,4m08Ox8fE1ZD8zQzkhw6YL,Fate Fat,3986.0,19.0,turkish hip hop
Fatih Ahıskalı,7JVJiShPyjp98hKUgYHCi6,Fatih Ahıskalı,720.0,3.0,
Fatih Al,5p1iOOcJx2ty8t8CMZvxVQ,Fatih Al,5.0,0.0,
fatih ata,2KBzrLih80tNtjlGkCdinI,Fatih Ata,59.0,0.0,
fatih bogalar,0j0azdrmaf1ryrBsB3M1DG,Fatih Bogalar,5632.0,33.0,oyun havasi
fatih erkoç,5zfF4ZY5QA60ht5cjDrv2b,Fatih Erkoç,155586.0,40.0,turkish pop
fatih ihlamur,6v4fbdAjakeAep81SGFXhB,Fatih Ihlamur,610.0,19.0,
fatih kayhan,6QGqBW6LHjOphNztCtE18T,Fatih Kayhan,8.0,0.0,folk pop
Fatih Reyhan,17l20Dl65MufDqFvawB8ET,Fatih Reyhan,7787.0,18.0,karadeniz folk
fatih sultan mehmet,3lqNmJ7AbYooABPRA9zKTx,Fatih Sultan Mehmet,12.0,0.0,
Fatih Tuğcu,0qlbaJBN6BXqlPXuX7BG8L,Fatih Tuğcu,62.0,0.0,
fatih tuter,5KYhM4brfoE5M9TeYswQni,Fatih Tuter,124.0,0.0,"dub techno, ambient"
Fatih Ulusoy,3JKMwAOoVhOx8oeskaxGLi,Fatih Ulusoy,193.0,0.0,"progressive house, organic house"
Fatih Yaşar,6DTmIpiOZCEdynqwSPq2i6,Fatih Yaşar,2833.0,16.0,karadeniz folk
