isim,dogum_yeri,aktif_sehir,tip,arama_sehri
Михаил Кокжаев[Mikhail Kokzhayev],"Baku, Baku, Azerbaijan","Yerevan, Yerevan, Armenia",solo,Yerevan
Արկադի Հայրապետյան[Arkady Airapetyan],"Baku, Baku, Azerbaijan",,solo,Baku
Лола Хомянс[Lola Khomyants],"T'bilisi, T'bilisi, Georgia",,solo,T'bilisi
Государственный эстрадный оркестр Армении[Armenian State Estrada Orchestra],,,solo,Agri
Георгий Минасян[Georgi Minasyan],"Sochi, Krasnodar Krai, Russian Federation",,solo,Krasnodar Krai
Կարո Զաքարյան[Karo Zakarian],"Van, Van, Turkey",,solo,Van
Վահրամ Ալազան[Vahram Alazan],"Van, Van, Turkey",,solo,Van
Ազատ Վշտունի[Azat Vshtuni],"Van, Van, Turkey",,solo,Van
Hayko,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Շողիկ Մկրտչյան[Shoghik Mkrtchyan],"Yoldöndü, Van, Turkey",,solo,Van
Hayk Karoyi,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Marine Manasian,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Dakhanavar,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Сона Азарян[Sona Azaryan],,"Yerevan, Yerevan, Armenia",solo,Yerevan
Yhii,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Mark Erskine,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Blood Covenant,,,solo,Agri
Symptom Error,,"Yerevan, Yerevan, Armenia",grup,Yerevan
Lowfloor,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Supruga,,,solo,Agri
Youngbrother,,,solo,Agri
Niniie,"Beyrouth, Beyrouth, Lebanon","Yerevan, Yerevan, Armenia",solo,Yerevan
Gladii Cruenti et Lacrimationes,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Աշոտ Զոհրաբյան[Ashot Zohrabyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
D.zúk,,"Yerevan, Yerevan, Armenia",solo,Yerevan
David Brymer,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Էդգար Հովհաննիսյան[Edgar Hovhannisyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Dave N.A.,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Nato,,"Yerevan, Yerevan, Armenia",grup,Yerevan
Pulver,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Lychee,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Kayn,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Merouj,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Katil,,"Yerevan, Yerevan, Armenia",grup,Yerevan
JINJ,,"Yerevan, Yerevan, Armenia",grup,Yerevan
Henna Onna,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Հարություն Դելլալյան[Harutiun Dellalian],"Athens, Attica, Greece",,solo,Attica
Ahamah,,"Yerevan, Yerevan, Armenia",solo,Yerevan
mikkkkro,,"Yerevan, Yerevan, Armenia",solo,Yerevan
yellowheart.,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Tapantsik Toprak,,"Yerevan, Yerevan, Armenia",solo,Yerevan
George Wonder,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Innersha,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Dave Pad,,"Yerevan, Yerevan, Armenia",solo,Yerevan
wjerstean,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Медея Абрамян[Medeya Abramyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hogh,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Hopdop,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Kamarama,,,solo,Agri
st. nuriar,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Varakvatz,,"Yerevan, Yerevan, Armenia",grup,Yerevan
Odz Manouk,,,solo,Agri
На ножах[Na nozhakh],"Moscow, Moscow, Russian Federation",,grup,Moscow
Անուշավան Տեր-Ղևոնդյան[Anoushavan Ter-Ghevondyan],"Tbilisi, Tbilisi, Georgia",,solo,Tbilisi
Գրիգոր Եղիազարյան[Grigor Yeghiazaryan],,,solo,Agri
Sweetie Fox,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Karina Saakyan,,"Yerevan, Yerevan, Armenia",solo,Yerevan
Վանուշ Խանամիրյան[Vanoush Khanamirian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Arash Azadi,"Hamadan, Hamadan, Iran","Yerevan, Yerevan, Armenia",solo,Yerevan
Xaytarak,,"Yerevan, Yerevan, Armenia",grup,Yerevan
VooDoo,,"Yerevan, Yerevan, Armenia",grup,Yerevan
Пурпурный дядя[Purpurniy Dyadya],,"Yerevan, Yerevan, Armenia",solo,Yerevan
Tigran Hamasyan,"Gyumri, Shirak, Armenia","Yerevan, Yerevan, Armenia",solo,Yerevan
Varduhi Yeritsyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ruben Gazarian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Aramazd,"Yerevan, Armenia",,grup,Yerevan
Vache Sharafyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Suren Zakarian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Էդուարդ Թոփչյան[Eduard Topchjan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Male Chamber Choir of the Yerevan Opera Theatre,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ռուբեն Ասատրյան[Ruben Asatryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Iveta Mukuchyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Էդգար Բաղդասարյան[Edgar Baghdasaryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Artsruni,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Vahan Artsruni,,,solo,Agri
Vardan Grigoryan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Armenian Navy Band,,,solo,Agri
Карен Оганесян[Karen Oganesyan],"Gyumri, Shirak, Armenia",,solo,Shirak
Anna Condo,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Daniel Tanielian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Artyom Manukyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Katuner,,,solo,Agri
Movses Pogossian,"Yerevan, Yerevan, Armenia","Glendale, CA, United States",solo,CA
Sworn,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Կարինե Հովհաննիսյան[Karine Hovhannisyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Mikael Ayrapetyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Sirusho,"Yerevan, Yerevan, Armenia",,solo,Yerevan
The Deenjes,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Լիլիթ Մովսիսյան[Lilit Movsisyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Suren Bagratuni,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Moscow Conservatory Trio,,,solo,Agri
Ayas,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Hovak Alaverdyan,,,solo,Agri
Dogma,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Հասմիկ Բաղդասարյան[Hasmik Baghdasaryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Arthur Aharonyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արամ Նիկողոսյան[Aram Nikoghosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
The Gurdjieff Folk Instruments Ensemble,,,solo,Agri
Ալինա Փահլևանյան[Alina Pahlevanian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արամ Հարությունյան[Aram Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
«Կարոտ» անսամբլ[Ensemble Karot],,,solo,Agri
Մելիք Մավիսակալյան[Melik Mavisakalyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հայաստանի ազգային ռադիոյի էստրադային–սիմֆոնիկ նվագախումբ[Armenia National Radio Variety-Symphony Orchestra],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արուսյակ Հարությունյան[Arusyak Haurtyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Գրիգոր Թաքուշյան[Grigor Takushian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Sharakan Early Music Ensemble,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Lilit Grigoryan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արմենչիկ[Armenchik],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Հասմիկ Հարությունյան[Hasmik Harutyunyan],,,solo,Agri
Գևորգ Դաբաղյան[Gevorg Dabaghyan],,,solo,Agri
Ալեքսան Հարությունյան[Aleksan Harutyunyan],,,solo,Agri
Տիգրան Ամբարյան[Tigran Ambaryan],,,solo,Agri
Կամո Խաչատրյան[Kamo Khachatryan],,,solo,Agri
Լևոն Թևանյան[Levon Tevanyan],,,solo,Agri
Արթուր Առաքելյան[Artur Arakelyan],,,solo,Agri
Artur Papazian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Super Sako,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Lusine Khachatryan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Yasha Papian,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Мария Саакян[Maria Saakyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Օֆելյա Համբարձումյան[Ophelia Hambardzumyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հերիքնազ Հարությունյան[Heriknaz Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Նունե Աթանասյան[Nune Atanasyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Shushan Petrosyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Temple of Demigod,,,solo,Agri
Arthur Meschian,"Yerevan, Armenia",,solo,Yerevan
Datevik,"Yerevan, Yerevan, Armenia","New York, NY, United States",solo,NY
Անուշ Հարությունյան[Anush Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Վարդան Բաղդասարյան[Vardan Baghdasaryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Անժելա Աթաբեկյան[Anzhela Atabekyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Yo-Yo Ma & The Silk Road Ensemble,,,solo,Agri
Վահագն Հայրապետյան[Vahagn Hayrapetyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Լիլիթ Հարությունյան[Lilit Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Stryfe,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Армен Джигарханян[Armen Dzhigarkhanyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
«Հայրիկ Մուրադյան» համույթ[Ensemble Hayrik Mouradian],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Александр Мндоянц[Alexander Mndoyants],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Sofya Melikyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հասմիկ Գասպարյան[Hasmik Gasparyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hasmik Papian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Tmbata Orchestra,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Ռեինկառնացիա[Reincarnation],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Մարիամ Մաիլյան[Mariam Mailyan],,,solo,Agri
Շահանե Զալյան[Shahane Zalyan],,,solo,Agri
նատալիա Միրզոյան[Natalya Mirzoyan],"Yerevan, Yerevan, Armenia","Saint Petersburg, Saint Petersburg, Russian Federation",solo,Saint Petersburg
Էմմանուել Հովհաննիսյան[Emmanuel Hovhannisyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ara Harutyunyan,"Yerevan, Yerevan, Armenia","Belo Horizonte, Minas Gerais, Brazil",solo,Minas Gerais
Orquestra Filarmônica de Minas Gerais,,,solo,Agri
Հայաստանի ազգային կամերային նվագախումբ[National Chamber Orchestra of Armenia],"Yerevan, Yerevan, Armenia",,solo,Yerevan
John Hodian,,,solo,Agri
Արամ Սաթյան[Aram Satyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
D'yadya J.i.,"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Level 80,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Սասուն Պասկևիչյան[Sasun Paskevichyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արմեն Մանդակունյան[Armen Mandakunian],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Narrow Gate,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Vahan Mardirossian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Île-de-France
Հայաստանի ազգային ռադիոյի ջութակահարների անսամբլ[Armenian National Radio Violinists' Ensemble],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Խաչիկ Սահակյան[Khachik Sahakyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Անիտա Հախվերդյան[Anita Hakhverdyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Լիլիթ Հովհաննիսյան[Lilit Hovhannisyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ռիչարդ Մադլենյան[Richard Madlenyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Միհրան Ծառուկյան[Mihran Tsarukyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Աննա Մայիլյան[Anna Mailian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Լևոն Գրիգորյան[Levon Grigoryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ավետիս Բերբերյան[Avetis Berberyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հարութ Փամբուկչյան[Harout Pamboukjian],"Yerevan, Yerevan, Armenia","Palm Springs, CA, United States",solo,CA
Ներսիկ Իսպիրյան[Nersik Ispiryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Andranik Mouradian,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Էդուարդ Թադևոսյան[Eduard Tadevosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Arsen Soghomonyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հասմիկ Կոնջոյան[Hasmik Konjoyan],"Yerevan, Yerevan, Armenia","Framingham, MA, United States",solo,MA
Michel Petrossian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hayk Melikyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ռուբեն Ալթունյան[Ruben Altunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հայաստանի գուսանական և ժողովրդական երգի պետական անսամբլ[Ensemble of Gusan and Folk Song of Armenia],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Vigen Chaldranyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Նարե Մկրտչյան[Naré Mkrtchyan],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Adana Project,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Haik Kazazyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Генрих Оганесян[Genrikh Oganesyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Գայանե Սերոբյան[Gayane Serobyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Крунк[Krunk],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Роберт Амирханян[Robert Amirkhanian],,,solo,Agri
Эльвина Макарян[Elvina Makaryan],,,solo,Agri
Gagik Yepremyan,,,solo,Agri
Srbuk,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Նանա[Nana],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Թաթա Սիմոնյան[Tata Simonyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Հարութ Բալյան[Harout Balyan],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Mikayel Balyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Lucineh Hovanissian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Merial,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Arravis,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Հարություն Թոփիկյան[Harutyun Topikyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Գևորգ Մարտիրոսյան[Gevorg Martirosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Armen Movsessian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
David Safarian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Арно Бабаджанян[Arno Babadjanian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ара Бабаджанян[Ara Babajanyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Maléna,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Марине Алахвердова[Marine Alahverdova],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Inga & Anush,"Yerevan, Armenia",,grup,Yerevan
Shavo Odadjian,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Achozen,,,solo,Agri
North Kingsley,,,solo,Agri
Seven Hours After Violet,,,solo,Agri
System of a Down,,,solo,Agri
Армине Саркисян[Armine Sarkisyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Москва-транзит[Moskva-Tranzit],,,solo,Agri
Оркестр Олега Лундстрема[Oleg Lundstrem Orchestra],,,solo,Agri
Aram Hovhannisyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Nara Noïan,"Yerevan, Yerevan, Armenia","Bruxelles, Région de Bruxelles-Capitale, Belgium",solo,Région de Bruxelles-Capitale
Vahagn,"Yerevan, Armenia",,grup,Yerevan
Рудик Овсепян[Rudik Ovsepyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Aram Mp3,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Serge Avedikian,"Yerevan, Armenia",,solo,Yerevan
Lilit Pipoyan,"Yerevan, Armenia",,solo,Yerevan
Meri Voskanian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Константин Петросян[Konstantin Petrosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Emmy,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ambehr,"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",grup,Moscow
Владимир Епископосян,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Альберт Мкртчян[Albert Mkrtchyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Bokrag,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Ruben Gevorkyants,"Yerevan, Yerevan, Armenia",,solo,Yerevan
EmpYraY,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Sergey Khachatryan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Dorians,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Arman Aghajanyan,"Yerevan, Yerevan, Armenia","Glendale, CA, United States",solo,CA
Cascade Folk Trio,,,solo,Agri
David Yengibarian,"Yerevan, Yerevan, Armenia","Budapest, Budapest, Hungary",solo,Budapest
Trio Yengibarian,,,solo,Agri
Night Ark,,,grup,Agri
Ed Schuller,,,solo,Agri
Armen Donelian,,,solo,Agri
Marc Johnson,,,solo,Agri
Nor Dar,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Համո Բեկնազարյան[Hamo Beknazarian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Amurai,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Ռուբեն Հախվերդյան[Ruben Hakhverdyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Նունե Եսայան[Nune Yesayan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Րահվիրա[Rahvira],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Вартан Бабаян[Vartan Babayan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Орнамент[Ornament],,,solo,Agri
HAYQ,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Vahagn Vahagni,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Paco Versailles,,,solo,Agri
Segor,"Yerevan, Yerevan, Armenia",,solo,Yerevan
David Azarian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Арташес Карталян[Artashes Kartalyan],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Беник Аракелян[Benik Arakelyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
David Grigorian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ashot Sarkissjan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Arditti Quartet,,,solo,Agri
Ensemble intercontemporain,,,solo,Agri
DivahaR,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Խորեն Լևոնյան[Khoren Levonyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hovhannes Mokatsian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hába Quartett,,,solo,Agri
Gaguik Mouradian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ensemble Gaguik Mouradian,,,solo,Agri
Arbor Mortis,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Юрий Бальян[Yuri Balyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Sadael,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Hover Chamber Choir of Armenia,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Сарик Андреасян[Sarik Andreasyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Yerevan Women's Choir of Armenia,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Sheygun,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Владимир Ханан[Vladimir Hanan],"Yerevan, Yerevan, Armenia","Saint Petersburg, Saint Petersburg, Russian Federation",solo,Saint Petersburg
Օֆելյա Հարությունյան[Ophelia Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Armen Stepanyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Xəlil Cəfərov,"Yerevan, Yerevan, Armenia","Baku, Baku, Azerbaijan",solo,Baku
Armen Martirosyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Alexander Chaushian,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Kempf Trio,,,solo,Agri
Արթուր Ութմազյան[Arthur Utmazyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Армен Петросян[Armen Petrosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Армен Адилханян[Armen Adilkhanyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Андраник Месропян[Andranik Mesropian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Alexander Sobolev,"Yerevan, Yerevan, Armenia","Voronezh, Voronezh Oblast, Russian Federation",solo,Voronezh Oblast
Ovsep Ketendjian,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Левон Варданян[Levon Vardanyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
"Здравствуй, песня![Zdravstvuy, Pesnya!]",,,solo,Agri
Rafi Haradžanjans,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Արմեն Բաբախանյան[Armen Babakhanian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ասպարեզ[Asparez],"Yerevan, Yerevan, Armenia",,grup,Yerevan
Мэй Лиан[May Lian],,,solo,Agri
Արման Նշանյան[Arman Nshanyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Shushan Hyusnunts,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Դավիթ Զաքարյան[Davit Zaqaryan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
jrimurmur,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Դավիթ Բաբայան[David Babayan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Gérard Gasparian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Île-de-France
Vardan Mamikonian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Île-de-France
Tamara Stepanyan,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Île-de-France
Brunette,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Arci,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Angela Sarafyan,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,CA
Arthur Abraham,"Yerevan, Yerevan, Armenia","Berlin, Berlin, Germany",solo,Berlin
Արա Գևորգյան[Ara Gevorgyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Maria Voskania,"Yerevan, Yerevan, Armenia","Würzburg, Bayern, Germany",solo,Bayern
Карен Геворкян[Karen Gevorkian],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Except a Few,"Erevan, Armenia",,grup,Erevan
Maria Gambaryan,"Erevan, Armenia",,solo,Erevan
Marianna Shirinyan,"Yerevan, Yerevan, Armenia","København, Hovedstaden, Denmark",solo,Hovedstaden
Arthur Satyan,"Yerevan, Yerevan, Armenia","Beyrouth, Beyrouth, Lebanon",solo,Beyrouth
Mübariz Tağıyev,"Yerevan, Yerevan, Armenia","Baku, Baku, Azerbaijan",solo,Baku
Azərbaycan Dövlət Mahnı Teatrı adına Rəşid Behbudov,,,solo,Agri
Səid Rüstəmov,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Hüseyn Seyidzadə,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Lilian Akopova,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Чипинкос[Chipinkos],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Moscow
Միշո[Misho],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Մի Քանի Հոգի[Mi Qani Hogi],,,solo,Agri
Beerdigungs Lauten,"Yerevan, Yerevan, Armenia",,grup,Yerevan
York Hamza,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ensemble Assonance,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Արթուր Ավանեսով[Artur Avanesov],,,solo,Agri
Մարտիրոս Փանոսյան[Martitos Fanosyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Nemra,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Իննա Սահակյանի[Inna Sahakyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Margarita Oganesjan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Շողակաթ Վարդանյան[Shoghakat Vardanyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Ալվարդ Միրզոյան[Alvard Mirzoyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Yessaï Karapetian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Île-de-France
Kriegsspiel,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Exileth,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Դավիթ Բալասանյան[David Balasanyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Seda Amir-Karayan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Tears of the Deceased,"Yerevan, Yerevan, Armenia",,grup,Yerevan
Ruzan Mantashyan,"Yerevan, Yerevan, Armenia",,solo,Yerevan
Давид Кочарян[David Kocharyan],"Yerevan, Yerevan, Armenia",,solo,Yerevan
Archaon,"Yerevan, Yerevan, Armenia",,grup,Yerevan
