isim,dogum_yeri,aktif_sehir,tip,arama_sehri
Chillwithme,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Kaan's Exile,,"İstanbul, İstanbul, Turkey",solo,İstanbul
God's Pain Eternal,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Yangın,,"İstanbul, İstanbul, Turkey",grup,İstanbul
Emre Kula,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Oceans of Noise,,,solo,Bursa
Mert Avcı,,"İstanbul, İstanbul, Turkey",solo,İstanbul
vicotüco,,,solo,Bursa
Anatolian Sessions,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Particles,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Cihangir Eryildiz,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Banu Kırbağ,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Cetacea,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Başsız Süvari,,"İstanbul, Turkey",solo,İstanbul
Eisbaer,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Sirstein,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Alper Cetin,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Nubar Tekyay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Berzan Önen,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Black Water Sunset,,,solo,Bursa
Preludium Fury,,,solo,Bursa
Oru,,"İstanbul, İstanbul, Turkey",solo,İstanbul
Engin Çağlar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
ثمین باغچه‌بان[Samin Baghtcheban],"Tabriz, Azarbayjan-e Sharqi, Iran",,solo,Azarbayjan-e Sharqi
Roman + Toliver,,"İstanbul, İstanbul, Turkey",solo,İstanbul
ceni,,"İstanbul, İstanbul, Turkey",solo,İstanbul
