isim,dogum_yeri,aktif_sehir,tip,arama_sehri
Sergey Khachatryan,"Yerevan, Yerevan, Armenia",,solo,Kars
Dorians,"Yerevan, Yerevan, Armenia",,grup,Kars
Arman Aghajanyan,"Yerevan, Yerevan, Armenia","Glendale, CA, United States",solo,Kars
Cascade Folk Trio,,,solo,Kars
David Yengibarian,"Yerevan, Yerevan, Armenia","Budapest, Budapest, Hungary",solo,Kars
Trio Yengibarian,,,solo,Kars
Night Ark,,,grup,Kars
Ara Dinkjian,,,solo,Kars
Arto Tunçboyacıyan,,,solo,Kars
Ed Schuller,,,solo,Kars
Armen Donelian,,,solo,Kars
Marc Johnson,,,solo,Kars
Nor Dar,"Yerevan, Yerevan, Armenia",,grup,Kars
Համո Բեկնազարյան[Hamo Beknazarian],"Yerevan, Yerevan, Armenia",,solo,Kars
Amurai,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,Kars
Ռուբեն Հախվերդյան[Ruben Hakhverdyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Նունե Եսայան[Nune Yesayan],"Yerevan, Yerevan, Armenia",,solo,Kars
Րահվիրա[Rahvira],"Yerevan, Yerevan, Armenia",,grup,Kars
Вартан Бабаян[Vartan Babayan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Орнамент[Ornament],,,solo,Kars
HAYQ,"Yerevan, Yerevan, Armenia",,grup,Kars
Ghoulchapel,"Yerevan, Yerevan, Armenia",,grup,Kars
Vahagn Vahagni,"Yerevan, Yerevan, Armenia",,solo,Kars
Paco Versailles,,,solo,Kars
Segor,"Yerevan, Yerevan, Armenia",,solo,Kars
Blood Covenant,,,solo,Kars
David Azarian,"Yerevan, Yerevan, Armenia",,solo,Kars
Арташес Карталян[Artashes Kartalyan],"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,Kars
Temple of Demigod,"Yerevan, Yerevan, Armenia",,grup,Kars
Государственный эстрадный оркестр Армении[Armenian State Estrada Orchestra],"Yerevan, Yerevan, Armenia",,solo,Kars
Эльвина Макарян[Elvina Makaryan],"Yerevan, Yerevan, Armenia",,solo,Kars
Беник Аракелян[Benik Arakelyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
David Grigorian,"Yerevan, Yerevan, Armenia",,solo,Kars
Ashot Sarkissjan,"Yerevan, Yerevan, Armenia",,solo,Kars
Arditti Quartet,,,solo,Kars
Ensemble intercontemporain,,,solo,Kars
Ashot Sarkissjan,"Yerevan, Yerevan, Armenia",,solo,Kars
Arditti Quartet,,,solo,Kars
Ensemble intercontemporain,,,solo,Kars
DivahaR,"Yerevan, Yerevan, Armenia",,grup,Kars
Խորեն Լևոնյան[Khoren Levonyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Hovhannes Mokatsian,"Yerevan, Yerevan, Armenia",,solo,Kars
Hába Quartett,,,solo,Kars
Gaguik Mouradian,"Yerevan, Yerevan, Armenia",,solo,Kars
Ensemble Gaguik Mouradian,,,solo,Kars
Hespèrion XXI,,,solo,Kars
Suren Asaduryan,"Yerevan, Yerevan, Armenia",,solo,Kars
Arbor Mortis,"Yerevan, Yerevan, Armenia",,grup,Kars
Юрий Бальян[Yuri Balyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Sadael,"Yerevan, Yerevan, Armenia",,grup,Kars
Hover Chamber Choir of Armenia,"Yerevan, Yerevan, Armenia",,solo,Kars
Сарик Андреасян[Sarik Andreasyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Yerevan Women's Choir of Armenia,"Yerevan, Yerevan, Armenia",,solo,Kars
Sheygun,"Yerevan, Yerevan, Armenia",,solo,Kars
Владимир Ханан[Vladimir Hanan],"Yerevan, Yerevan, Armenia","Saint Petersburg, Saint Petersburg, Russian Federation",solo,Kars
Օֆելյա Հարությունյան[Ophelia Harutyunyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Armen Stepanyan,"Yerevan, Yerevan, Armenia",,solo,Kars
Xəlil Cəfərov,"Yerevan, Yerevan, Armenia","Baku, Baku, Azerbaijan",solo,Kars
Armen Martirosyan,"Yerevan, Yerevan, Armenia",,solo,Kars
Alexander Chaushian,"Yerevan, Yerevan, Armenia",,solo,Kars
Kempf Trio,,,solo,Kars
Արթուր Ութմազյան[Arthur Utmazyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Армен Петросян[Armen Petrosyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Армен Адилханян[Armen Adilkhanyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Андраник Месропян[Andranik Mesropian],"Yerevan, Yerevan, Armenia",,solo,Kars
Alexander Sobolev,"Yerevan, Yerevan, Armenia","Voronezh, Voronezh Oblast, Russian Federation",solo,Kars
Հայաստանի պետական ակադեմիական երգչախումբ[The State Academic Choir of Armenia],"Yerevan, Yerevan, Armenia",,solo,Kars
Ovsep Ketendjian,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,Kars
Левон Варданян[Levon Vardanyan],"Yerevan, Yerevan, Armenia",,solo,Kars
"Здравствуй, песня![Zdravstvuy, Pesnya!]",,,solo,Kars
Rafi Haradžanjans,"Yerevan, Yerevan, Armenia",,solo,Kars
Արմեն Բաբախանյան[Armen Babakhanian],"Yerevan, Yerevan, Armenia",,solo,Kars
Ասպարեզ[Asparez],"Yerevan, Yerevan, Armenia",,grup,Kars
Мэй Лиан[May Lian],,,solo,Kars
Արման Նշանյան[Arman Nshanyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Shushan Hyusnunts,"Yerevan, Yerevan, Armenia",,solo,Kars
Դավիթ Զաքարյան[Davit Zaqaryan],"Yerevan, Yerevan, Armenia",,solo,Kars
jrimurmur,"Yerevan, Yerevan, Armenia",,grup,Kars
Դավիթ Բաբայան[David Babayan],"Yerevan, Yerevan, Armenia",,solo,Kars
Gérard Gasparian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Kars
Vardan Mamikonian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Kars
Tamara Stepanyan,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Kars
Brunette,"Yerevan, Yerevan, Armenia",,solo,Kars
Arci,"Yerevan, Yerevan, Armenia",,solo,Kars
Angela Sarafyan,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,Kars
Արամ Ասատրյան[Aram Asatryan],"Yerevan, Yerevan, Armenia","Madrid, Comunidad de Madrid, Spain",solo,Kars
Հայաստանի պետական ֆիլհարմոնիկ նվագախումբ[Armenian Philharmonic Orchestra],,,solo,Kars
Oaksenham,,,solo,Kars
Arthur Abraham,"Yerevan, Yerevan, Armenia","Berlin, Berlin, Germany",solo,Kars
Արա Գևորգյան[Ara Gevorgyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Maria Voskania,"Yerevan, Yerevan, Armenia","Würzburg, Bayern, Germany",solo,Kars
Карен Геворкян[Karen Gevorkian],"Yerevan, Yerevan, Armenia",,solo,Kars
Роберт Амирханян[Robert Amirkhanian],"Yerevan, Yerevan, Armenia",,solo,Kars
Крунк[Krunk],,,solo,Kars
Except a Few,"Erevan, Armenia",,grup,Kars
Maria Gambaryan,"Erevan, Armenia",,solo,Kars
Marianna Shirinyan,"Yerevan, Yerevan, Armenia","København, Hovedstaden, Denmark",solo,Kars
Arthur Satyan,"Yerevan, Yerevan, Armenia","Beyrouth, Beyrouth, Lebanon",solo,Kars
Arthur Satyan,"Yerevan, Yerevan, Armenia","Beyrouth, Beyrouth, Lebanon",solo,Kars
Mübariz Tağıyev,"Yerevan, Yerevan, Armenia","Baku, Baku, Azerbaijan",solo,Kars
Azərbaycan Dövlət Mahnı Teatrı adına Rəşid Behbudov,,,solo,Kars
Səid Rüstəmov,"Yerevan, Yerevan, Armenia",,solo,Kars
Hüseyn Seyidzadə,"Yerevan, Yerevan, Armenia",,solo,Kars
Տաղարան[Tagharan],"Yerevan, Yerevan, Armenia",,grup,Kars
Lilian Akopova,"Yerevan, Yerevan, Armenia",,solo,Kars
Чипинкос[Chipinkos],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Միշո[Misho],"Yerevan, Yerevan, Armenia",,solo,Kars
Մի Քանի Հոգի[Mi Qani Hogi],,,solo,Kars
Kamarama,"Yerevan, Yerevan, Armenia",,grup,Kars
Arto Tunçboyacıyan,,,solo,Kars
Hopdop,,,solo,Kars
Beerdigungs Lauten,"Yerevan, Yerevan, Armenia",,grup,Kars
York Hamza,"Yerevan, Yerevan, Armenia",,solo,Kars
Ensemble Assonance,"Yerevan, Yerevan, Armenia",,grup,Kars
Aram Hovhannisyan,,,solo,Kars
Արթուր Ավանեսով[Artur Avanesov],,,solo,Kars
Մարտիրոս Փանոսյան[Martitos Fanosyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Nemra,"Yerevan, Yerevan, Armenia",,grup,Kars
Իննա Սահակյանի[Inna Sahakyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Margarita Oganesjan,"Yerevan, Yerevan, Armenia",,solo,Kars
Շողակաթ Վարդանյան[Shoghakat Vardanyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Ալվարդ Միրզոյան[Alvard Mirzoyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Yessaï Karapetian,"Yerevan, Yerevan, Armenia","Paris, Île-de-France, France",solo,Kars
Kriegsspiel,"Yerevan, Yerevan, Armenia",,solo,Kars
Exileth,"Yerevan, Yerevan, Armenia",,grup,Kars
Մի Քանի Հոգի[Mi Qani Hogi],"Yerevan, Yerevan, Armenia",,grup,Kars
Միշո[Misho],,,solo,Kars
Դավիթ Բալասանյան[David Balasanyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Seda Amir-Karayan,"Yerevan, Yerevan, Armenia",,solo,Kars
Tears of the Deceased,"Yerevan, Yerevan, Armenia",,grup,Kars
Ruzan Mantashyan,"Yerevan, Yerevan, Armenia",,solo,Kars
Давид Кочарян[David Kocharyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Archaon,"Yerevan, Yerevan, Armenia",,grup,Kars
Michael Ganian,"Yerevan, Yerevan, Armenia",,solo,Kars
Rampant Beast,"Yerevan, Yerevan, Armenia",,grup,Kars
Զառա Ջյան[Zara Jian],"Yerevan, Yerevan, Armenia",,solo,Kars
Սամվել Ալումյան[Samvel Alumyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Tiezerk,"Yerevan, Yerevan, Armenia",,grup,Kars
Ruben Karapetyan,"Yerevan, Yerevan, Armenia",,solo,Kars
No Man Cry,"Yerevan, Yerevan, Armenia",,grup,Kars
Kilikillers,"Yerevan, Yerevan, Armenia",,grup,Kars
Full Crate,"Yerevan, Yerevan, Armenia","Amsterdam, Noord-Holland, Netherlands",solo,Kars
Urbatarur,"Yerevan, Yerevan, Armenia",,grup,Kars
Սերգեյ Սմբատյան[Sergey Smbatyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Армен Бежанян[Armen Bezhanyan],"Yerevan, Yerevan, Armenia","Osa, Perm Krai, Russian Federation",solo,Kars
Artem Valter,"Yerevan, Yerevan, Armenia","Los Angeles, CA, United States",solo,Kars
Lilit Hartunian,"Yerevan, Yerevan, Armenia","Boston, MA, United States",solo,Kars
Selardi,"Yerevan, Yerevan, Armenia",,grup,Kars
Eternally Scarred,,,solo,Kars
Arsafes,,,solo,Kars
Ակունք[Akunq],"Yerevan, Yerevan, Armenia",,grup,Kars
Heto,"Yerevan, Yerevan, Armenia",,solo,Kars
Араик Акопян[Araik Hakobyan],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Magic Pump,,,solo,Kars
Немецкий Михель[Nemetskiy Mikhel],"Yerevan, Yerevan, Armenia","Moscow, Moscow, Russian Federation",solo,Kars
Yerevan Calling,"Yerevan, Yerevan, Armenia",,grup,Kars
Artyom Manukyan,,,solo,Kars
Նարեկ Հախնազարյան[Narek Hakhnazaryan],"Yerevan, Yerevan, Armenia","Wien, Wien, Austria",solo,Kars
Հովհաննես Ներսեսյան[Hovhannes Nersesyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Ալլա Թումանյան[Alla Tumanian],"Yerevan, Yerevan, Armenia",,solo,Kars
Ալլա Թումանյան[Alla Tumanian],"Yerevan, Yerevan, Armenia",,solo,Kars
Կարեն Կարագուլյան[Karren Karagulian],"Yerevan, Yerevan, Armenia",,solo,Kars
Նարինե Եղիյան[Narine Yeghiyan],"Yerevan, Yerevan, Armenia",,solo,Kars
Victoria Alexanyan,"Yerevan, Yerevan, Armenia",,solo,Kars
Anahit Vardanyan,"Yerevan, Yerevan, Armenia",,solo,Kars
Նորայր Դավթյան[Norayr Davtyan],"Mrgavet, Ararat, Armenia","Yerevan, Yerevan, Armenia",solo,Kars
«Շողակն» համույթ[Shoghaken Ensemble],,,solo,Kars
Սարո Դանիելյան[Saro Danielian],"Jrashen, Ararat, Armenia",,solo,Kars
Արման Հովհաննիսյան[Arman Hovhannisyan],"Masis, Ararat, Armenia","Yerevan, Yerevan, Armenia",solo,Kars
Агаси Бабаян[Agasi Babayan],"Azatavan, Ararat, Armenia",,solo,Kars
Ստեփան Վարդանյան[Stepan Vardanyan],"Azatavan, Ararat, Armenia",,solo,Kars
Աշոտ պատրիկ Բագրատունի[Ashot Patrik Bagratuni],,,solo,Kars
Ղազարոս Աղայան[Ghazaros Aghayan],"Bolnisi, Kvemo Kartli, Georgia",,solo,Kars
Zəlimxan Yaqub,"Bolnisi, Kvemo K'art'li, Georgia","Baku, Baku, Azerbaijan",solo,Kars
ალექსანდრე თაყაიშვილი[Aleksander Takaishvili],"Tetritsqaro, Kvemo K'art'li, Georgia",,solo,Kars
life on marx,,"Batumi, Ajaria, Georgia",solo,Kars
Clover Club,,,solo,Kars
Nurplee,,"Batumi, Ajaria, Georgia",solo,Kars
Encore Dream,,"Batumi, Ajaria, Georgia",solo,Kars
Alexey Staroselets,,"Batumi, Ajaria, Georgia",solo,Kars
Nacim Ladj,,"Batumi, Ajaria, Georgia",solo,Kars
Marooned,,"Batumi, Ajaria, Georgia",solo,Kars
Ясность[Yasnost],"Saint Petersburg, Saint Petersburg, Russian Federation","Batumi, Ajaria, Georgia",grup,Kars
Phil Gerus,"Moscow, Moscow, Russian Federation",,solo,Kars
Vako T,,"Batumi, Ajaria, Georgia",solo,Kars
Satanath,,"Batumi, Ajaria, Georgia",solo,Kars
Abigorum,,,solo,Kars
Taiga,,,solo,Kars
black-sided sun,,"Batumi, Ajaria, Georgia",grup,Kars
Nika Key,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Gacha Bakradze,"Batumi, Ajaria, Georgia","Tblisi, Tblisi, Georgia",solo,Kars
Me and My Monkey,,,solo,Kars
Baby Melo,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Lika Bibileishvili,"Batumi, Ajaria, Georgia",,solo,Kars
Элеонора Шашкова[Eleonora Shashkova],"Batumi, Ajaria, Georgia","Moscow, Moscow, Russian Federation",solo,Kars
Аммиак[Ammiak],"Batumi, Ajaria, Georgia","Moscow, Moscow, Russian Federation",solo,Kars
Nicole,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Lil Beat,"Batumi, Ajaria, Georgia",,solo,Kars
Zaza,"Batumi, Ajaria, Georgia",,solo,Kars
B.K.,"Batumi, Ajaria, Georgia","Moscow, Moscow, Russian Federation",solo,Kars
Аркадий Стругацкий[Arkady Strugatsky],"Batumi, Ajaria, Georgia",,solo,Kars
Константин Плужников[Konstantin Pluzhnikov],"Batumi, Ajaria, Georgia",,solo,Kars
Licht,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
სესილია თაყაიშვილი[Sesilia Takaishvili],"Batumi, Ajaria, Georgia",,solo,Kars
ფელიქს ღლონტი[Felix Ghlonti],"Batumi, Ajaria, Georgia",,solo,Kars
Юрий Кавтарадзе[Yuri Kavtaradze],"Batumi, Ajaria, Georgia",,solo,Kars
Khatia Buniatishvili,"Batumi, Ajaria, Georgia","Paris, Île-de-France, France",solo,Kars
Одиссей Димитриади[Odysseas Dimitriadis],"Batumi, Ajaria, Georgia",,solo,Kars
Peter Meremblum,"Batumi, Ajaria, Georgia",,solo,Kars
Clarinets,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Sopho,"Batumi, Ajaria, Georgia",,solo,Kars
Memotech,"Batumi, Ajaria, Georgia",,solo,Kars
Asea Sool,"Batumi, Ajaria, Georgia",,grup,Kars
Νάκης Πετρίδης[Nakis Petridis],"Batumi, Ajaria, Georgia",,solo,Kars
Νάκης Πετρίδης[Nakis Petridis],"Batumi, Ajaria, Georgia",,solo,Kars
Giorgi Devadze,"Batumi, Ajaria, Georgia",Georgia,solo,Kars
Eka Chavleishvili,"Batumi, Ajaria, Georgia",,solo,Kars
Rezo Glonti,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Лабиринт[Labyrinth],,"Batumi, Adjara, Georgia",grup,Kars
Sopho,"Batumi, Ajaria, Georgia",,solo,Kars
შავი პრინცი[Shavi Princi],"Kutaisi, Imereti, Georgia",,solo,Kars
Four Walls,,"Batumi, Adjara, Georgia",solo,Kars
Pasha and the Bears,,"Batumi, Adjara, Georgia",solo,Kars
იოსებ ბარდანაშვილი[Ioseb Bardanashvili],"Batumi, Adjara, Georgia",Israel,solo,Kars
Валерий Пендраковский[Valeriy Pendrakovskiy],"Batumi, Adjara, Georgia","Moscow, Moscow, Russian Federation",solo,Kars
Баадур Цуладзе[Baadur Tsuladze],"Batumi, Adjara, Georgia",,solo,Kars
Валерий Меладзе[Valery Meladze],"Batumi, Acharis Avtonomiuri Respublika, Georgia","Marbella, Andalucía, Spain",solo,Kars
Диалог[Dialog],,,solo,Kars
Rezo Glonti,"Batumi, Ajaria, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Marc Wannabe,"Batumi, Georgia","Tallinn, Estonia",solo,Kars
Sseq,"Batumi, Adjara, Georgia","London, Greater London, United Kingdom",solo,Kars
Константин Меладзе[Konstantin Meladze],"Batumi, Acharis Avtonomiuri Respublika, Georgia",,solo,Kars
Бахыт-Компот[Bahyt-Kompot],,,solo,Kars
Диалог[Dialog],,,solo,Kars
Аркадий Стругацкий[Arkady Strugatsky],"Batumi, Ajaria, Georgia",,solo,Kars
Гоча Качеишвили[Gocha Kacheishvili],"Batumi, Adjara, Georgia",,solo,Kars
Нино Катамадзе & Insight[Nino Katamadze & Insight],,,solo,Kars
Уча Гугунава[Ucha Gugunava],"Batumi, Adjara, Georgia",,solo,Kars
Нино Катамадзе & Insight[Nino Katamadze & Insight],,,solo,Kars
Константин Державин[Konstantin Derzhavin],"Batumi, Adjara, Georgia",,solo,Kars
ირაკლი კვირიკაძე[Irakli Kvirikadze],"Batumi, Adjara, Georgia","Los Angeles, CA, United States",solo,Kars
ლამარა ჭყონია[Lamara Chkonia],"Batumi, Adjara, Georgia",,solo,Kars
Aida,"Batumi, Adjara, Georgia","Warszawa, mazowieckie, Poland",solo,Kars
Ламара Чкония[Lamara Chkonia],"Batumi, Adjara, Georgia",,solo,Kars
Andria Putkaradze,"Batumi, Guria, Georgia",,solo,Kars
DJ Astrobee,"Batumi, Adjara, Georgia","Tbilisi, Tbilisi, Georgia",solo,Kars
Γιοβάν Τσαούς[Iovan Tsaous],"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Cihan Ünal,"Kastamonu, Turkey",,solo,Kastamonu
Tuncay Akça,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
İlyas İlbey,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Tülay Günal,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Beybonlar,"Kastamonu, Kastamonu, Turkey",,grup,Kastamonu
Sefa Ulaştır,,,solo,Kastamonu
Faik Coşkun,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Hadi Çaman,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Niyazi Er,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Erdi Işık,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Fredd,"Kastamonu, Kastamonu, Turkey",,solo,Kastamonu
Hakkı Ergök,"Daday, Kastamonu, Turkey",,solo,Kastamonu
Mustafa Seyran,"Ereğli, Konya, Turkey",,solo,Kastamonu
Toprak Yalçiner,"Karaman, Karaman, Turkey",,solo,Kastamonu
Mustafa Uğurlu,"Karaman, Turkey",,solo,Kastamonu
Murat Ay,"Karaman, Turkey","Amsterdam, Noord-Holland, Netherlands",solo,Kastamonu
Özgür Doğruöz,"Karaman, Karaman, Turkey","İstanbul, İstanbul, Turkey",solo,Kastamonu
Ekrem Güyer,"Karaman, Karaman, Turkey",,solo,Kastamonu
Meral Konrat,"Karaman, Karaman, Turkey",,solo,Kastamonu
Sabite Tur Gülerman,"Kargı, Çorum, Turkey",,solo,Kastamonu
Nihat Altınkaya,"Karabük, Turkey",,solo,Kastamonu
Ankaralı Namık,"Kurşunlu, Çankırı, Turkey",,solo,Kastamonu
Eren Tozoğlu,,"Çankırı, Çankırı, Turkey",solo,Kastamonu
Elvin Beşikçioğlu,"Çankırı, Turkey",,solo,Kastamonu
Tevfik Başer,"Çankırı, Turkey",,solo,Kastamonu
İsmail Filiz,"Çankırı, Çankırı, Turkey",,solo,Kastamonu
Sühan Baydar,"Çankırı, Çankırı, Turkey",,solo,Kastamonu
Can Başer,"Çankırı, Çankırı, Turkey","Nicosia, Nicosia, Cyprus",solo,Kastamonu
Irmak Arıcı,"Çankırı, Çankırı, Turkey",,solo,Kastamonu
Ezgi Sertel,"Safranbolu, Karabük, Turkey",,solo,Kastamonu
Türker İnanoğlu,"Safranbolu, Karabük, Turkey",,solo,Kastamonu
Gına,"Karabük, Karabük, Turkey",,grup,Kastamonu
Kayra,,,solo,Kastamonu
Ahmet Tarık Tekçe,"İstanbul, İstanbul, Turkey",,solo,Kastamonu
Selim Gürata,"Karabük, Karabük, Turkey",,solo,Kastamonu
Çağrı Sertel,"Karabük, Karabük, Turkey","İstanbul, İstanbul, Turkey",solo,Kastamonu
Metin Türkcan,"Karabük, Karabük, Turkey",,solo,Kastamonu
Pentagram,,,solo,Kastamonu
Kayra,"Karabük, Karabük, Turkey",,solo,Kastamonu
90 BPM,,,solo,Kastamonu
Gına,,,solo,Kastamonu
Farazi v Kayra,,,solo,Kastamonu
Kemal İskender,"Karabük, Karabük, Turkey",,solo,Kastamonu
Emrah Sönmez,"Karabük, Karabük, Turkey",,solo,Kastamonu
Çiğdem Vitrinel,"Karabük, Karabük, Turkey",,solo,Kastamonu
Gına,"Karabük, Karabük, Turkey",,grup,Kastamonu
Kayra,,,solo,Kastamonu
Zeki Çetin,"Karabük, Karabük, Turkey",,solo,Kastamonu
Gültekin Kaçar,"Karabük, Karabük, Turkey",,solo,Kastamonu
Serhat Özcan,"Durağan, Sinop, Turkey",,solo,Kastamonu
Barış Akarsu,"Amasra, Bartın, Turkey",,solo,Kastamonu
Zulmet,,"Bartın, Bartın, Turkey",solo,Kastamonu
Nihat Demirel,"Bartın, Bartın, Turkey",,solo,Kastamonu
Cansu Fırıncı,"Bartın, Bartın, Turkey",,solo,Kastamonu
Çağatay Kehribar,"Bartın, Bartın, Turkey",,solo,Kastamonu
Flört,,,solo,Kastamonu
Fatma Aydoğan,"Gümüşhacıköy, Amasya, Turkey",,solo,Kastamonu
Beste Kökdemir,"Sinop, Sinop, Turkey",,solo,Kastamonu
Beste Kökdemir,"Sinop, Sinop, Turkey",,solo,Kastamonu
Ercan Yazgan,"Sinop, Sinop, Turkey",,solo,Kastamonu
Ulaş Pakkan,"Sinop, Sinop, Turkey","İstanbul, İstanbul, Turkey",solo,Kastamonu
Gooseflesh,,,solo,Kastamonu
Jingle Farm,,,solo,Kastamonu
Fery,"Sinop, Sinop, Turkey","İstanbul, İstanbul, Turkey",solo,Kastamonu
İhsan Bilsev,"Çorum, Turkey",,solo,Kastamonu
Halim Çetin,"Çorum, Çorum, Turkey",,solo,Kastamonu
Mehmet Erbulan,"Çorum, Çorum, Turkey",,solo,Kastamonu
Ali Demirel,"Çorum, Çorum, Turkey",,solo,Kastamonu
Zafer Önen,"Çorum, Çorum, Turkey",,solo,Kastamonu
Soner Yalçın,"Çorum, Çorum, Turkey",,solo,Kastamonu
Erkan Çıplak,"Çorum, Çorum, Turkey",,solo,Kastamonu
Nesimi Yetik,"Çorum, Çorum, Turkey",,solo,Kastamonu
Hilmi Sözer,"Çubuk, Ankara, Turkey",,solo,Kastamonu
Alice Sapritch,"Ortaköy, Çorum, Turkey",,solo,Kastamonu
Oya Levendoğlu,"Seydişehir, Konya, Turkey","Kayseri, Turkey",solo,Kayseri
Dilber Ay,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Ali Rıza Binboğa,"Kayseri, Turkey",,solo,Kayseri
Murat Ünalmış,"Kayseri, Turkey",,solo,Kayseri
Cüneyt İnay,"Kayseri, Turkey",,solo,Kayseri
Göksel Arsoy,"Kayseri, Turkey",,solo,Kayseri
Death Oath,"Kayseri, Kayseri ili, Turkey",,grup,Kayseri
Yaşar Güçlü,"Develi, Kayseri, Turkey",,solo,Kayseri
Diaz Dizzy,,"Kayseri, Kayseri, Turkey",solo,Kayseri
Atilla Türköz,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Kübra Kip,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Öznur Serçeler,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Eda Fatma Gürbüz,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Mehmet Kılıç,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Oktay Yavuz,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Günay Karacaoğlu,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Erdal Merdan,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Mehmet Bozdağ,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Atilla Engin,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Atilla Engin Group,,,solo,Kayseri
The Istanbul Orchestra,,,solo,Kayseri
Matao with Atilla Engin,,,solo,Kayseri
Turquoise,,,solo,Kayseri
Sultana,"Kayseri, Kayseri, Turkey","Istanbul, İstanbul, Turkey",solo,Kayseri
Elia Kazan,"Fener, İstanbul, Turkey",,solo,Kayseri
Salim Aydın,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Savaş Yurttaş,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Orçun Kaptan,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Oğuz Büyükberber,"Kayseri, Kayseri, Turkey","Amsterdam, Noord-Holland, Netherlands",solo,Kayseri
Latife Tekin,"Kayseri, Kayseri, Turkey","İstanbul, İstanbul, Turkey",solo,Kayseri
Dilber Ay,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Erdinç Erişmiş,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Melek Mosso,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Özgür Turhan,"Kayseri, Kayseri, Turkey",,solo,Kayseri
Hasan Kaçan,"İncesu, Kayseri, Turkey",,solo,Kayseri
Yaşar Güçlü,"Develi, Kayseri, Turkey",,solo,Kayseri
Haldun Boysan,"Ankara, Ankara, Turkey",,solo,Kayseri
Ercan Kesal,"Avanos, Nevşehir, Turkey",,solo,Kayseri
