isim,dogum_yeri,aktif_sehir,tip,arama_sehri,Spotify_ID,Followers,Popularity,Genres,Spotify,Wikipedia,Every Noise at Once
Duman,,,solo,Bursa,6RTC1abMgBC7Krg6qJQHJh,7584873.0,64.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
Duman,"İstanbul, İstanbul, Turkey",,grup,Bursa,6RTC1abMgBC7Krg6qJQHJh,7584873.0,64.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
Duru Kurt,"Bandırma, Balıkesir, Turkey",,solo,Bursa,5BlHDJCMkok5rVxxROLSeO,340.0,2.0,turkish pop,turkish pop,,
Dönüşüm,,,solo,Bursa,1rvzM8oXbbeWDQBUuJzZLt,774.0,4.0,anatolian rock,anatolian rock,,
Dönüşüm,"İstanbul, İstanbul, Turkey",,grup,Bursa,1rvzM8oXbbeWDQBUuJzZLt,774.0,4.0,anatolian rock,anatolian rock,,
Dört X Dört,"İstanbul, İstanbul, Turkey",,grup,Bursa,1hw1VLiutfMgbxficYxq65,67447.0,25.0,anatolian rock,anatolian rock,rock,turkish rock
Dün Bugün Yarın,,,solo,Bursa,6qFhX04JN5CaurIgWEKNvp,850.0,16.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",özgün,
Düş Sokağı Sakinleri,,,solo,Bursa,2QsEbhCFyEzogaOtMYeXO4,276432.0,34.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Düş Sokağı Sakinleri,,,solo,Bursa,2QsEbhCFyEzogaOtMYeXO4,276432.0,34.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Düş Sokağı Sakinleri,"İstanbul, Turkey",,grup,Bursa,2QsEbhCFyEzogaOtMYeXO4,276432.0,34.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Düş Sokağı Sakinleri,,,solo,Bursa,2QsEbhCFyEzogaOtMYeXO4,276432.0,34.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Düşün,,,solo,Bursa,35iNfdKSaM0159XJoATa7L,106.0,2.0,turkish hip hop,,,turkish alt-pop
Düşün,"İstanbul, İstanbul, Turkey",,grup,Bursa,35iNfdKSaM0159XJoATa7L,106.0,2.0,turkish hip hop,,,turkish alt-pop
Ebru Gündeş,"İstanbul, İstanbul, Turkey",,solo,Bursa,5AboYJAlMb9FGadTTDKRoN,4317240.0,69.0,"arabesk, turkish pop","arabesk, turkish pop",,"turkish pop, arabesk, turkish folk"
Ebru Gündeş,"İstanbul, İstanbul, Turkey",,solo,Bursa,5AboYJAlMb9FGadTTDKRoN,4317240.0,69.0,"arabesk, turkish pop","arabesk, turkish pop",,"turkish pop, arabesk, turkish folk"
Ece Anlı,,"İstanbul, İstanbul, Turkey",solo,Bursa,7FaZhvf70Qmi1wTcSBMDPp,148.0,0.0,turkish pop,turkish pop,,deep turkish pop
Ece Mumay,"İstanbul, İstanbul, Turkey",,solo,Bursa,5FK1YzcREfjBuxM8i7UtBe,919257.0,45.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,turkish pop
Ece Seçkin,"İstanbul, İstanbul, Turkey",,solo,Bursa,1lfD2lvoDctsMr6grjYOb5,1065923.0,49.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
Eda Baba,"İstanbul, İstanbul, Turkey",,solo,Bursa,0sG2HOcaA6eqnGTeLMJpRm,280431.0,38.0,turkish pop,turkish pop,,"turkish pop, turkish rock, turkish alt-pop"
Edip Akbayram,,,solo,Bursa,0oFiWQjHNvksJlD0aWzBZM,823257.0,52.0,"anatolian rock, arabesk, turkish pop, karadeniz folk","anatolian rock, arabesk, turkish pop, karadeniz folk",rock,"arabesk, turkish folk"
Edip Akbayram,,,solo,Bursa,0oFiWQjHNvksJlD0aWzBZM,823257.0,52.0,"anatolian rock, arabesk, turkish pop, karadeniz folk","anatolian rock, arabesk, turkish pop, karadeniz folk",rock,"arabesk, turkish folk"
Edis,"London, Greater London, United Kingdom","İstanbul, İstanbul, Turkey",solo,Bursa,1AM52XHXnWAEqnQwpxTLWm,2245989.0,59.0,"turkish pop, t-pop",choral,rap,turkish pop
Eftalya Yağcı,"Malatya, Malatya, Turkey","Istanbul, Istanbul, Turkey",solo,Bursa,27JkefjyyNpoRTWGDIt6Tc,23343.0,42.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop","indie, elektronik, rock",turkish pop
ElMusto,"Erzincan, Erzincan, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,1Tjaa3WWIVU00kfZ8Dvpcl,1201728.0,56.0,turkish hip hop,turkish hip hop,"alternative, alternatif",turkish hip hop
Elanur,"Ordu, Ordu, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,33FCgXF01vOfBtjoul6ne1,139132.0,27.0,turkish hip hop,turkish hip hop,,turkish hip hop
Elektro Hafız,"İstanbul, İstanbul, Turkey","Köln, Nordrhein-Westfalen, Germany",solo,Bursa,4Q9yGZQsMETYOq7TJnFlkA,16588.0,27.0,anatolian rock,anatolian rock,,
Elif Buse Doğan,"Kocaeli, Kocaeli, Turkey",,solo,Bursa,56hgP8k96P8s7hQyMvXCHS,90365.0,47.0,"karadeniz folk, arabesk, turkish pop, oyun havasi","karadeniz folk, arabesk, turkish pop, oyun havasi",,turkish pop
Elif Doğan,"İstanbul, İstanbul, Turkey",,solo,Bursa,2U1KJtw2jxZM1glDvDgGcl,2031.0,37.0,turkish pop,"karadeniz folk, arabesk, turkish pop, oyun havasi",,
Emboli,"İstanbul, İstanbul, Turkey",,solo,Bursa,256klKl5Pzn2qdHMXS4uBF,9915.0,23.0,turkish hip hop,turkish hip hop,,turkish hip hop
Emir,"İstanbul, İstanbul, Turkey",,solo,Bursa,4XP7cGw4t8BqZ8Du5q3bHg,3233736.0,63.0,turkish pop,turkish pop,,turkish pop
Emir Ersoy,"İstanbul, İstanbul, Turkey",,solo,Bursa,59uWH4ed0TG4WVOYKetMJC,8134.0,32.0,turkish pop,turkish pop,,
Emre Altuğ,"İstanbul, İstanbul, Turkey",,solo,Bursa,6CtMmrX12kYA3O4kINuWjZ,393766.0,48.0,turkish pop,turkish pop,,
Emre Baransel,"İstanbul, İstanbul, Turkey",,solo,Bursa,1fH1BT5iWXZnX4YEAzfO9K,7871.0,2.0,turkish hip hop,,rap,turkish hip hop
Ender Balkır,"Tunceli, Tunceli, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,07kEnIFmiV0WbPG6FqqrU0,110503.0,46.0,arabesk,arabesk,,turkish folk
Ercan Saatçi,"İstanbul, Turkey",,solo,Bursa,5tPQaMOyXCbkZ5DqQAhox5,26216.0,37.0,turkish pop,turkish pop,,
Ercan Turgut,,,solo,Bursa,1NKhpzwXHKB9DUOQB3pbps,8134.0,18.0,"arabesk, anatolian rock","arabesk, anatolian rock",,
Erdal Güney,"Anamur, Mersin, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,77PSs92ix6empuwnNuiwot,49287.0,45.0,arabesk,arabesk,,turkish folk
Erdem Kınay,"İstanbul, İstanbul, Turkey",,solo,Bursa,4aCS0WLLZ3070ZDBOFJlHB,220863.0,54.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
Erdem Yener,"İskenderun, Turkey","İstanbul, Turkey",solo,Bursa,1JXIV2lL6Yd30xG7kOfI1n,21697.0,13.0,anatolian rock,anatolian rock,,turkish rock
Ergin Altınel,"Ordu, Turkey","Bursa, Turkey",solo,Bursa,24Q1qoQc1vkJzKY1VfUOXr,292.0,0.0,anatolian rock,anatolian rock,,
Ergüder Yoldaş,,,solo,Bursa,2UTTPg8eUrxqkDVAdqWeCI,605.0,9.0,anatolian rock,anatolian rock,,
Erhan Güleryüz,,,solo,Bursa,02vz4pSTcSNzNXlQeEHIs7,16816.0,26.0,"anatolian rock, arabesk, turkish pop","anatolian rock, arabesk, turkish pop",,
Erhan Güleryüz,"İstanbul, Turkey",,solo,Bursa,02vz4pSTcSNzNXlQeEHIs7,16816.0,26.0,"anatolian rock, arabesk, turkish pop","anatolian rock, arabesk, turkish pop",,
Erhan Güleryüz,,,solo,Bursa,02vz4pSTcSNzNXlQeEHIs7,16816.0,26.0,"anatolian rock, arabesk, turkish pop","anatolian rock, arabesk, turkish pop",,
Erkan Oğur,,,solo,Bursa,7HIccJjwPhWkLVKu0gGJgB,241020.0,41.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","caz, halk, blues","turkish folk, turkish jazz"
Erkan Oğur,,,solo,Bursa,7HIccJjwPhWkLVKu0gGJgB,241020.0,41.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","caz, halk, blues","turkish folk, turkish jazz"
Erkin Koray,"İstanbul, İstanbul, Turkey",,solo,Bursa,4o3Nv2BAyoZkyGaRXv4rT3,817791.0,51.0,"anatolian rock, arabesk","anatolian rock, arabesk","özgün, rock",
Erkin Koray,"İstanbul, İstanbul, Turkey",,solo,Bursa,4o3Nv2BAyoZkyGaRXv4rT3,817791.0,51.0,"anatolian rock, arabesk","anatolian rock, arabesk","özgün, rock",
Erkut Taçkın,"İstanbul, Turkey",,solo,Bursa,4GJuQAAePQH9qyr9Bj0Xv3,20921.0,26.0,anatolian rock,anatolian rock,rock,turkish psych
Erol Büyükburç,"Adana, Adana, Turkey",,solo,Bursa,5Mi0CfVFTACW7wclXpIA6G,14420.0,27.0,"anatolian rock, turkish pop","anatolian rock, turkish pop, tango",pop,turkish psych
Erol Evgin,"İstanbul, Turkey",,solo,Bursa,6zzBsqAEDo53s2dSeZzWvo,304300.0,53.0,"turkish pop, anatolian rock, arabesk","turkish pop, anatolian rock, arabesk",pop,turkish pop
Erol Köker,"Arguvan, Malatya, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,37aZucOaDmxTcgp5XeeDbr,4639.0,31.0,"oyun havasi, arabesk, karadeniz folk","oyun havasi, arabesk, karadeniz folk",,turkish folk
Erol Parlak,,,solo,Bursa,2abfTrwaMafX06RqZ060VY,23427.0,27.0,"karadeniz folk, oyun havasi, arabesk","karadeniz folk, oyun havasi, arabesk",halk,turkish folk
Erol Pekcan,"İstanbul, İstanbul, Turkey",,solo,Bursa,2ZS2TyW0RzT9qKBIBDUjxX,273.0,0.0,anatolian rock,,caz,
Ersay Üner,"Seydişehir, Konya, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,6kf7koRM31Dgsj2WbByZpB,524572.0,51.0,turkish pop,turkish pop,pop,turkish pop
Ersen ve Dadaşlar,,,solo,Bursa,57yBhz7PaImYhNjRoM22QA,15331.0,22.0,anatolian rock,anatolian rock,pop,turkish psych
Ersen ve Dadaşlar,,,solo,Bursa,57yBhz7PaImYhNjRoM22QA,15331.0,22.0,anatolian rock,anatolian rock,pop,turkish psych
Ersen ve Dadaşlar,,,solo,Bursa,57yBhz7PaImYhNjRoM22QA,15331.0,22.0,anatolian rock,anatolian rock,pop,turkish psych
Ersen ve Dadaşlar,,,solo,Bursa,57yBhz7PaImYhNjRoM22QA,15331.0,22.0,anatolian rock,anatolian rock,pop,turkish psych
Ertuğ,"Adapazarı, Sakarya, Turkey",,solo,Bursa,15qObVbcXw0VEvicANQaaP,2253.0,18.0,arabesk,,"halk, sanat müziği, pop, alternatif, elektronik",deep turkish pop
Esengül,"İstanbul, İstanbul, Turkey",,solo,Bursa,5VnmwZE6S2STk83HEinfAG,21607.0,27.0,"arabesk, traditional folk","arabesk, traditional folk",,arabesk
Esengül,"İstanbul, İstanbul, Turkey",,solo,Bursa,5VnmwZE6S2STk83HEinfAG,21607.0,27.0,"arabesk, traditional folk","arabesk, traditional folk",,arabesk
Eser Yenenler,"Bursa, Turkey",,solo,Bursa,2DpZEODnvHNwUm74uICS0i,200.0,2.0,turkish pop,turkish pop,,
Esin Engin,"Sivas, Sivas, Turkey",,solo,Bursa,4uIGU1mY4tCjIWAJ0jqFSC,32083.0,32.0,"tango, anatolian rock, turkish pop","tango, anatolian rock, turkish pop",,
Esin Engin Orkestrası,,,solo,Bursa,2p9v66KrdQ5nLy6TzxpKEB,2885.0,24.0,"oyun havasi, anatolian rock","oyun havasi, anatolian rock","elektronik, enstrümantal",turkish psych
Eskiz,"İstanbul, İstanbul, Turkey",,grup,Bursa,6DIDKAlVCwKpp00Or6NRKf,4801.0,6.0,anatolian rock,anatolian rock,,turkish metal
Esmeray,"İstanbul, İstanbul, Turkey",,solo,Bursa,5LbgJGRCmR9pgCxVkBDZw6,162480.0,44.0,"arabesk, anatolian rock","arabesk, anatolian rock",pop,turkish psych
Ethnique Punch,"Eskişehir, Eskişehir, Turkey","Berlin, Berlin, Germany",solo,Bursa,4eSAzGCtD0jcxNuNK4OkDn,25488.0,19.0,turkish hip hop,turkish hip hop,,turkish hip hop
Evrencan Gündüz,"Kadıköy, İstanbul, Turkey",,solo,Bursa,6rxgxAlUPT4sDElRZeVec6,89115.0,39.0,turkish pop,turkish pop,rock,"turkish rock, turkish jazz"
Eylem Aktaş,"Batman, Batman, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,1FXTuxobdo03RcAcuEFmPY,83776.0,48.0,"arabesk, karadeniz folk, turkish pop","arabesk, karadeniz folk, turkish pop","özgün, soundtrack",
Eylül Deniz,,"İstanbul, İstanbul, Turkey",solo,Bursa,48uahMm1bxDGM2LH0ngVXh,124.0,5.0,turkish hip hop,turkish hip hop,,
Eytan,"İstanbul, İstanbul, Turkey",,solo,Bursa,3rtgZpxBTGp6NWtLMDvvEO,3946.0,26.0,"turkish hip hop, turkish pop",psytrance,,
Ezgi Alaş,"Aydın, Aydın, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,3MPYl70VF5QlFVTOTRC9PZ,2232.0,17.0,turkish hip hop,lullaby,,
Fairuz Derin Bulut,,,solo,Bursa,2tR1YwHxrGk9rUrqvYgoeT,8359.0,10.0,"arabesk, anatolian rock","arabesk, anatolian rock",,turkish psych
Farah Zeynep Abdullah,"İstanbul, İstanbul, Turkey",,solo,Bursa,3xoFgT5OYcfaU8XlfmbylK,47158.0,34.0,turkish pop,turkish pop,,turkish pop
Farazi,"İstanbul, İstanbul, Turkey",,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi,,,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi,,,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi,,,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi,,,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi,,,solo,Bursa,44wLgA9gxORLwDGRvYpRBg,188454.0,52.0,turkish hip hop,turkish hip hop,,turkish hip hop
Farazi v Kayra,,,solo,Bursa,5ayy4bftuQvE2xTCbCEufB,69577.0,22.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Farazi v Kayra,"İstanbul, İstanbul, Turkey",,grup,Bursa,5ayy4bftuQvE2xTCbCEufB,69577.0,22.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Faruk K,"İstanbul, İstanbul, Turkey",,solo,Bursa,6rixu3hOO3YKVGBABu2vpo,6829.0,23.0,turkish pop,turkish pop,dans,deep turkish pop
Faruk Sabanci,,"İstanbul, İstanbul, Turkey",solo,Bursa,7nPbrzSt1apQM9rY5DVqQZ,23099.0,46.0,"turkish hip hop, slap house, trance, turkish pop","turkish hip hop, slap house, trance",,
Fatih Erdemci,"İstanbul, İstanbul, Turkey",,solo,Bursa,1OhpnvMZLbqa46ZCNdMmwr,4443.0,27.0,turkish pop,turkish pop,,turkish rock
Fatma Girik,"İstanbul, İstanbul, Turkey",,solo,Bursa,2X8ABoCvF9S4OrO0ahej5n,272.0,0.0,arabesk,arabesk,,
Fecri Ebcioğlu,,,solo,Bursa,3CsxmNZISD1QgXHlsKSx88,7648.0,9.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, dans",
Ferdi Özbeğen,"İzmir, İzmir, Turkey",,solo,Bursa,2bZXmEbQuj9XcGwgyIGuit,297835.0,59.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop",pop,
Ferhat Göçer,"Şanlıurfa, Şanlıurfa, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,13jj3uGldU7cSQLaFkf2Zm,936465.0,53.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
Ferhat Göçer,"Şanlıurfa, Şanlıurfa, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,13jj3uGldU7cSQLaFkf2Zm,936465.0,53.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
Feride Hilal Akın,"İstanbul, İstanbul, Turkey",,solo,Bursa,2dLBhX7dIdWL6Fsk9l0n1n,998745.0,50.0,turkish pop,turkish pop,"r&b, pop",turkish pop
Ferman Akgül,,,solo,Bursa,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Ferman Akgül,,,solo,Bursa,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Fery,"Sinop, Sinop, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,7JRQHc9292mpQ7ONOJaTft,6568.0,28.0,"arabesk, karadeniz folk",speedcore,,turkish hip hop
Fettah Can,"Karacabey, Bursa, Turkey",,solo,Bursa,17fJCykpa2EqIioh0zamN9,362782.0,54.0,turkish pop,turkish pop,,turkish pop
Feylesoflar,"İstanbul, İstanbul, Turkey",,grup,Bursa,59iOvUBMXCAYIktg4iOyQ9,1631.0,5.0,anatolian rock,anatolian rock,,
Fikret Hakan,"Balıkesir, Balıkesir, Turkey",,solo,Bursa,2LW7jV86nHs73KMzsWMLT5,221.0,0.0,anatolian rock,anatolian rock,,
Fikret Hakan,"Balıkesir, Balıkesir, Turkey",,solo,Bursa,2LW7jV86nHs73KMzsWMLT5,221.0,0.0,anatolian rock,anatolian rock,,
Fikret Hakan,"Balıkesir, Balıkesir, Turkey",,solo,Bursa,2LW7jV86nHs73KMzsWMLT5,221.0,0.0,anatolian rock,anatolian rock,,
Flowart,,"İstanbul, İstanbul, Turkey",solo,Bursa,5Ru7XTlo1E5p2NPPBwVTkh,232.0,0.0,turkish hip hop,turkish hip hop,,turkish trap
Flört,"Pendik, İstanbul, Turkey",,grup,Bursa,0ou1EkRCAJcfRv2P1qKVPo,147107.0,39.0,anatolian rock,anatolian rock,,"turkish rock, turkish psych"
Flört,,,solo,Bursa,0ou1EkRCAJcfRv2P1qKVPo,147107.0,39.0,anatolian rock,anatolian rock,,"turkish rock, turkish psych"
Fuat,"Berlin, Berlin, Germany","İstanbul, İstanbul, Turkey",solo,Bursa,6tRmpYzDIjWoRHzbJO7Cpx,175454.0,39.0,turkish hip hop,"karadeniz folk, oyun havasi, anatolian rock",,turkish hip hop
Fuat Güner,,,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fuat Güner,,,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fuat Güner,"İstanbul, İstanbul, Turkey",,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fuat Güner,,,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fuat Güner,"İstanbul, İstanbul, Turkey",,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fuat Güner,,,solo,Bursa,2ptNVh8jugzZ5cQjfhqHg0,1676.0,12.0,"anatolian rock, mizrahi, turkish pop","anatolian rock, turkish pop, mizrahi","pop, rock",
Fulden Uras,"İstanbul, Turkey",,solo,Bursa,3is8xBSnJvwJDfrJ6rN6fj,10468.0,20.0,turkish pop,turkish pop,,deep turkish pop
Funda Arar,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,6g7GF7BLC41JTHJwgB4wQW,1354450.0,59.0,"turkish pop, arabesk","turkish pop, arabesk",pop,turkish pop
Funda Arar,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,6g7GF7BLC41JTHJwgB4wQW,1354450.0,59.0,"turkish pop, arabesk","turkish pop, arabesk",pop,turkish pop
Fırat Tanış,"İstanbul, Turkey",,solo,Bursa,1AMxbM8JPoryu2bTtRDHZJ,23304.0,46.0,turkish pop,turkish pop,ska,
Gaye Su Akyol,"İstanbul, İstanbul, Turkey",,solo,Bursa,0VsS7WKuNEsKGNIWuiwSyZ,198150.0,44.0,anatolian rock,anatolian rock,,"turkish rock, turkish jazz"
Gaye Su Akyol,,,solo,Bursa,0VsS7WKuNEsKGNIWuiwSyZ,198150.0,44.0,anatolian rock,anatolian rock,,"turkish rock, turkish jazz"
Gece Yolcuları,"İstanbul, İstanbul, Turkey",,grup,Bursa,21ppfKgGToa81HQE0kET5P,821185.0,47.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock","turkish pop, turkish rock"
Gonca Vuslateri,"Bursa, Bursa, Turkey",,solo,Bursa,1Lqk5sH7UHfUOpA774zSDr,2279.0,23.0,turkish pop,turkish pop,,
Gramafonia,,"İstanbul, İstanbul, Turkey",solo,Bursa,6WrU7t9YGIJmKmCBi7tgMw,356.0,2.0,turkish hip hop,turkish hip hop,,
Grejuva,"İstanbul, İstanbul, Turkey",,solo,Bursa,0Ld8wmLqdAP0IPRXOK0XlD,6747.0,20.0,turkish hip hop,turkish hip hop,,turkish hip hop
Gripin,"İstanbul, İstanbul, Turkey",,grup,Bursa,3Z814BstLaKbLqKHXsht8O,1655942.0,60.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,"turkish pop, turkish rock"
Grizu,,,solo,Bursa,2ZdsrdDvi0wtkrCswBDINB,30876.0,23.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
Grizu,"İstanbul, Turkey",,grup,Bursa,2ZdsrdDvi0wtkrCswBDINB,30876.0,23.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
Groza,,"İstanbul, İstanbul, Turkey",solo,Bursa,4vexLDbfehpgMFreLkeatb,1355.0,13.0,turkish hip hop,black metal,,turkish metal
Grup Munzur,,,solo,Bursa,7AiK7GBXYxTimmt545v3Zi,81246.0,42.0,arabesk,,,turkish folk
Grup Munzur,,,solo,Bursa,7AiK7GBXYxTimmt545v3Zi,81246.0,42.0,arabesk,,,turkish folk
Grup Ses,,"İstanbul, İstanbul, Turkey",solo,Bursa,4nm6o6rwq2nFht5aXrxSoM,8210.0,16.0,"turkish hip hop, anatolian rock, arabic hip hop",villancicos,,
Grup Yorum,,,solo,Bursa,4FjxqqOXKI1eGLrYn3GUq4,484943.0,32.0,"karadeniz folk, anatolian rock, arabesk","karadeniz folk, anatolian rock, arabesk","özgün, rock",turkish folk
Gökben,"İstanbul, İstanbul, Turkey",,solo,Bursa,5lGa3BMsmlltlhUu9t8cXx,32035.0,28.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
Gökben,"İstanbul, İstanbul, Turkey",,solo,Bursa,5lGa3BMsmlltlhUu9t8cXx,32035.0,28.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
Gökcan Sanlıman,"İstanbul, İstanbul, Turkey",,solo,Bursa,4mfWD6lKPM4mfVGcdb8Td4,4670.0,23.0,turkish pop,turkish pop,,
Gökcan Sanlıman,"İstanbul, İstanbul, Turkey",,solo,Bursa,4mfWD6lKPM4mfVGcdb8Td4,4670.0,23.0,turkish pop,turkish pop,,
Gökhan Abur,"Afyonkarahisar, Afyonkarahisar, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,35wJhFAxxLUV57Y1TqSYmm,4924.0,13.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Gökhan Semiz,"Istanbul, Turkey",,solo,Bursa,4uT8SgUJQp7cGjhvWskdqk,830.0,3.0,anatolian rock,anatolian rock,pop,
Gökhan Tepe,"Istanbul, Turkey",,solo,Bursa,6C2dcLMiM7ReleaXaiHsw5,289728.0,49.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
Gökhan Türkmen,"İstanbul, İstanbul, Turkey",,solo,Bursa,4uGB0nZ5d1iCXS3sHR3pzm,1552140.0,64.0,turkish pop,turkish pop,,turkish pop
Gökhan Özoğuz,,,solo,Bursa,3sv9sEJRa4sINAa33LUjdq,3562.0,28.0,arabesk,arabesk,rock,
Gökhan Özoğuz,,,solo,Bursa,3sv9sEJRa4sINAa33LUjdq,3562.0,28.0,arabesk,arabesk,rock,
Göksel,"İstanbul, İstanbul, Turkey",,solo,Bursa,4i4ALRtQQmFxn3BCIB6iC0,1826892.0,61.0,turkish pop,turkish pop,,turkish pop
Göksel,"İstanbul, İstanbul, Turkey",,solo,Bursa,4i4ALRtQQmFxn3BCIB6iC0,1826892.0,61.0,turkish pop,turkish pop,,turkish pop
Göksel,,"Balıkesir, Balıkesir, Turkey",solo,Bursa,4i4ALRtQQmFxn3BCIB6iC0,1826892.0,61.0,turkish pop,turkish pop,,turkish pop
Gökçe,"İstanbul, İstanbul, Turkey",,solo,Bursa,6EkoCL5oWSht8mekRNBWAn,213128.0,46.0,"turkish pop, t-pop","turkish pop, t-pop",,"turkish pop, turkish rock"
Gökçe Bahadır,"İstanbul, İstanbul, Turkey",,solo,Bursa,4sVqsqOYtQHfx8n72nC5qt,6988.0,30.0,turkish pop,turkish pop,,
Gökçen Kaynatan,,,solo,Bursa,3nnodwbgLf8YyqSk7bgkgF,4933.0,6.0,anatolian rock,anatolian rock,enstrümantal,turkish psych
Gökçen Kaynatan,"İstanbul, İstanbul, Turkey",,solo,Bursa,3nnodwbgLf8YyqSk7bgkgF,4933.0,6.0,anatolian rock,anatolian rock,enstrümantal,turkish psych
Gökçen Kaynatan,,,solo,Bursa,3nnodwbgLf8YyqSk7bgkgF,4933.0,6.0,anatolian rock,anatolian rock,enstrümantal,turkish psych
Gönül Akkor,"İstanbul, İstanbul, Turkey",,solo,Bursa,5UNzYWTYkESx4sHCbVJRvG,64126.0,31.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop",,
Gönül Akkor,"İstanbul, İstanbul, Turkey",,solo,Bursa,5UNzYWTYkESx4sHCbVJRvG,64126.0,31.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop",,
Gönül Turgut,"İstanbul, İstanbul, Turkey",,solo,Bursa,3E2lHRV6WfUemnxBu8C8Rw,15273.0,27.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","özgün, pop",
Görkem Karabudak,"Ordu, Ordu, Turkey","İstanbul, İstanbul, Turkey",solo,Bursa,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
Görkem Karabudak,,,solo,Bursa,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
Görkem Karabudak,,,solo,Bursa,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
