isim,dogum_yeri,aktif_sehir,tip,arama_sehri
Reha Erdir,,"Antalya, Antalya, Turkey",solo,Antalya
Sebastian,"Antalya, Antalya, Turkey",,grup,Antalya
Serenay Sarıkaya,"Antalya, Antalya, Turkey",,solo,Antalya
Sezen Cumhur Önal,"Akseki, Antalya, Turkey",,solo,Antalya
Uygur Vural,"Antalya, Antalya, Turkey","Berlin, Berlin, Germany",solo,Antalya
Vakit Varken,"Antalya, Antalya, Turkey",,grup,Antalya
Yağmur Sarıgül,"Antalya, Antalya, Turkey",,grup,Antalya
Yeis Sensura,"Aydın, Aydın, Turkey","Antalya, Antalya, Turkey",solo,Antalya
memzst,,"Antalya, Antalya, Turkey",solo,Antalya
Özlem Yıldız,"Antalya, Turkey",,solo,Antalya
Ümit İbrahim Kantarcılar,"Antalya, Antalya, Turkey",,solo,Antalya
İlkay Saran,"Antalya, Turkey",,solo,Antalya
İsa Yıldız,"Antalya, Turkey",,solo,Antalya
İsmail Karayün,,"Antalya, Antalya, Turkey",solo,Antalya
Şener Kökkaya,"Antalya, Antalya, Turkey",,solo,Antalya
Добрый свет[Dobry Svet],,"Antalya, Antalya, Turkey",grup,Antalya
Armando,"Artvin, Artvin, Turkey",,solo,Artvin
Bahar Şahin,"Artvin, Artvin, Turkey",,solo,Artvin
Bayar Şahin,"Artvin, Turkey",,solo,Artvin
Cengiz Kurtoğlu,"Artvin, Artvin, Turkey",,solo,Artvin
Esin Varan,"Artvin, Artvin, Turkey",,solo,Artvin
Fırat Doğu Parlak,"Artvin, Artvin, Turkey",,solo,Artvin
Kâzım Koyuncu,"Hopa, Artvin, Turkey",,solo,Artvin
Mete İnselel,"Hopa, Artvin, Turkey",,solo,Artvin
Mustafa Topaloğlu,"Hopa, Artvin, Turkey",,solo,Artvin
Resul Dindar,"Hopa, Artvin, Turkey",,solo,Artvin
Selim Güneş,"Artvin, Artvin, Turkey",,solo,Artvin
Serkan Acar,"Ardanuç, Artvin, Turkey",,solo,Artvin
Sevtap Özaltun,"Artvin, Artvin, Turkey",,solo,Artvin
Soner Alper,"Hopa, Artvin, Turkey",,solo,Artvin
Tülin Özen,"Artvin, Turkey",,solo,Artvin
Vio,"Artvin, Artvin, Turkey",,solo,Artvin
Özcan Alper,"Hopa, Artvin, Turkey",,solo,Artvin
Öztürk Serengil,"Hopa, Artvin, Turkey",,solo,Artvin
İlhan Baran,"Artvin, Artvin, Turkey",,solo,Artvin
Afi Ares,,"Aydın, Aydın, Turkey",solo,Aydın
Aras Demiray,"Aydın, Aydın, Turkey",,solo,Aydın
Asiye Dinçsoy,"Aydın, Aydın, Turkey",,solo,Aydın
Ayçıl Yeltan,"Nazilli, Aydın, Turkey",,solo,Aydın
Carnage,"Aydın, Aydın, Turkey",,solo,Aydın
Dario Moreno,"Germencik, Aydın, Turkey",,solo,Aydın
Deniz Aydenk,"Aydın, Aydın, Turkey",,solo,Aydın
Eray Eğilmez,"Aydın, Aydın, Turkey",,solo,Aydın
Fatma Turgut,"Aydın, Aydın, Turkey",,solo,Aydın
Gizem Sevim,"Aydın, Aydın, Turkey",,solo,Aydın
Gökhan Kırdar,"Aydın, Aydın, Turkey",,solo,Aydın
Görkem Yeltan,"Nazilli, Aydın, Turkey",,solo,Aydın
Hülya Böcekli,"Aydın, Aydın, Turkey",,solo,Aydın
Jack Mayesh,"Kuşadası, Aydin, Turkey",,solo,Aydın
Maffy Falay,"Kuşadası, Aydın, Turkey",,solo,Aydın
Mami,"Çine, Aydın, Turkey",,solo,Aydın
Meriç Demiray,"Aydın, Aydın, Turkey",,solo,Aydın
Mesut Engin,"Söke, Aydın, Turkey",,solo,Aydın
Murat Akovalıgil,"Aydın, Aydın, Turkey",,solo,Aydın
Mustafa Şevki Doğan,"Söke, Aydın, Turkey",,solo,Aydın
Ogan Aydin,"Kuşadası, Turkey",,solo,Aydın
Ozan Ünlü,"Söke, Aydın, Turkey",,solo,Aydın
Sehabe,"Aydın, Aydın, Turkey",,solo,Aydın
Sorrowful Tears,"Aydın, Aydın, Turkey",,grup,Aydın
Stabil,"Aydın, Aydın, Turkey",,solo,Aydın
Veysel Diker,"Aydın, Aydın, Turkey",,solo,Aydın
Yunus Nihat Özcan,"Aydın, Aydın, Turkey",,solo,Aydın
Yusi,"Aydın, Aydın, Turkey",,solo,Aydın
Özgül Kavruk,"Söke, Aydın, Turkey",,solo,Aydın
Şükran Güngör,"Aydın, Aydın, Turkey",,solo,Aydın
Μίνως Αργυράκης[Minos Argyrakis],"Aydın, Aydın, Turkey",,solo,Aydın
Μιχάλης Σουγιούλ[Mihalis Souyioul],"Aydin, Aydin, Turkey",,solo,Aydın
Ahmet Açan,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Barış Falay,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Berna Keser,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Devrim Nas,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Dilek Türkan,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Duru Kurt,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Duygu Paracıkoğlu,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Egemen Kaya,"Balıkesir, Balıkesir, Turkey","Stuttgart, Baden-Württemberg, Germany",solo,Balıkesir
Fikret Hakan,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Göksel,,"Balıkesir, Balıkesir, Turkey",solo,Balıkesir
Hale Akınlı,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Hamiyet,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Handan Adalı,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Hande Erçel,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Hasan Küçükçetin,"Burhaniye, Balıkesir, Turkey",,solo,Balıkesir
Hayri Esen,"Balıkesir, Turkey",,solo,Balıkesir
Hülya Avşar,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Hüseyin Ertunç,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Hüseyin Kuzu,"Balıkesir, Turkey",,solo,Balıkesir
Kaya Ererez,"Ayvalık, Balıkesir, Turkey",,solo,Balıkesir
Kayahan Arıkan,"Burhaniye, Balıkesir, Turkey",,solo,Balıkesir
Kemal Uzun,"Gönen, Balıkesir, Turkey",,solo,Balıkesir
Kudret Karadağ,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Merve Çağıran,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Murat Özen,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Necdet Tosun,"Burhaniye, Balıkesir, Turkey",,solo,Balıkesir
Nesrin Körükçü,"Balıkesir, Turkey",,solo,Balıkesir
Osman Taşçı,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Pınar Ordu,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Reha Yurdakul,"Burhaniye, Turkey",,solo,Balıkesir
Sadiztik:Injektion,"Balıkesir, Balıkesir, Turkey",,grup,Balıkesir
Salih Tozan,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Savaş İlhan,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Selahattin Altınbaş,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Sencar Sağdıç,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Serdar Ateşer,"İstanbul, İstanbul, Turkey","Ayvalık, Balıkesir, Turkey",solo,Balıkesir
Sevda Ferdağ,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Sevgi Can,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Soysal Demir,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Süha Arın,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Süheyl Eğriboz,"Gönen, Balıkesir, Turkey",,solo,Balıkesir
Tamer Yiğit,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Turgut İnangiray,"Ayvalık, Balıkesir, Turkey",,solo,Balıkesir
Tuğçe Kazaz,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Zerrin Tekindor,"Burhaniye, Balıkesir, Turkey",,solo,Balıkesir
Zeynep Dadak,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Çağatay Akyol,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Ömer Seyfettin,"Gönen, Balıkesir, Turkey",,solo,Balıkesir
İlker Ayrık,"Balıkesir, Balıkesir, Turkey",,solo,Balıkesir
Şanar Yurdatapan,"Susurluk, Balıkesir, Turkey",,solo,Balıkesir
Şevket Altuğ,"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Şükrü Tunar,"Edremit, Balıkesir, Turkey",,solo,Balıkesir
Αχιλλέας Πούλος[Achilleas Poulos],"Bandırma, Balıkesir, Turkey",,solo,Balıkesir
Ηλίας Βενέζης,"Ayvalık, Balıkesir, Turkey",,solo,Balıkesir
Μερόπη Ροζάν,"Ayvalık, Balıkesir, Turkey",,solo,Balıkesir
Στράτος Παγιουμτζής[Stratos Pagioumtzis],"Ayvalık, Balıkesir, Turkey",,solo,Balıkesir
Елена Гулина[Elena Gulina],"Kocagöl, Balıkesir, Turkey","Novokumskiy, Stavropol Krai, Russian Federation",solo,Balıkesir
Семён Милушкин[Semyon Milushkin],"Kocagöl, Balıkesir, Turkey",,solo,Balıkesir
Akın Aral,"Bozüyük, Bilecik, Turkey",,solo,Bilecik
Burak Şahin,"Bilecik, Bilecik, Turkey",,solo,Bilecik
Muammer Özer,"Bilecik, Bilecik, Turkey",,solo,Bilecik
Suavi Eren,"Bilecik, Turkey",,solo,Bilecik
Tuncel Kurtiz,"Bilecik, Turkey",,solo,Bilecik
Zeki Adsız,"Bilecik, Bilecik, Turkey",,solo,Bilecik
Ali Doğan Gönültaş,"Kiğı, Bingöl, Turkey",,solo,Bingöl
Halit Ruhat Yildiz,"Bingöl, Bingöl, Turkey",,solo,Bingöl
Hüseyin Korkankorkmaz,"Bingöl, Bingöl, Turkey",,solo,Bingöl
Nail Yurtsever,"Bingöl, Bingöl, Turkey",,solo,Bingöl
Reha Özcan,"Bingöl, Turkey",,solo,Bingöl
Veda Yurtsever İpek,"Bingöl, Bingöl, Turkey",,solo,Bingöl
Gazin,"Tatvan, Bitlis, Turkey",,solo,Bitlis
Halil Babür,"Bitlis, Bitlis, Turkey",,solo,Bitlis
Hozan Hogir,"Tatvan, Bitlis, Turkey",,solo,Bitlis
Kenan Kavut,"Bitlis, Bitlis, Turkey",,solo,Bitlis
Onur Akın,"Ahlat, Bitlis, Turkey",,solo,Bitlis
Özgün Çoban,"Bitlis, Bitlis, Turkey",,solo,Bitlis
Şenay Aydın,"Bitlis, Turkey",,solo,Bitlis
Մկրտիչ Նաղաշ[Mkrtich Naghash],"Değirmenaltı, Bitlis, Turkey",,solo,Bitlis
Beyaz,"Bolu, Bolu, Turkey",,solo,Bolu
Kamil Çetin,"Bolu, Bolu, Turkey",,solo,Bolu
Sarp Can Köroğlu,"Bolu, Bolu, Turkey",,solo,Bolu
Serdar Gökhan,"Mudurnu, Bolu, Turkey",,solo,Bolu
Utku Ünal,"Bolu, Bolu, Turkey",,solo,Bolu
Ahmet Yamacı,"Tefenni, Burdur, Turkey",,solo,Burdur
Fakir Baykurt,"Akçaköy, Burdur, Turkey",,solo,Burdur
Gökhan Atılmış,"Tefenni, Burdur, Turkey",,solo,Burdur
Hamit Çine,"Burdur, Burdur, Turkey",,solo,Burdur
Mehmet Koparan,"Burdur, Burdur, Turkey",,solo,Burdur
Osman Sınav,"Yeşilova, Burdur, Turkey",,solo,Burdur
Perzingo,,"Burdur, Burdur, Turkey",solo,Burdur
Taner Barlas,"Burdur, Turkey",,solo,Burdur
Abdullah Şahin,"Bursa, Bursa, Turkey",,solo,Bursa
Aborda,"Bursa, Turkey",,grup,Bursa
Adnan Şenses,"Bursa, Bursa, Turkey",,solo,Bursa
Ahmet Küçükkayalı,"Bursa, Turkey",,solo,Bursa
Ali Bakgor,,"Bursa, Bursa, Turkey",solo,Bursa
Ali Ertem,"Bursa, Bursa, Turkey",,solo,Bursa
Ali Uyandıran,"Bursa, Bursa, Turkey",,solo,Bursa
Alper Narman,"Bursa, Bursa, Turkey",,solo,Bursa
Anal Extreme,"Bursa, Bursa, Turkey",,solo,Bursa
Arya Su Gülenç,"Bursa, Bursa, Turkey",,solo,Bursa
Assassination,"Bursa, Bursa, Turkey",,grup,Bursa
Aydan Burhan,"Bursa, Turkey",,solo,Bursa
Aytaç Doğan,"Bursa, Bursa, Turkey",,solo,Bursa
B3rb,,"Bursa, Bursa, Turkey",solo,Bursa
Barbaros Erköse,"Bursa, Turkey",,solo,Bursa
Barikat,"Bursa, Bursa, Turkey",,grup,Bursa
Behzat Butak,"Bursa, Bursa, Turkey",,solo,Bursa
Bensu Soral,"Bursa, Bursa, Turkey",,solo,Bursa
Bilal Çatalçekiç,"Bursa, Bursa, Turkey",,solo,Bursa
Bora Tekay,"Bursa, Turkey",,solo,Bursa
Burak Satıbol,"Bursa, Bursa, Turkey",,solo,Bursa
Burcu Kara,"Bursa, Turkey",,solo,Bursa
Bursa Devlet Klasik Türk Müziği Korosu,"Bursa, Bursa, Turkey",,solo,Bursa
Burçin Abdullah,"Bursa, Bursa, Turkey",,solo,Bursa
Burçu Uyar,"İnegöl, Bursa, Turkey",,solo,Bursa
Bülent İşbilen,"Bursa, Bursa, Turkey",,solo,Bursa
Cadaverous,"Bursa, Bursa, Turkey",,grup,Bursa
Cahit Kaşıkçılar,"Bursa, Bursa, Turkey",,solo,Bursa
Canfeza,"Bursa, Bursa, Turkey",,solo,Bursa
Cansu Türedi,"Bursa, Bursa, Turkey",,solo,Bursa
Catacombed,"Bursa, Bursa, Turkey",,grup,Bursa
Ceyda Düvenci,"Bursa, Turkey",,solo,Bursa
Cüneyt Arda Pamuk,"Bursa, Turkey",,solo,Bursa
Death Project,"Bursa, Bursa, Turkey",,grup,Bursa
Deli,"Bursa, Bursa, Turkey",,grup,Bursa
Demir Arslan,,"Bursa, Bursa, Turkey",solo,Bursa
Edna,"Bursa, Turkey",,grup,Bursa
Efe Hızır,"Bursa, Bursa, Turkey",,solo,Bursa
Ege Tanman,"Bursa, Turkey",,solo,Bursa
Ela Yörüklü,"Bursa, Bursa, Turkey",,solo,Bursa
Emre Yalgın,"Bursa, Bursa, Turkey",,solo,Bursa
Erdal Özyağcılar,"Bursa, Turkey",,solo,Bursa
Ergin Altınel,"Ordu, Turkey","Bursa, Turkey",solo,Bursa
Erkan Can,"Bursa, Turkey",,solo,Bursa
Erkan Kolçak Köstendil,"Bursa, Bursa, Turkey",,solo,Bursa
Ertem Göreç,"Bursa, Bursa, Turkey",,solo,Bursa
Eser Yenenler,"Bursa, Turkey",,solo,Bursa
Extravasation,"Bursa, Bursa, Turkey",,grup,Bursa
Fatih Altınöz,"İnegöl, Bursa, Turkey",,solo,Bursa
Fatih Tuğcu,,"Bursa, Bursa, Turkey",solo,Bursa
Feri,"Bursa, Bursa, Turkey","Bern, Bern, Switzerland",solo,Bursa
Fettah Can,"Karacabey, Bursa, Turkey",,solo,Bursa
Gonca Vuslateri,"Bursa, Bursa, Turkey",,solo,Bursa
Gülçin Tunçok,"Bursa, Bursa, Turkey",,solo,Bursa
Gülşen Güner,"Bursa, Bursa, Turkey",,solo,Bursa
Güzin Değişmez,"Bursa, Bursa, Turkey",,solo,Bursa
Güzin Özyağcılar,"Bursa, Bursa, Turkey",,solo,Bursa
Halil Ergün,"Bursa, Turkey",,solo,Bursa
Hamdi Döker,"Bursa, Bursa, Turkey",,solo,Bursa
Hande Ataizi,"Bursa, Turkey",,solo,Bursa
Hande Soral,"İnegöl, Bursa, Turkey",,solo,Bursa
Hedef 12,"Gemlik, Bursa, Turkey",,grup,Bursa
Hüseyin Kutman,"Bursa, Turkey",,solo,Bursa
In Hoodies,"Bursa, Bursa, Turkey",,solo,Bursa
Işığın Yansıması,"Bursa, Bursa, Turkey",,grup,Bursa
Jean Jansem,"Bursa, Bursa, Turkey",,solo,Bursa
King White,"Bursa, Bursa, Turkey",,grup,Bursa
Kutsal,"Bursa, Bursa, Turkey","Los Angeles, CA, United States",solo,Bursa
Levent Demirci,"Bursa, Bursa, Turkey",,solo,Bursa
Mahinur Ergun,"Bursa, Bursa, Turkey",,solo,Bursa
Mahmut Cevher,"Gemlik, Bursa, Turkey",,solo,Bursa
Mahmut Orhan,"Bursa, Bursa, Turkey",,solo,Bursa
Mehmet Emin Ay,"Van, Van, Turkey","Bursa, Bursa, Turkey",solo,Bursa
Meral Çetinkaya,"Bursa, Bursa, Turkey",,solo,Bursa
Mercan Dede,"Bursa, Bursa, Turkey",,solo,Bursa
Mesut Süre,"Bursa, Bursa, Turkey",,solo,Bursa
Metaroth,"Bursa, Bursa, Turkey","San Diego, CA, United States",grup,Bursa
Metin Akdülger,"Bursa, Bursa, Turkey",,solo,Bursa
Mevlüt Can Kaplan,,"Bursa, Bursa, Turkey",solo,Bursa
Muazzez İlmiye Çığ,"Bursa, Bursa, Turkey",,solo,Bursa
Murat Akkoyunlu,"Bursa, Bursa, Turkey",,solo,Bursa
Murat Deniz,"Bursa, Bursa, Turkey",,solo,Bursa
Mustafa Beytekin,,"Bursa, Bursa, Turkey",solo,Bursa
Müzeyyen Senar,"Gököz, Bursa, Turkey",,solo,Bursa
Naskas,"Bursa, Bursa, Turkey",,solo,Bursa
Necati Bilgiç,"Bursa, Turkey",,solo,Bursa
Nejat Dimili,"Bursa, Bursa, Turkey",,solo,Bursa
Nezih Uzel,"Mudanya, Bursa, Turkey",,solo,Bursa
Nezih Yeşilnil,"Bursa, Bursa, Turkey",,solo,Bursa
Nilay Olcay,"Bursa, Bursa, Turkey",,solo,Bursa
Nur Erkul,"Bursa, Bursa, Turkey",,solo,Bursa
Nur Sürer,"Bursa, Turkey",,solo,Bursa
Olgun Şimşek,"Büyükorhan, Bursa, Turkey",,solo,Bursa
Orhan Aksoy,"Bursa, Turkey",,solo,Bursa
Orhan Eşkin,"Bursa, Bursa, Turkey",,solo,Bursa
Orhan Kapkı,"Bursa, Turkey",,solo,Bursa
Ozan Güçlü,"Bursa, Bursa, Turkey",,solo,Bursa
Pelin Karamehmetoğlu,"Bursa, Bursa, Turkey",,solo,Bursa
Pelin Özer,"Bursa, Bursa, Turkey",,solo,Bursa
Pervin Par,"Bursa, Bursa, Turkey",,solo,Bursa
Prospect of Immortality,"Bursa, Bursa, Turkey",,grup,Bursa
Reckol,"Bursa, Turkey",,solo,Bursa
Reşat Özpirinçci,"Bursa, Bursa, Turkey",,solo,Bursa
RiseXone,,"Bursa, Bursa, Turkey",solo,Bursa
Sakatat,"Bursa, Bursa, Turkey",,grup,Bursa
Semra Özdamar,"Bursa, Turkey",,solo,Bursa
Serkan Alkan,"Bursa, Bursa, Turkey",,solo,Bursa
Serkan Kuru,"Bursa, Bursa, Turkey",,solo,Bursa
Sezer Uysal,,"Bursa, Bursa, Turkey",solo,Bursa
Seçkin Türk,"Bursa, Bursa, Turkey",,solo,Bursa
She Past Away,"Bursa, Bursa, Turkey","Athens, Attica, Greece",grup,Bursa
Soeth,,"Bursa, Bursa, Turkey",solo,Bursa
Suat Oktay Şenocak,"Bursa, Turkey",,solo,Bursa
Suzan Avcı,"Bursa, Bursa, Turkey",,solo,Bursa
Süleyman Atanısev,"Bursa, Bursa, Turkey",,solo,Bursa
Taner,"Gemlik, Bursa, Turkey",,solo,Bursa
Tarık Tarcan,"Bursa, Bursa, Turkey",,solo,Bursa
Tears of Beggar,"Bursa, Bursa, Turkey",,grup,Bursa
Ufuk Şen,"Bursa, Bursa, Turkey",,solo,Bursa
Umut Temizaş,"Bursa, Bursa, Turkey",,solo,Bursa
Vildan Atasever,"Bursa, Turkey",,solo,Bursa
Volkan Caner,"Bursa, Bursa, Turkey",,solo,Bursa
Volkan Erman,"Bursa, Bursa, Turkey",,solo,Bursa
Witness,"Bursa, Bursa, Turkey",,grup,Bursa
Yıldırım Gürses,"Bursa, Turkey",,solo,Bursa
Zafer Altun,"Bursa, Bursa, Turkey",,solo,Bursa
Zafer Kaya,"Bursa, Bursa, Turkey",,solo,Bursa
Zeki Müren,"Bursa, Bursa, Turkey",,solo,Bursa
Zeynep Gülmez,"Bursa, Bursa, Turkey",,solo,Bursa
bok,"Bursa, Bursa, Turkey",,solo,Bursa
İlhan İrem,"Bursa, Bursa, Turkey",,solo,Bursa
İmge Tilif,"Bursa, Bursa, Turkey",,solo,Bursa
İpek Erdem,"Bursa, Bursa, Turkey",,solo,Bursa
İrem Aydın,"Bursa, Bursa, Turkey",,solo,Bursa
Şakir Öner Günhan,"Mudanya, Bursa, Turkey",,solo,Bursa
Şerif Sezer,"Bursa, Mudanya, Turkey",,solo,Bursa
Γιάννης Παπαϊωάννου[Yiannis Papaioannou],"Gemlik, Bursa, Turkey",,solo,Bursa
Μαρίκα Καναροπούλου[Marika Kanaropoulou],"Bursa, Bursa, Turkey",,solo,Bursa
Arif Sami Toker,"Gelibolu, Çanakkale, Turkey",,solo,Çanakkale
Aslıhan Gürbüz,"Çanakkale, Turkey",,solo,Çanakkale
Barış Çakmak,"Gelibolu, Çanakkale, Turkey",,solo,Çanakkale
Batı Yakası,"Çanakkale, Turkey",,grup,Çanakkale
Beyti Engin,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Bâki Kemancı,"Biga, Çanakkale, Turkey",,solo,Çanakkale
Ceyda Karahan,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Doğan Ergin,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Ekin Beril,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Eriş Akman,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Ferda Anıl Yarkın,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Halim Kurtoğlu,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Hasan Yarımdünia,"Gelibolu, Çanakkale, Turkey",,solo,Çanakkale
Hilal Çelenk,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Kreş,"Çanakkale, Çanakkale, Turkey",,grup,Çanakkale
Mehmet Emin Ceylan,"Yenice, Çanakkale, Turkey",,solo,Çanakkale
Mehmet Emin Toprak,"Yenice, Çanakkale, Turkey",,solo,Çanakkale
Meraj,,"Çanakkale, Çanakkale, Turkey",solo,Çanakkale
Metin Erksan,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Mualla Mukadder Atakan,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Muharrem Türkseven,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Mustafa Sayan,"Çanakkale, Turkey",,solo,Çanakkale
Məmməd İsmayıl,,"Çanakkale, Çanakkale, Turkey",solo,Çanakkale
Suna Keskin,"Biga, Çanakkale, Turkey",,solo,Çanakkale
Tamay Kılıç,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Teoman Alpay,"Çanakkale, Çanakkale, Turkey",,solo,Çanakkale
Uluç Bayraktar,"Gelibolu, Çanakkale, Turkey",,solo,Çanakkale
Βασίλης Γεωργιάδης[Vasilis Georgiadis],"Çanakkale, Turkey",,solo,Çanakkale
Χαράλαμπος Βασιλειάδης[Kharalambos Vassiliades],"Erenköy, Çanakkale, Turkey",,solo,Çanakkale
Ankaralı Namık,"Kurşunlu, Çankırı, Turkey",,solo,Çankırı
Can Başer,"Çankırı, Çankırı, Turkey","Nicosia, Nicosia, Cyprus",solo,Çankırı
Elvin Beşikçioğlu,"Çankırı, Turkey",,solo,Çankırı
Eren Tozoğlu,,"Çankırı, Çankırı, Turkey",solo,Çankırı
Irmak Arıcı,"Çankırı, Çankırı, Turkey",,solo,Çankırı
Sühan Baydar,"Çankırı, Çankırı, Turkey",,solo,Çankırı
Tevfik Başer,"Çankırı, Turkey",,solo,Çankırı
İsmail Filiz,"Çankırı, Çankırı, Turkey",,solo,Çankırı
Ali Demirel,"Çorum, Çorum, Turkey",,solo,Çorum
Alice Sapritch,"Ortaköy, Çorum, Turkey",,solo,Çorum
Aşık Gülabi,"Sungurlu, Çorum, Turkey",,solo,Çorum
Erkan Çıplak,"Çorum, Çorum, Turkey",,solo,Çorum
Halim Çetin,"Çorum, Çorum, Turkey",,solo,Çorum
Mehmet Erbulan,"Çorum, Çorum, Turkey",,solo,Çorum
Nesimi Yetik,"Çorum, Çorum, Turkey",,solo,Çorum
Sabite Tur Gülerman,"Kargı, Çorum, Turkey",,solo,Çorum
Soner Yalçın,"Çorum, Çorum, Turkey",,solo,Çorum
Zafer Önen,"Çorum, Çorum, Turkey",,solo,Çorum
İhsan Bilsev,"Çorum, Turkey",,solo,Çorum
258 Noise,"Denizli, Denizli, Turkey",,grup,Denizli
Aysel Gürel,"Sarayköy, Denizli, Turkey",,solo,Denizli
Baki Çallıoğlu,"Denizli, Denizli, Turkey",,solo,Denizli
Batur Emin Akyel,"Denizli, Denizli, Turkey",,solo,Denizli
Bulut Aras,"Denizli, Denizli, Turkey",,solo,Denizli
Deniz Barut,"Denizli, Denizli, Turkey",,solo,Denizli
Duygu Çetinkaya,"Denizli, Denizli, Turkey",,solo,Denizli
Eisreflektionen,,"Denizli, Denizli, Turkey",solo,Denizli
Ekin Koca,"Denizli, Denizli, Turkey","Paris, Île-de-France, France",solo,Denizli
Emin Gürsoy,"Denizli, Turkey",,solo,Denizli
Erdoğan Tokatlı,"Denizli, Turkey",,solo,Denizli
Haşmet Topaloğlu,"Denizli, Denizli, Turkey",,solo,Denizli
Kenan Evci,,"Pamukkale, Denizli, Turkey",solo,Denizli
Kerem Yılmazer,"Denizli, Turkey",,solo,Denizli
MRF,"Denizli, Denizli, Turkey",,solo,Denizli
Mehmet Uyar,"Çivril, Denizli, Turkey",,solo,Denizli
Murat Ergür,"Denizli, Denizli, Turkey",,solo,Denizli
Nevzat Atlığ,"Sarayköy, Denizli, Turkey",,solo,Denizli
Pembe Mutlu,"Denizli, Turkey",,solo,Denizli
Pınar Yoldaş,"Denizli, Denizli, Turkey","San Diego, CA, United States",solo,Denizli
Ruby,"Denizli, Denizli, Turkey",,solo,Denizli
Settar Tanrıöğen,"Denizli, Turkey",,solo,Denizli
StreetMelodeez,"Denizli, Denizli, Turkey",,grup,Denizli
Suat Sungur,"Denizli, Denizli, Turkey",,solo,Denizli
Sıla,"Acıpayam, Denizli, Turkey",,solo,Denizli
Talip Özkan,"Acıpayam, Denizli, Turkey",,solo,Denizli
Tekin Akmansoy,"Sarayköy, Denizli, Turkey",,solo,Denizli
Tolga Han Kaya,,"Denizli, Denizli, Turkey",solo,Denizli
Tuba Ünsal,"Denizli, Turkey",,solo,Denizli
Ulaş Kurtuluş Ünlü,"Acıpayam, Denizli, Turkey",,solo,Denizli
Uğur Tekin,"Denizli, Denizli, Turkey",,solo,Denizli
Ahmed Arif,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Ali Kemal Çınar,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Ayşe Şan,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Aşık İhsani,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Bedri Ayseli,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Berfi Dicle Öğüt,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
Bero Bass,"Diyarbakır, Diyarbakır, Turkey","Köln, Nordrhein-Westfalen, Germany",solo,Diyarbakır
Beytocan,"Diyarbakır, Diyarbakır, Turkey",,solo,Diyarbakır
