isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir,MusicBrainz_ID,wikidata_id,muzik_turu (Wikidata),Popularity,foto_url
Mehmet Erhan Tanman,Mehmet Erhan Tanman,3VOfA4gJ4jFyI5L5UG0R6A,17.0,,,,,erkek,İstanbul,,Q16232963,çağdaş klasik müzik,0.0,
Alperen Yıldırım,Alperen Yıldırım,5qIcR93J34jrG013OFgfNi,17.0,,,,Person,erkek,İstanbul,fe269c09-bc72-47c4-80e8-9cce62370ccd,Q90137977,,0.0,https://i.scdn.co/image/ab67616d0000b273d95bd059059c4f7bcf536799
Bülent Kullukçu,Bülent Kullukcu,5qg7mcsN1lTtjCd3V4SdB7,17.0,,,,,erkek,Markt Indersdorf,,Q1020684,,1.0,https://i.scdn.co/image/ab67616d0000b2733696b4bda55d3fe4ec51752f
Doruk Onatkut,Doruk Onatkut,09zrxsP0iyc4pnddT3XvaH,17.0,Turkish Rock,,anatolian rock,Person,,,17f5169c-b0de-4bac-a33c-f7ed1c2a1c73,,,0.0,https://i.scdn.co/image/ab67616d0000b273030e3b7db46d275530a72915
Hermesex,Hermesex,63K3tFHTiBhdhJnnf6drVE,17.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb411b7f52c0fff88d5ccafaa0
Antalya State Symphony Orchestra,Antalya State Symphony Orchestra,2NtiW6kc6MMnwq5JYo2Bjh,17.0,Turkish Sanat & Klasik,turkish classical performance,contemporary classical,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebc48d4bbce64de08f6fddaaf1
Sis Beşlisi,Sis Beşlisi,4D36M7eFihTCth1nY96lbi,16.0,Turkish Rock,,anatolian rock,Group,,,7dd817d1-bc4d-4034-b322-1d19fed7f57c,,,0.0,
Isaac Algazi,Isaac Algazi,7lNlsefHkadzzP4aPglatp,16.0,,,,Person,,,27c607da-eed0-4add-ae39-bfb36ae58db4,,,0.0,https://i.scdn.co/image/ab67616d0000b2735690b5bbe9651bada06f4b8d
Leman Ekrem Hanım,Leman Ekrem Hanım,2JSDnbgIvsYD1q7EY2fpwP,16.0,,,,Person,,,0ef48896-f5b7-48b1-a723-f33f0247bfca,,,0.0,
Ümit Özdizlekli,Ümit Özdizlekli,4NOCxys3NHhGFj5LeGDXzX,16.0,Turkish Folk,bozlak,,,,,,,,,https://i.scdn.co/image/ab67616d0000b2732c297c562f5ba33741ad257e
Mızıkay-ı Hümayun Orkestrası,Mizikay-i Hümayun Orkestrasi,0kYBotLeQoQPWTalNuaL6o,16.0,,,,Group,,,8ac384f2-d5b6-4ed5-a054-37589641a14b,,,0.0,https://i.scdn.co/image/ab67616d0000b273e7b0bc16c747aa67651c2a75
Timur Selçuk Orkestrası,Timur Selçuk Orkestrası,3MKzz2RmPSeAYnDqs0RNTZ,16.0,,,,Orchestra,,,d895549f-eb0d-4f84-a189-9c2abb9adc23,,,3.0,https://i.scdn.co/image/ab67616d0000b273e70a1892b1d2dd276582aa54
Serhat Ersöz,,21tCPdmNKD7XD1jyxfOJdD,16.0,,,,Person,erkek,,4ebdc514-47e7-4323-9426-8d8450ccabca,Q47006533,,0.0,
Ömer Akyol,Ömer Akyol,4ETLWLF4U9dhna96KwyRw6,16.0,,,,Person,,,1fede06c-19d5-464c-a06b-0ee165eb1b0d,,,0.0,
Berat İşçioğlu,Berat İşçioğlu,0wpw7jxTDJdO3l37D3eJZm,16.0,,,,Person,,,75d1eed7-a615-4f5b-90cd-33ea6f279225,,,0.0,
Kıvanch K,Kıvanch K,3orkVRnheAF8ce6zMUzQrE,16.0,,,,Person,,,390bc438-771c-4ba0-8a50-fde60a29a3d1,,,0.0,
Semra Atılay,Semra Atılay,3V71eCSfwkvvubJi2afDxs,16.0,,,,,kadın,,,Q137549632,,0.0,https://i.scdn.co/image/ab67616d0000b273b3c502df4d3d15b709559b80
Behsat Üvez,Behsat Uvez,5gSMh0CHrVnd1zufIR3eGt,16.0,,,,Person,,,6ea05176-e2ea-48f5-8906-1439330036e6,,,0.0,
Aydın Işık,Aydın Işık,1GxKrmdpREA6wbKaciWTNc,16.0,,,,,erkek,Hattingen,,Q47006578,,0.0,
Onur Ünlü,Onur Ünlü,7bxRGEXecNnOq6D0G5poBc,16.0,,,,Person,erkek,İzmit,a1a91da1-525a-44a3-9287-8ebe52987bf7,Q6090129,,12.0,https://i.scdn.co/image/ab6761610000e5eb5fedb433366e7e4140a77089
Murat Özer,Murat Özer,4RYw0VPwnFBdNrRhLjn9Cv,16.0,,,,Person,,,c0bd044b-4e49-471f-9d49-df5314937c72,,,0.0,https://i.scdn.co/image/ab6761610000e5ebed944e64feb889fcc096f7d5
Fersah,Ferşah,4DdUTbgskO4NB5vHo3hWVA,16.0,Turkish Hip Hop & Trap,,turkish hip hop,Bilinmiyor,,,2ae49b12-ffff-439a-abf7-d42b01f94e97,,,0.0,https://i.scdn.co/image/ab6761610000e5ebec370a751ec5888972827e25
Haldun Dormen,Haldun Dormen,4EQZZn3EWJ7xckaUIFDs97,16.0,,,,,erkek,Mersin,,Q5641329,,0.0,
Serhat Teoman,Serhat Teoman,17Q65lc5hrrPLMrEZfT6Pp,16.0,,,,,erkek,İzmir,,Q20476718,,0.0,
Strung,Strung,2zW6s0u0WBwLNQrbrzzrvI,15.0,Turkish Metal & Hardcore,turkish black metal,,solo,,Ankara,,,,,https://i.scdn.co/image/ab6761610000e5ebcf39faf2e3e371565146ee7d
Ebru Okay,Ebru Okay,2cZ8vWZIBDNCgn1vtMxS08,15.0,,,,Person,,,46faebc0-7d18-4b37-8816-9fbf9212144f,,,0.0,
Cenan Akın,Cenan Akın,7K7KoLExrX3jdRarL8xTd9,15.0,,,,,erkek,Şebinkarahisar,,Q94506,,0.0,
Cansu Sanlidag,Cansu Sanlidag,7g0ooPULRwFB0bzcTtQf7o,15.0,,,,Person,,,220c66a6-0838-4d78-a5ff-419b99aedd91,,,0.0,https://i.scdn.co/image/ab6761610000e5eb12fb546a1aed928ae8032602
Turhan Öge,Turhan Öge,1jhJPwcOuvGyUNlLGCojQP,15.0,,,,Person,,,57ec4576-e8e7-4f47-bb7e-81945c106b56,,,0.0,
Ömer Ahunbay,Ömer Ahunbay,2HYPZTbejeHwSS5gsMJSxk,15.0,,,,Person,,,076a5bde-bc1d-4eb6-835f-838a069a276d,,,0.0,
Hamdi Özbay,Hamdi Özbay,6XZI2l93WRrvay4NouRzYB,15.0,,,,,erkek,Q207998,,Q116615998,,0.0,
Osman Kaytazoğlu,Osman Kaytazoglu,1u7ozvLVJEdrvnfgR1tK1c,15.0,Turkish Electronic,,"electroacoustic, experimental, avant-garde",Person,,,722629cd-34cb-4abf-aae4-fda9c7d487fd,,,0.0,
Şebnem Oral,Sebnem Oral,4RMgzwwxKQ2vCFTqtQ74mm,15.0,,,,Person,,,738bdcca-a116-49aa-bba4-8a0b32deb5bd,,,0.0,https://i.scdn.co/image/ab67616d0000b2730434957c2efc35defc856820
Kerem Temizyürek,Kerem Temizyürek,2R86I9kfEQXB5JSLNBjJMB,15.0,,,,,erkek,Malatya,,Q121559110,,0.0,https://i.scdn.co/image/ab67616d0000b2738e6cb6b7de59711aff85aa62
Italo Selvelli,Italo Selvelli,2wYqI8149wpO9sk6wKfXpc,15.0,,,,Person,,,8f1cdaf8-a380-4691-8a0d-72252169b99c,,,2.0,
Anıl Filizkıran,Anıl Filizkıran,2x0Izg6C74mc0onqcFjQtX,15.0,,,,Person,,,a3685e46-1bd8-43a4-8a09-4b39146c5ba8,,,0.0,https://i.scdn.co/image/ab6761610000e5eb2359d780dc95860879f80356
Cem Özdemir,Cem Özdemir,6gxhdWPTEYg9u6dBbZ19rg,15.0,,,,Person,,,7a4f25d4-db6d-4920-824d-e782f9770ee9,,,0.0,https://i.scdn.co/image/ab67616d0000b2735d8efbfb194da01d2e31d5a9
Rıfat Bey,Rifat Bey,63qG9r9PCCMZGE52LK9EQq,15.0,,,,Person,,,9954d881-1c6b-4de6-8bbb-5ea04ead5d99,,,0.0,
Gözen Vural,Gözen Vural,0jitwx7AcvQQ54brrqiElx,15.0,,,,Person,,,4640f33c-873f-429e-ba46-4520b26dd537,,,1.0,https://i.scdn.co/image/ab67616d0000b273b22a574aaf6bac02330217ad
Ender Sakpınar,Ender Sakpınar,4iapvhGk2TuSP2THunMyYV,15.0,,,,,erkek,Ankara,,Q6058314,,0.0,https://i.scdn.co/image/ab67616d0000b2733f678a0eae71730e076a3aa5
Gizem Saatçi Band,Gizem Saatçi Band,4EP6VD5qNpQpjXDIebvNA2,15.0,,,,Group,,,9aaadbf7-e2e9-4c65-a688-c3e79b7e9349,,,0.0,https://i.scdn.co/image/ab67616d0000b27323a9e5151d728de2f448cd09
Özün Usta,Özün Usta,5vlnCDPDGsagjqykJMNyPm,15.0,,,,Person,,,323f6e87-fea4-4497-9aed-3b2d2d1eb000,,,0.0,
Yılmaz Güney,Yılmaz Güney,6M6KdDKKuC28aBJS2DUQPf,15.0,,,,Person,erkek,Adana,51b84c9d-b349-4778-a9f6-6a352ccef0ad,Q126693,,0.0,https://i.scdn.co/image/ab67616d0000b2731436cd8e6b70a01fb4a25d3c
Soner Ince,Soner Ince,7CAvO33XJs8YqCGvCzwkas,15.0,,,,Person,,,de72f355-4a8a-4e09-a251-8f716c2a91eb,,,0.0,https://i.scdn.co/image/ab6761610000e5eba3490fa71847d1d00fd156c6
Mehmet Esemen,Mehmet Esemen,5Q9c0YXNPDp1rBJ75SiQcx,15.0,,,,Person,,,019194d9-e28a-4032-9cc9-5b8dcb34c9fe,,,33.0,
Hasan Sözeri,Hasan Sozeri,2vMT9mVRg6fs3KZe7AqZuw,15.0,,,,,erkek,Rize,,Q123687044,,0.0,https://i.scdn.co/image/ab67616d0000b2730184f297458b77f7ea0c6dbc
Zeynep Yamantürk,Zeynep Yamantürk,0LmY3TjEJE5DwQdc0WOZEi,15.0,,,,Person,,,15d39cf0-4e45-4f49-adf1-e9aa6f8d87b4,,,0.0,https://i.scdn.co/image/ab67616d0000b27362e0c1bc4c8b82ccbc4d44b6
Orhan Temur,Orhan Temur,0CsEYwTsuG9tTHWh4f8gzv,14.0,,,,,erkek,Çankırı,,Q94696356,,0.0,https://i.scdn.co/image/ab6761610000e5eb7e2584b4dd30c7d8d0c26417
İdil Bursa,İdil Bursa,2eaVHU1xnV1JFWrPl9yKoO,14.0,,,,Person,,,863c96db-001e-475f-8cdf-4b635b2a09a9,,,14.0,https://i.scdn.co/image/ab6742d3000053b7903cd5bb5e8d78da8e1da2d5
Yelda Kodallı,,2phVwyvejY8lGW0KHSaA70,14.0,Turkish Jazz & Instrumental,,opera,Person,kadın,Adana,d2913220-4acb-4e31-a4a3-34eb9dc37b99,Q95205435,,0.0,https://i.scdn.co/image/ab67616d0000b273a8cb20b03b098ea65f9539fb
Sinan Çelik,Sinan Çelik,03BnqddiijahIEXuQnfJFG,14.0,,,,Person,,,5ba7b9aa-ceeb-46a8-bac2-2f09adde3abb,,,0.0,https://i.scdn.co/image/ab67616d0000b27377aad2ac5fa1883083534b2d
Berkan Sikzade,Berkan Sikzade,3dXmGms1VeBG7JJFwjpML6,14.0,,,,Bilinmiyor,,,d304424f-4f2a-47d8-a56b-6177d44123d8,,,0.0,
Hasan Tunç,Hasan Tunç,7ct9locUBF4tGmuqTQsmfK,14.0,,,,,erkek,Trabzon,,Q6056354,,0.0,
Erhan Doğan,Erhan Doğan,3hur5x5tKAYAlWILMJOwWv,14.0,,,,,erkek,,,Q95782413,,0.0,https://i.scdn.co/image/ab67616d0000b27385e0503a9a99025a56fa4639
Rüştü Demirci,Rüştü Demirci,4oXYapsQRp3jfaHghgrBGE,14.0,,,,,erkek,,,Q6017786,,0.0,https://i.scdn.co/image/ab67616d0000b273e298aec694daf9809a726b9f
Cevdet Çağla,Cevdet Çağla,3YksBlbdhEzgoQ0zjC5Db5,14.0,,,,Person,,,1eac0f26-1554-4ae5-8ceb-6ba4635d3738,,,0.0,
Timur Atasever,Timur Atasever,2Nn6wQaQsLt2pt0FvALPEc,14.0,,,,Person,,,ea50e916-1ca0-4fb5-97ae-d166c07b4c1f,,,0.0,
The Perfect View,The Perfect View,2gBz3wznSPVkectgFPFCPu,14.0,,,bounce,Group,,,5e8de7d4-88fd-4596-92d0-49f51541be57,,,0.0,https://i.scdn.co/image/ab67616d0000b273cfee0193b8c08dec0df40a2b
Cem Salman,Cem Salman,2AtYgvAdNn9S215zA4P5Al,14.0,,,,Person,,,fc775806-b29e-46a2-bdfc-d8519cdabab3,,,0.0,
Alper Uzkur,Alper Uzkur,1Z33dRLZWaBjg5mxX4cr1x,14.0,,,,Person,,,5ed8e36f-50fa-4912-b380-e0a2549ca606,,,13.0,https://i.scdn.co/image/ab67616d0000b273c0401a95df6ee86587abf633
Ayça Damgacı,Ayça Damgacı,19ihrLgKonIGXFzhgRH8o7,14.0,,,,,kadın,İstanbul,,Q6094134,,1.0,
Burak Dunne,Burak Dunne,7BzIZHqoTA5IhOUUaIwEjJ,14.0,,,,,erkek,İstanbul,,Q129326409,pop müzik,0.0,https://i.scdn.co/image/ab6761610000e5ebd481cc098aca24e6dd699560
Onur Şenler,Onur Şenler,25TBiAKHj06gHyoxOmOJCB,14.0,,,,Person,,,b4390128-7d17-4252-9d91-f227793e203d,,,0.0,https://i.scdn.co/image/ab67616d0000b273630842b7eb03c0f639b25a53
Fezayafirar,Fezayafirar,2zha6Yb2ENrwryqz7QsmPd,14.0,,,,Group,,,10cd50cb-2c50-450d-be66-8f9d6cf6578c,,,0.0,https://i.scdn.co/image/ab67616d0000b273cc4d2876bbf294c3880ce203
Metin Eryürek,Metin Eryürek,7vik6DPMlw0P3YFha5ywKh,14.0,,,,Person,,,525b083f-eb35-48a0-a5f3-e3bdbd335747,,,0.0,
Ahmet Pekmezci,Ahmet Pekmezci,4v988ZghGrM4AcujjgboeM,14.0,,,,Person,,,cf836c34-6e05-40be-8817-243e65b3dea7,,,0.0,https://i.scdn.co/image/ab6761610000e5ebff61cc676a6f499340975566
dafraktal,dafraktal,7mv96cEHpYBIFr3UHUJVhG,14.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,42fbf575-f8ee-4aa0-927f-f234dae18cc0,,,13.0,https://i.scdn.co/image/ab67616d0000b27368d41977435c58b886aa3139
Orçun Baştürk,Orçun Baştürk,1jIJyzS5rM1zsX9a8OioZU,14.0,,,"jazz fusion, dark ambient",Person,,,a9955e9d-e980-4bf9-b500-0a809cd0ce7e,,,0.0,
Türker Dinletir,Türker Dinletir,3AMFuyddNOacTR1XVAx8b2,13.0,,,,Person,,,232c55c8-cc04-4ce4-92c5-633c82c8b380,,,0.0,
Mahmut Yalay,Mahmut Yalay,422xoG6Ynz97RlC6hq6nQe,13.0,,,,Person,,,25079ffb-6dc9-49b4-9c40-e22cc7ecad91,,,0.0,
Taylan Kural,Taylan Kural,452AKbk8gPzPtZsmwwnsNT,13.0,,,,Person,,,d92a471c-8dd9-4111-955a-60baf0ffe025,,,0.0,https://i.scdn.co/image/ab67616d0000b273602f9b78bff77df609fc74a5
Mesruh Savaş,Mesruh Savaş,2VKWZfeEFzXdQjadYD0iRM,13.0,,,,,erkek,Kırcaali,,Q6091053,,0.0,https://i.scdn.co/image/ab67616d0000b273638077f12fc4b4ecff3a5cf8
Füreya Ünal,Fureya Unal,0RWvlBWgKyzz0WAhJAOqaF,13.0,,,,Person,,,5b9c353b-a7d1-4821-9973-e6af8d96cc4c,,,0.0,https://i.scdn.co/image/ab67616d0000b273ace09f7181f1a30b84155532
Alper Narman,Alper Narman,1ZouU3trqvGJfObeU0VkhF,13.0,,,,Person,erkek,,19394911-367e-4456-b6b3-38ed03d5ed2c,Q6001222,,0.0,
İbrahim Yıldırım,İbrahim Yıldırım,24dxVaFp2lIXXs1uZGeHXW,13.0,,,,Person,,,dc90d5e3-f7c3-4712-9edd-16f3b7f79fb8,,,0.0,https://i.scdn.co/image/ab6761610000e5ebfaafe5f1365df64f83ecb6f2
Semih Çakır,Semih Çakır,2MLYqrz2bsvyZBuc5l6vyv,13.0,,,,,erkek,İstanbul,,Q108439096,,0.0,https://i.scdn.co/image/ab6761610000e5eb9daaa3c33901bd6760dab072
Vugar Huseynov,Vugar Huseynov,1idE1hPUsPuKuYxPa5Innp,13.0,Turkish Pop,huzunlu sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb80ebbf6164d080afb14334de
Mert Özçiftçi,Mert Özçiftçi,4n4awUHR727sDzR6zgzgOS,13.0,,,,Person,,,022c0cdf-6401-4042-b5e7-43b5f9a6b668,,,0.0,https://i.scdn.co/image/ab6761610000e5eb252c829abab4cd0d833f0ec8
Ercan Şahin,Ercan Şahin,10uEiYskm64d9AiGftCYYJ,13.0,,,,,erkek,,,Q5385184,geleneksel halk müziği,0.0,https://i.scdn.co/image/ab67616d0000b273ce95b8c280210cc250f5cee8
Jabor,Jabor,0GbIoH6ADq3o5tMuVHBPJK,13.0,,,,Person,,,b5e824c4-01ae-4671-8111-f165d6b3f183,,,0.0,
Nusret Ersöz,Nüsret Ersöz,674YW8Np9EEN22pkiGxpZn,13.0,,,,Person,,,d719e17a-0446-4860-9009-5f5211c1107a,,,0.0,https://i.scdn.co/image/ab67616d0000b27383acb81fd2a33f6dc5368b41
Erdinç Çelikkol,Erdinç Çelikkol,2Bk7Mc8lODgoG890x0bHbt,13.0,,,,Person,erkek,Bursa,ed361c31-52c5-4111-93d6-8575871b5e3d,Q23920809,Klasik Türk müziği,0.0,
D2GG,D2GG,0RKNbtuUeTWXkZ4dRZqkhx,13.0,Turkish Electronic,,"electroacoustic, experimental, avant-garde",Group,,,f46c9207-5240-48a0-8376-cd6fa36520c8,,,0.0,
Fatih Sultan Mehmet,Fatih Sultan Mehmet,3lqNmJ7AbYooABPRA9zKTx,13.0,,,,Person,,,ba01c2d1-0170-4a0a-8761-98013af51990,,,0.0,https://i.scdn.co/image/ab67616d0000b273925464ae918e8b2fa933a042
Oğuz Yalçın,Oğuz Yalçın,4bOgBVHhzzSkXGr8lsEX9v,13.0,,,,,erkek,,,Q109560135,,0.0,https://i.scdn.co/image/ab67616d0000b273805ad1cc0a5c165346a3913c
Murat Özcan,Murat Özcan,4mJEH1rWzL7Z3zcO9RUer3,13.0,,,,Person,,,61b14fe2-0560-4fc3-ad31-f297bcb57586,,,0.0,
Gülcan Karamustafaoğlu,Gülcan Karamustafaoğlu,51TLaiGdw8SgAXHUTVgIkg,13.0,Turkish Folk,,"karadeniz folk, oyun havası",Person,,,cdef02d1-872f-41cb-8d71-80624e5fd6b3,,,0.0,
Barış Erdoğan,Barış Erdoğan,4FCNVmImBwnToJ8gw9aZiC,13.0,,,,,erkek,Ankara,,Q107261965,,0.0,https://i.scdn.co/image/ab67616d0000b273541655db65cb8d3cf2b20c43
Foggy,Foggy,1tRMU2EgxHE6v2skV3yfjN,13.0,,,,Group,,,9e3e2ed4-d89e-4ed3-863f-3f0c115815c1,,,0.0,https://i.scdn.co/image/ab67616d0000b273ddc79f20dae806f484de4ad6
Bedriye Tüzün,Bedriye Tüzün,47uQz10amBOWihnqSzcCJ3,13.0,Turkish Jazz & Instrumental,,tango,Person,,,e4aa7a95-8d77-4f64-9bc0-85f50dea176b,,,0.0,
Ayşe Ağaoğlu,Ayşe Ağaoğlu,38Scf7Dg6Wc1RnTo8qtwS8,13.0,,,,Person,,,61567c5d-8da6-4132-9056-2787ff8cc9a4,,,11.0,
Hakan Özer,Hakan Özer,3wSBNRH1tjFMptUQ4pAR2N,12.0,,,,Person,,,fe0106a4-2db3-4b8b-9fac-8c2e20926183,,,0.0,https://i.scdn.co/image/ab6761610000e5ebf54ceab72835e7e4a88e5b4f
Anastasia Zaharovna,,743iE4ugOJK6u45x1UNdVq,12.0,Turkish Folk,,"traditional folk, traditional music",,kadın,,,Q25385070,geleneksel halk müziği,0.0,
Ferahnaz Gündoğdu,Ferahnaz Gündoğdu,18ETrp4AApRiZz4XEFBJKQ,12.0,,,,Person,,,ea72cc73-500e-45f4-a5f3-8c15ebf9eec8,,,0.0,https://i.scdn.co/image/ab6761610000e5ebfd9c16cf6451f53fdeac728e
Alara Canay,Alara Canay,4P7s6inSuKFazurFHLdkAp,12.0,,,,Person,,,1f04df78-2d99-4a81-aa1d-89ecfaad6a84,,,0.0,
Gülay Sürmeli,Gülay Sürmeli,2eirP7DhdBBMHtBXXQyrji,12.0,,,,Person,,,7564d5c1-ac12-4595-9624-a9488a193104,,,0.0,
Özgür Deniz Kaya,,5IM6buPIz40dgvVlmlDeqG,12.0,,,,Person,erkek,Ankara,5b073e73-ba1b-490a-9cff-446c96b75b36,Q80672828,,0.0,https://i.scdn.co/image/ab6761610000e5eb958802fb11eaf81bb68c5b2a
Ali Uğurlu,Ali Uğurlu,1fTUwts1Mfb96YonexzOSD,12.0,,,,,erkek,,,Q113128122,,0.0,https://i.scdn.co/image/ab67616d0000b273cde95951f976c07fa5247498
Muallim İsmail Hakkı Bey,Muallim İsmail Hakkı Bey,3j3lCExTd2G38vP8Dtt0Ew,12.0,,,,Person,,,e3ee575c-8438-4e04-9790-c1337d93318c,,,0.0,
Hasan Özçivi,Hasan Özçivi,0yLBVeHY2JBT05SR7k05Jn,12.0,,,,Person,,,10985f7e-5c35-4526-8c97-aa8b275f7bbe,,,0.0,https://i.scdn.co/image/ab67616d0000b2736edd9406e6cea776b4783d43
Nurettin Çelik,Nurettin Celik,1M3x9BYdEeE12UvIQbdXJQ,12.0,,,,Person,,,49151a69-764f-41ec-aade-f5cd2c5dc20f,,,2.0,
Bedih Yoluk,Bedih Yoluk,6xI1rwyXeBNL7aCyOhpDYq,12.0,,,,,erkek,Şanlıurfa,,Q6099815,gazel,3.0,
Özgür Doğan,Özgür Doğan,4Wkx9FOD3lwgjTpBztQ7mw,12.0,,,,,erkek,Muş,,Q6460495,,0.0,https://i.scdn.co/image/ab6761610000e5ebe2d63e2b8d9bb8cc8b2dc029
Ataç Sezer,Atac Sezer,6yOrmm7NHpbCQ47gZH3wD6,12.0,,,,,erkek,İstanbul,,Q753061,,0.0,https://i.scdn.co/image/ab67616d0000b2739cbe98cde5781b59141fdb1f
Kâzım Karabekir,Kazım Karabekir,5P5IYEcTyBoQih6SQT4aDQ,12.0,,,,,erkek,Küçükmustafapaşa,,Q269182,,0.0,
Selahattin İnal,Selâhattin İnal,5iNefJRPhDqZG30yZAulTC,12.0,,,,Person,,,1a60d39b-5b51-4da2-8d4d-5f0026672044,,,0.0,
Oğuzhan Gedik,Oğuzhan Gedik,4Xbf3BW3sHd7pKk6fdI16M,12.0,,,,Person,,,e00ddf1c-1c77-4e3f-bba7-6edfd227f287,,,0.0,
InceEfe,İnceefe,50xf3rxLsm0bFdGT6eKf5u,12.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,0ee74085-9127-4a4e-99f9-c8ecd01eb5cf,,,0.0,
Between The Colors,Between The Colors,3TTbOtigiXFLakzzbcHUUe,12.0,Turkish Metal & Hardcore,turkish metal,,,,,,,,,https://i.scdn.co/image/ab67616d0000b27331b55ce42814b0b5f3f209c3
Ayşen Tan,Ayşen Tan,3nd5MzfcsvgTjEpN4sfp4w,12.0,Turkish Pop,,turkish pop,Person,,,4bea51ea-da9f-4383-a708-a0d415db8996,,,3.0,
Orhan Aydın,Orhan Aydın,2AK5MvnLH3WzEf7Rcd4uwU,11.0,Turkish Electronic,turkish deep house,,solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b2736b25dd762c5371b3e3a148d4
Klynchkn,Klynchkn,7eksHBf0FPR8tEg29A8c4R,11.0,,,,Person,,,e8fab821-a068-40f9-b1c4-c7ba6610f445,,,0.0,https://i.scdn.co/image/ab6761610000e5ebd13666cf5bf0b8a4a77c3799
Ahmet Aşkın Tuna,Ahmet Aşkın Tuna,2LnalBycxgEpc26uBihNt2,11.0,,,,Person,,,ba4c1d20-46ef-4ddc-87c9-0b8c0baed53b,,,0.0,
Nimet Balkan,Nimet Balkan,2XstVUsIsxBoNAA5dwapTo,11.0,,,,Person,,,13575664-ec80-4b75-8a9d-a28b5f489920,,,0.0,
Aras Diler,,6qgGj0z1PpMTNGj8l1wfnL,11.0,,,,,erkek,İstanbul,,Q79381595,"elektronik müzik, hip-hop müziği, Trap müzik",0.0,https://i.scdn.co/image/ab6761610000e5eb374d57669b3eb3bae535873f
Caner Sayan,Caner Sayan,78EmGWRQ0cYQW7bIYBxGd5,11.0,,,,,erkek,İstanbul,,Q117922010,,0.0,https://i.scdn.co/image/ab67616d0000b273b89c03f5a34c46bb95afa617
Ayhan Anıl,Ayhan Anıl,1tXhTvWdQtKiyNxGwHc219,11.0,Turkish Rock,,anatolian rock,Person,,,bae0dc52-c313-4434-83cf-353656121a84,,,0.0,https://i.scdn.co/image/ab67616d0000b27355f4282ea4c7bb1779660fa3
Ata Bahri Çağlayan,Ata Bahri Çağlayan,45sUmgjObfzGTTLok1xzO4,11.0,,,,Person,,,0710453a-4f57-4aa7-b89a-08a28ed00664,,,0.0,
Karakalp,Karakalp,4ruLmGPQXaT7Q1suD0dnxB,11.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,d0cbc010-7303-4c3c-b742-a12c343545c5,,,0.0,
Selanikli Ahmet Efendi,Selanikli Ahmet Efendi,2DPxMD3djQRA8KicKXsFRJ,11.0,,,,,erkek,Selanik,,Q6002430,,0.0,
Sami Altındağ,Sami Altındağ,3eCdhJ9ktht1yHuLt25vHQ,11.0,,,"avant-garde, experimental",Person,,,defef6e5-9dd8-4231-ac3c-ae14da4c0e17,,,0.0,https://i.scdn.co/image/ab67616d0000b273002de6100239b5547b83f5f0
Bilkent Gençlik Senfoni Orkestrası,Bilkent Gençlik Senfoni Orkestrası,4DAxQMzvSKRnDHujdjJ6km,11.0,,,,Orchestra,,,4760750e-312f-43e1-b383-3a398fe99166,,,0.0,https://i.scdn.co/image/ab67616d0000b2733abf2f089e2040feffd2fedd
Osman Ziyagil,Osman Ziyagil,57ad854jHB9z7d3kPfBfpt,11.0,,,,Person,,,5c01d641-1aa6-4623-8ef4-81390e20e25e,,,0.0,
Renan Demirkan,Renan Demirkan,3vxN0MQLXu1OA2b5ADXt8g,11.0,,,,,kadın,Ankara,,Q90878,,0.0,https://i.scdn.co/image/ab67616d0000b2737b01780c7f8fa5dd653f98a6
Haluk Recai,Haluk Recai,7047zrbMEQG9qHAh3bjzDV,11.0,,,,Person,,,e1264eb5-b6d7-4c7e-b551-9a6bce7fb64a,,,0.0,
Ahmet Bektas,Ahmet Bektas,3tOx1v2cXnPpy9bx2r2eWJ,11.0,,,,Person,,,aa6b3906-a38f-4d98-aa5f-58cc68db8ad7,,,4.0,https://i.scdn.co/image/ab67616d0000b2735a6037b2255727283061b8a0
Mahir Çakar,Mahir Cakar,7qdpy3J5Ybf5Y83kX05cCp,11.0,,,,Person,erkek,İzmir,949a83e2-897c-4ec4-8088-3b161ec7c5c5,Q1773711,,0.0,https://i.scdn.co/image/ab67616d0000b273c4a3d99e13c4023e2f132e85
Bülent Ecevit,Bülent Ecevit,3CKmGhkm67hLjsC49F3Yno,11.0,,,,Person,,,aa6acfe6-f280-4f6c-ae4c-14f5db61d09b,,,0.0,
Burçin Elmas,Burçin Elmas,1KHpZvVNbxf5F8UlnwJ2DN,11.0,Turkish Electronic,,"electroacoustic, experimental, avant-garde",Person,,,c952d700-f410-4d3b-807b-932ea9b76e5f,,,0.0,
Hakkı Yalçın,Hakkı Yalçın,0lTU5lMra8x6NAvkNt3MrH,11.0,Turkish Sanat & Klasik,,arabesk,Person,,,29000314-8407-4173-8c28-8168dae5793b,,,0.0,
