Spotify_ID,Sanatçı,Followers,Popularity,Genres,Spotify,Wikipedia,Every Noise at Once
7jpJQzO1KdYHNUGhEb0QRT,barni barnas,707.0,5.0,turkish hip hop,turkish hip hop,,
2FL1xSVgcqynIbuE9J6dB7,yabancılar,705.0,3.0,anatolian rock,,,
0ChnRZSPg0wgi0tOowrXbM,murat mermer,705.0,3.0,anatolian rock,anatolian rock,,
6y0yY74fMudhuOzgCsc0y2,beynelmilan,700.0,3.0,anatolian rock,anatolian rock,,
7j66GexVwzUJK5eYR0tWqB,yusuf taşkın,694.0,19.0,arabesk,arabesk,,
61IOEPhTyYFReNZ1AOxtCo,eyyam,694.0,1.0,anatolian rock,anatolian rock,,
1zbJpbjwjmFIw4J2XPy2Qr,grup çekirdek,693.0,2.0,anatolian rock,anatolian rock,,
3xbh2Avzz7tXJgRJwOsGfv,atilla yelken,691.0,0.0,anatolian rock,anatolian rock,,turkish psych
6cbqsKLbEyJZ7LhiuIqe7z,bol sözlük,691.0,7.0,turkish hip hop,turkish hip hop,,turkish trap
1CoNLXR0wDXS7JexAPOtET,oğuz sırmalı,690.0,4.0,anatolian rock,anatolian rock,,
5mW103YUYbiRMIQXqXUNYf,baha boduroğlu,682.0,16.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",pop,
3olhJmfDORQghEMQ8vozqg,ilgaz erel,677.0,0.0,turkish hip hop,turkish hip hop,,turkish hip hop
25p1pWPGr79HYoGgSjiSNx,eda berker,675.0,16.0,turkish pop,turkish pop,,
1x09Nu8JKqah84spwDtb3I,cemal kaya,673.0,18.0,arabesk,arabesk,,
0vZ33JzRRnT8N01l5MRMK3,reverie falls on all,673.0,0.0,"anatolian rock, electroacoustic, avant-garde, experimental","anatolian rock, electroacoustic, avant-garde, experimental",,turkish electronic
2t121NoYSUYCFXYgL9iIHP,tolga tabu,660.0,5.0,arabesk,arabesk,"ska, rap, pop",
7jWG6Ed4DhROphnD9UfO1g,rafi resh,659.0,13.0,turkish hip hop,turkish hip hop,,
7ve77oFIK818JCrq350coD,tüzzün,658.0,9.0,turkish hip hop,turkish hip hop,,turkish trap
1fk6OJUNXObu3W20uoeVck,çağla korkmaz,657.0,0.0,turkish pop,turkish pop,,
1XdeuU2BL8e7R5FDAY6XB0,zeki güner,653.0,8.0,turkish pop,turkish pop,,
4iyJvftLfGbKpS2V2sbGbh,müge zeren,653.0,12.0,turkish pop,turkish pop,,deep turkish pop
5eEKBVHpzBT4Z6fCv5l8uZ,büşra pekin,652.0,14.0,"oyun havasi, arabesk","oyun havasi, arabesk",,
0wlUg2BKydLiZ0ilbzTTkY,levvera,652.0,6.0,turkish hip hop,turkish hip hop,,
6DHjcE5AKEA77wUMKBy59n,aslı kökçe,647.0,0.0,turkish pop,turkish pop,,
1yFdfPOXOHBwgvuNICcLsY,serçin,641.0,0.0,turkish pop,turkish pop,,deep turkish pop
3kltbeThbk0mIFimz6pZ0E,necati coşkun,637.0,3.0,"oyun havasi, arabesk","oyun havasi, arabesk",,
7vyErujpiHSInQ2rQnfKAj,erman,636.0,34.0,turkish hip hop,german hip hop,,
3Mp6zD6KVpQVrB0GvxFKGs,fındık buse katılmış,608.0,2.0,arabesk,arabesk,,
1uT4yFGc3ALVcoSMVZswzY,nurdan torun,607.0,5.0,"traditional folk, arabesk","traditional folk, arabesk",,
4xq4oxReJivCJjTGFBRpyJ,ahmet üstün,606.0,4.0,arabesk,turkish hip hop,,
2UTTPg8eUrxqkDVAdqWeCI,ergüder yoldaş,605.0,9.0,anatolian rock,anatolian rock,,
7J0YAycclDjql3JrH143tN,yılmaz onur,600.0,3.0,turkish hip hop,,,
0yYJIbXYEzfO1Ixuakg3mQ,ergün şenlendirici,599.0,20.0,"karadeniz folk, turkish pop","karadeniz folk, turkish pop",,
2vqKNafIeVl4nEtMkRR9OY,seray sever,597.0,2.0,turkish pop,turkish pop,,deep turkish pop
45WrRztGOSdFv4YLLMWHPW,akarte,593.0,18.0,turkish hip hop,turkish hip hop,,
2IrMP8mO9RvBGMrQLdNh6V,halit kakınç,590.0,6.0,anatolian rock,anatolian rock,,
466B4gPHmlzhb39ceeRmdw,laedri,586.0,1.0,turkish hip hop,turkish hip hop,rap,
4nn1AvoZvZXrlkwPgSeEue,müfide inselel,585.0,3.0,turkish pop,turkish pop,,turkish singer-songwriter
7sVhkTo2vBftXLdD30IQFm,kadıköy acil,583.0,12.0,turkish hip hop,turkish hip hop,,
1c2FnJUTNXNEAzBVFpSAn7,esma başbuğ,567.0,10.0,arabesk,arabesk,,
7qB9RlRBbLO7Dx9h8L0TEo,dj mahmut,565.0,8.0,turkish hip hop,turkish hip hop,,turkish hip hop
7oNJ4LV9uulzHsjimiIukP,buse kaptanoğlu,562.0,0.0,turkish pop,turkish pop,pop,deep turkish pop
6hnlZZMhsbYi5T2XDdGYhN,gunes ergun,562.0,10.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,turkish alt-pop
239hUCsDBFmNlQynSrk6Yl,emrah karaca,560.0,5.0,anatolian rock,anatolian rock,,
1Qsei1sK22tVlDpllscMdX,murat ses,553.0,2.0,anatolian rock,anatolian rock,elektronik,
4WAKs4LjsvSbjK1PMuXF2r,yurdaer doğulu,553.0,2.0,anatolian rock,anatolian rock,,
2Nuim4niyKEYZS61asHVS4,dostlar,544.0,19.0,"anatolian rock, arabesk",children's music,rock,turkish psych
5uO8R3bVGsmrCmJw8foSl2,resul balay,540.0,2.0,arabesk,arabesk,,
4HerL7Kez56fr7fgQcYJFz,metin alatlı,539.0,1.0,"anatolian rock, psychedelic rock","anatolian rock, psychedelic rock",,
7svcr7IGuCyKZYwilzgx4n,barlas,527.0,16.0,turkish pop,"g-house, slap house",,
1BzpHxnyCcxknve1wqqrmc,lodos,527.0,15.0,turkish hip hop,turkish pop,,
1bfuqY1dXUOgsOjb9evlpL,sitem depresif,526.0,4.0,turkish hip hop,turkish hip hop,,
3bwJHOVtO7XdqHwLYRlgEV,ezgi arıkan,519.0,11.0,anatolian rock,anatolian rock,,
6Trx1bmTmOe0YPsNoL0KGE,burcu arı,518.0,7.0,turkish pop,turkish pop,,
5lXfJp3u3JWGPu0spiPUbQ,cemre kamacıoğlu,517.0,9.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,
3qDRDKx8cP9QxyoWcMi96J,savaş göçer,514.0,3.0,"oyun havasi, arabesk","oyun havasi, arabesk",,
2KBjRISMi6YhttYi4X1HLM,nihat işıklar,507.0,4.0,anatolian rock,anatolian rock,halk,
1bgvHxd7jx6iTGOxH2G1a1,durul gence 5,505.0,8.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","caz, rock",
2huTE5c51ljqEjDGVWB4KB,tolga erzurumlu,503.0,29.0,turkish pop,turkish pop,,
163nvG68QHKiVkJJ9qav6T,zümrüt,500.0,17.0,anatolian rock,turkish pop,ska,
5KNoIhJ8lC7jWp0sFtAzmh,miskinler,498.0,5.0,"neo-psychedelic, anatolian rock","neo-psychedelic, anatolian rock",,
3aaR68n2omSCpabcYUSiKx,mehmet akça,495.0,10.0,"space music, arabesk, oyun havasi","space music, arabesk",,
1461B7dk0oyEH6ybMUKlDC,evren penez,490.0,1.0,turkish hip hop,turkish hip hop,,turkish trap
0xL4lPu0avBlTeNCXUA5B5,murat ertel,487.0,7.0,"anatolian rock, jam band","anatolian rock, jam band",,
2jxrUwePvYNOaMzQWXvDWp,gedic,481.0,0.0,turkish hip hop,,,
6Nqzl5bly7iNNd4zRjxeo9,yasemin yalçın,480.0,5.0,"arabesk, oyun havasi, turkish pop","arabesk, oyun havasi, turkish pop",,
6SoNLN00YnxzwRpbT3UZNo,ünal narçın,480.0,3.0,"arabesk, oyun havasi, anatolian rock","arabesk, oyun havasi, anatolian rock",,
6WVNBhdKt9Y3BbLfH2sN1i,kerem güney,474.0,4.0,anatolian rock,anatolian rock,"sanat müziği, arabesk, rock",turkish psych
3PUp2F50hAxHjWvkadLxkL,aşina,473.0,1.0,turkish pop,,,
5xCC3GRL3I0pQpwbqCfUmI,hrsz,467.0,4.0,turkish hip hop,turkish hip hop,,
3e66PPJ6KQMFRIKbKiGZj1,burak aziz,467.0,2.0,turkish pop,turkish pop,pop,deep turkish pop
0fr3Mp1HrMQHT4j0i5rbI1,menfhi,465.0,12.0,turkish hip hop,turkish hip hop,,
5n2GeV9TQxpmzx8MTwgtjJ,norayr demirci,461.0,1.0,turkish pop,turkish pop,,
38cAWLOUBs1UfpoeNTShcx,meyan,461.0,6.0,"arabesk, anatolian rock",,,
22dY5YdB1OzaRjou7soa9E,hakan demirtaş,457.0,3.0,arabesk,arabesk,,
1F3RDUsgfWnn6XYFbbMHxu,belkıs ünlüses,453.0,0.0,"anatolian rock, arabesk","anatolian rock, arabesk",,
0AWKEtlAjTS7HOTovIeSJQ,havva öğüt,452.0,5.0,"oyun havasi, arabesk","arabesk, oyun havasi",,turkish folk
55WLqattap0tagRsBj6xx4,afet serenay,452.0,2.0,anatolian rock,anatolian rock,,
41fNMbwQ38ogbNVXRvM5uq,savas gövtepe,449.0,4.0,arabesk,arabesk,,
0ZCZ9ukxpWKx1zxMIWeNQc,serhan sokulgan,446.0,0.0,turkish pop,turkish pop,,deep turkish pop
5gjp7xrlFHOTt2dL8XKLyl,ümit coşkun,429.0,1.0,arabesk,arabesk,,
1VjcwWKtr8QoloPsjmPME4,ege madra,428.0,3.0,turkish hip hop,turkish hip hop,,
18AO09QGgmcjHxTyViVNaT,rıza silahlıpoda,424.0,2.0,"anatolian rock, musique concrète","anatolian rock, musique concrète",,
5Ao6vxH9tctqQfLuNhNoYU,vlim,422.0,7.0,turkish hip hop,"cold wave, darkwave, post-punk",,
5kLfNYJg1Q7I6uiuwg7W0C,ferhat öz,421.0,0.0,arabesk,afro house,,
5vhdApDXLi87SxIP8aXsW9,bll feru,419.0,25.0,turkish hip hop,turkish hip hop,,
7BGCYNzwnhJ0XJlaC3cBEB,mazhar ve fuat,416.0,4.0,anatolian rock,anatolian rock,rock,turkish psych
2vcwwnlvvZ3OEj43sNMjXf,aytekin kurt,415.0,22.0,turkish pop,turkish pop,,
0vpfYBLE3vhReXaO6CxaAV,cem özer,411.0,23.0,"turkish pop, arabesk, karadeniz folk","turkish pop, arabesk, karadeniz folk",,
2UsvjTiDXyIyXso2kjxiGY,nuray hafiftaş,405.0,6.0,arabesk,"arabesk, oyun havasi",halk,
5m0ua0lZWsZcpqWPJrGhNr,gülhan,402.0,0.0,turkish pop,turkish pop,,
1McNefrwmbSwf8paxszsfZ,hedef 12,398.0,0.0,turkish hip hop,turkish hip hop,,
0Xl5sie0ijp0MT3C04X9ms,ümit aksoy,395.0,0.0,arabesk,arabesk,,
5V593eIHiHXpfZGWpgV84c,24pitho,392.0,10.0,turkish hip hop,,,
6H2aRlTtDQRqnMYzzhobEm,ogeday,384.0,7.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",rap,
2Qpgh2xmjneIAyBWCKLVdJ,serhat,382.0,26.0,turkish hip hop,,,
3Y6fSPkvk8NnNsSn2DFW4B,birgitay aktaş,382.0,11.0,"anatolian rock, arabesk","arabesk, anatolian rock",,
6uVsr0lcA8nX0io948wQwH,selim atakan,379.0,24.0,anatolian rock,anatolian rock,,
3gI7KCCrHH2v3PDnX20R20,fethi perilioğlu,375.0,7.0,arabesk,arabesk,,
6TgQ7HscX1n1Caz14b9Qos,ulaş,366.0,17.0,turkish hip hop,,,
0BuufPHyBdyCTCkxpyPJrn,osman yağmurdereli,364.0,1.0,arabesk,,,
0dRDk9xuha4VH549YGfnNI,onur kırış,360.0,0.0,"turkish pop, oyun havasi","turkish pop, oyun havasi",,deep turkish pop
59WB1auh6rAFIKBSpjYXvs,begüm şengül,359.0,1.0,turkish pop,turkish pop,,
669KYjvrNhDwrfzVUty3qa,ali derdiyoklar,359.0,1.0,anatolian rock,anatolian rock,"halk, rock",
7JuzlI4jLuHqIDOp9H4HBb,kaan öztürk,359.0,14.0,turkish pop,turkish pop,,
6jM6qxgOMxvZIyEXUQvXmo,berke,357.0,36.0,turkish pop,new age,,
6WrU7t9YGIJmKmCBi7tgMw,gramafonia,356.0,2.0,turkish hip hop,turkish hip hop,,
07lVhiCOYNIF2pIhIV5lmO,arzu ece,355.0,1.0,"turkish pop, arabesk",,,
3ysRAIs6cyX6kZnFg4Dy63,beybonlar,351.0,0.0,anatolian rock,anatolian rock,rock,
3aJS93CFei5hzGgg2cR6qA,ercan aydın,345.0,7.0,arabesk,arabesk,,
2DBIpFrTFCtD3LpQtSisgB,alpay kulay,341.0,0.0,turkish pop,turkish pop,,
5BlHDJCMkok5rVxxROLSeO,duru kurt,340.0,2.0,turkish pop,turkish pop,,
5gNJdcSh1iIWyBlTfzqcwk,belgin gök,337.0,0.0,arabesk,arabesk,,
41UUckaztwUKk4KRScIPrR,fatoş balkır,336.0,0.0,anatolian rock,anatolian rock,,
0GTW31sfgNZvquACZhBxuK,yeşim vatan,335.0,2.0,turkish pop,turkish pop,,
1SbOR5CP65JGyHf3zGQm5s,onur özsu,329.0,14.0,turkish pop,turkish pop,,
6QNaAwl59qt6hsOJrKgu1o,rahdan,328.0,2.0,turkish hip hop,turkish hip hop,,
6KSCZKHwWA1HuKj0HeX9hu,netameli,326.0,0.0,turkish hip hop,turkish hip hop,rap,
30tOFNXNx6oNxggCzQQYeJ,selma devrim,326.0,0.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
4LZNk8DQJeYaXuGdvBBkS0,onur şener,324.0,0.0,turkish pop,turkish pop,,
3WwnGSUw1XuA3zT7IIQHNt,grup zan,324.0,11.0,anatolian rock,anatolian rock,"pop, rock",
2MCSbUGUVvTp4qw3UBRMrW,abidin özşahin,320.0,0.0,turkish pop,turkish pop,pop,
6WTbpHyjceflYfgXFKL0HS,cansel,317.0,5.0,turkish pop,,,
1iJePHNG7mJDwJ23bxZcTb,neslihan engin,315.0,1.0,turkish pop,turkish pop,,
7l3KAnWqOADcVDDubADRw2,merih ermakastar,313.0,7.0,turkish pop,turkish pop,,
1w8VPqLCCxJ6QTrPSE5M2I,burçin birben,313.0,1.0,"turkish pop, arabesk","turkish pop, arabesk",,
3B09WAV6gRYCG9q5d0LMTX,nefret,303.0,21.0,turkish hip hop,turkish hip hop,,turkish hip hop
33UcICiH0L4aybqHmFbik7,feridun hürel,301.0,1.0,anatolian rock,anatolian rock,,
7HIAvX3cTnkX8J6f5Zlf4l,geo karabacakis,300.0,0.0,turkish hip hop,turkish hip hop,,
67IITXYx9RQ9KpvnwpUWsp,onur çırak,299.0,8.0,anatolian rock,anatolian rock,,
7pxMvXY5Wcon8npwfmRcAe,ensar oylu,297.0,0.0,turkish pop,turkish pop,,
4AUbikJmi4LeZbI77jAZL7,elvan sevil,296.0,1.0,anatolian rock,anatolian rock,,turkish psych
1fvF8dvOKXo3lV41CVs4Po,kırkaltı,294.0,1.0,anatolian rock,anatolian rock,rock,
24Q1qoQc1vkJzKY1VfUOXr,ergin altınel,292.0,0.0,anatolian rock,anatolian rock,,
0u3KA3TzanXEeiyuQNamIW,serpil sarı,289.0,1.0,arabesk,"arabesk, oyun havasi",,turkish folk
1xkVmo0jE1TaiFxlqtc9Ui,can algeç,289.0,5.0,turkish pop,turkish pop,,
6sCYiCPIeqCEKKe4RswOOV,muhtar,283.0,0.0,anatolian rock,,"halk, rap",
764m7VkpuHVPWSzwZCqoPB,modblu,283.0,0.0,turkish hip hop,,,
6RHya9bf3H564mIYz5N1cB,mesut yegane,282.0,8.0,turkish hip hop,turkish hip hop,,
0QIoATeSd1F9QkJb24aN75,fethi taner,277.0,2.0,anatolian rock,anatolian rock,,
11m6W3HHAfjqMHN0RzAZN5,kara öfke,275.0,0.0,turkish hip hop,,pop,
2zvgV1oD1D18TF8rdds6xQ,necmettin yıldırım,275.0,8.0,arabesk,arabesk,,
5ML2XEYzJ9yG9u1rGOonCz,ayhan işık,274.0,0.0,arabesk,arabesk,,
2ZS2TyW0RzT9qKBIBDUjxX,erol pekcan,273.0,0.0,anatolian rock,,caz,
7w11DyVhSvvB7DTKYNgQzb,bite the dust,273.0,29.0,turkish pop,turkish pop,,turkish metal
2P2m5pspquFdopikrDMkpE,taha player,273.0,4.0,turkish hip hop,turkish hip hop,rap,
2X8ABoCvF9S4OrO0ahej5n,fatma girik,272.0,0.0,arabesk,arabesk,,
2aUwYM6QoJ5kM4x5LfAWew,tanju aşanel,271.0,0.0,anatolian rock,anatolian rock,rock,
7MpvIVSfmF8Cti5A3hAJt0,osman köseoğlu,267.0,6.0,arabesk,arabesk,,
4WWDzPSrbwCmqUJClIKAEO,murat çelik,258.0,1.0,arabesk,anatolian rock,,
0eqONPoucqGXWBDxWT3SvK,suavi karaibrahimgil,256.0,2.0,"anatolian rock, turkish pop",anatolian rock,,
6Q1HWHHmuftqm6qZD2Klnj,nevzat çelik,256.0,4.0,arabesk,arabesk,,
3SnOluOpr5SgbliCC92dWM,ebru aydın,253.0,0.0,turkish pop,turkish pop,,deep turkish pop
0O1DvZM0XXjCVfXWqD9lpf,cihan orhan,252.0,6.0,arabesk,arabesk,,
5agGkH1unV5CJ5WiEp961v,43.75,251.0,4.0,"anatolian rock, psychedelic rock","anatolian rock, psychedelic rock",,
6I7JvahdUrY26IlaZiwQJA,özel türkbaş,246.0,0.0,anatolian rock,anatolian rock,,
3wP2Rcl6jvqUyezvH4H4Vn,gurbet,246.0,23.0,"anatolian rock, arabesk","anatolian rock, arabesk",,
5Y6RP21id7Gl9uTZ0R2eus,berkant merdivan,244.0,1.0,turkish hip hop,turkish hip hop,,
06CSshmhe12wSgvYZNor9a,pusula,244.0,0.0,anatolian rock,,,
1TzKTojvMnejefB23brQSz,mehmet tokat,243.0,11.0,"arabesk, europop","arabesk, europop",,
7f54dKVEElgilpr0AYmF6B,mehmet ali erbil,241.0,10.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
3QDNcu2S3BgAHGMcK8vo7K,tecezzi,240.0,8.0,turkish hip hop,turkish hip hop,,
3D7riUIT3oK7wnyaaY0nNP,boşluk,240.0,0.0,anatolian rock,anatolian rock,,
4XHaxvNvufnwea4gaACPWO,mehmet teoman,236.0,1.0,turkish pop,turkish pop,,
5Ru7XTlo1E5p2NPPBwVTkh,flowart,232.0,0.0,turkish hip hop,turkish hip hop,,turkish trap
3c009iqOSlEqIG5oB2VS6J,sultan tunc,227.0,0.0,turkish hip hop,turkish hip hop,,
3VzcuIaXL3EWZ70cYKOpOH,naci berktaş,226.0,8.0,turkish hip hop,turkish hip hop,,
2jhW5U7DLabkhk3rHLoFS4,toz ve toz,226.0,1.0,turkish pop,"synthwave, chillwave",,
3xxVIB22FyLUoYScI46f1P,grangulez,225.0,1.0,anatolian rock,anatolian rock,pop,
0odLXZPbOaNKgP3xjZEq2d,demet akbağ,222.0,4.0,turkish pop,,,
6MQdW6H60npL8SwACXonnJ,adnan fırat,222.0,3.0,arabesk,arabesk,,
2LW7jV86nHs73KMzsWMLT5,fikret hakan,221.0,0.0,anatolian rock,anatolian rock,,
6MncTB3rsBsIUPiIaV1KvB,cem aydoğdu,219.0,8.0,turkish hip hop,turkish hip hop,,
6lmLurw9pYD9vHq6UlvwVr,alişan göksu,218.0,23.0,turkish pop,turkish pop,,
2sG78Ugs7YYDUVwNyTGj4r,yıldız tezcan,217.0,2.0,arabesk,arabesk,,
5uuqZTwfUoSwJk22z4XhGV,ragıp savaş,215.0,30.0,"turkish pop, arabesk, karadeniz folk","turkish pop, arabesk, karadeniz folk",,
3tEPDPfGDvGX8o3KlucHQy,zor beyler,214.0,2.0,"anatolian rock, psychedelic rock","anatolian rock, psychedelic rock",,turkish psych
3x8ticOUaymhl6yBcdwAfT,mehmet çelik,214.0,0.0,turkish hip hop,neoclassical,,
72fctEjeweXNkLPAUW1kYJ,kahan candan,213.0,5.0,"anatolian rock, oyun havasi","anatolian rock, oyun havasi",,turkish psych
5733kH67itZAzF8ALueizk,şükran özer doruk,207.0,1.0,arabesk,arabesk,,
5OvWLIHMbJyEqVcO3WXIJo,ümit davala,205.0,7.0,"oyun havasi, turkish pop","oyun havasi, turkish pop",,
1Hm1fh51sSWnlWwT1VVS5R,şevket çoruh,203.0,13.0,anatolian rock,anatolian rock,,
79W6sXTajBmlExvdvwK1Ki,bayhan gürhan,203.0,0.0,turkish pop,,arabesk,
4NZY1JqGy9HfXDBUe3MZFH,tahtacı türkmen alevileri,202.0,1.0,anatolian rock,anatolian rock,,
2DpZEODnvHNwUm74uICS0i,eser yenenler,200.0,2.0,turkish pop,turkish pop,,
7rT8HHdnXI9hVLZ88H4u7q,ümit aksu orkestrası,198.0,2.0,anatolian rock,anatolian rock,,
2N4vNj4rE6OUuxONhHkf95,berzah,198.0,0.0,turkish hip hop,,,turkish metal
7v09Xz8PuaPXtCmeDShu0K,serkan civelek,198.0,0.0,turkish pop,turkish pop,rock,
2yZYfhZQw5pa5KRDAcRWjN,sakareller,184.0,0.0,anatolian rock,anatolian rock,,
4al9SXDMlcJX0gCznJjoDS,tarık tüfekçi,179.0,17.0,arabesk,arabesk,halk,
1BzNmuBjhlDyR45FGsDxWu,nat beef,174.0,0.0,turkish hip hop,turkish hip hop,,
0wphvECG8wYegT0xahdSFd,ceyda mazalto,173.0,8.0,arabesk,arabesk,,
5TIkZVafEHvumRrXRUSC3r,doruk onatkut orkestrası,172.0,1.0,"anatolian rock, oyun havasi","anatolian rock, oyun havasi",,turkish psych
0pow68TYEFXUHwIm2NUnR8,talat er,171.0,1.0,arabesk,anatolian rock,,
2mIfoRWYMaFfP3Pz7j3m0f,ali kocatepe stüdyo çocuk tiyatrosu oyun ekibi,168.0,0.0,"enka, anatolian rock, indie folk","enka, anatolian rock",pop,
0FInWr3ptzdCSEnaSacwbS,burhan tonguç ritim grubu,163.0,1.0,anatolian rock,anatolian rock,,
5BpzliPlI3czhmIfG7Nayd,atilla engin,163.0,0.0,anatolian rock,,jazz,
79K9SrI87dOAY82yf280H7,cengiz onural,162.0,10.0,turkish pop,sufi,,
1eGYL5tHN1gCEvm2GF45Tm,umut ahmet,162.0,3.0,turkish pop,turkish pop,,
04LiabxtOHm2arzCacdlfg,ali osman akkuş,161.0,0.0,arabesk,arabesk,sanat müziği,
5CqHu5OgbWGJ9wAbl40Z4c,burcu baş,158.0,0.0,arabesk,arabesk,pop,
0zqPvnza3a3CaQHwpWFRgv,ahmet bb,157.0,8.0,turkish pop,turkish pop,,
71F1VBMuo7LIsMTdSrxucx,özge eyüpoğlu,155.0,1.0,turkish pop,turkish pop,,
2YsCT6yDqeYeJehuSS8fmW,saian,154.0,7.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
2tAffgkm9fSXU703NbDLHQ,murat uyar,153.0,0.0,turkish pop,,,
5ie5nHeUd0iTlL5srTYESx,esra sönmezer,149.0,0.0,turkish pop,,,
7FaZhvf70Qmi1wTcSBMDPp,ece anlı,148.0,0.0,turkish pop,turkish pop,,deep turkish pop
622nbL5e4PEwWgd9S3x2gA,dilber ay,143.0,0.0,arabesk,"arabesk, oyun havasi","halk, arabesk",
1lT0KHyjszhEAvqBVQGZuI,yasmin allovi,140.0,6.0,turkish pop,turkish pop,,
6LcHEsQMderGPSAO4z73ld,nejat alp,138.0,0.0,arabesk,arabesk,,arabesk
71sIS5Kk24rSvPK2gHz7rM,ali ayhan,133.0,0.0,anatolian rock,,halk,
4W7lDSB66M2F8Dg0AIP8FS,süheyl denizci,132.0,8.0,anatolian rock,anatolian rock,caz,
38LwXZXYjFE9r1yHbt2jH8,burcu karadağ,130.0,0.0,"turkish pop, arabesk",,,
3lBvv4tyG2aKj4tPmvdLFA,köroğlu,129.0,2.0,turkish pop,,halk,
5QvqgWIJqUrc9hGVIIBP5e,groxbe,128.0,2.0,"g-house, slap house, turkish pop","g-house, slap house, turkish pop",,
1C657gIFLv35FAddLjagQL,karargah,128.0,0.0,turkish hip hop,turkish hip hop,"rap, alternatif",
5OvVQCAQuYEeI45H2yu3tx,virane,127.0,0.0,turkish hip hop,,,
3EdMBKIW1TTdZbcHjhZtBd,çığrışım,126.0,1.0,anatolian rock,anatolian rock,"punk, rock",
12AdxoH53slHpDUYy1gn5H,narkoz,125.0,5.0,arabesk,arabesk,,turkish hip hop
48uahMm1bxDGM2LH0ngVXh,eylül deniz,124.0,5.0,turkish hip hop,turkish hip hop,,
5lzC4VHx8fDAQsXrwFe0Na,bülent altınbaş,124.0,1.0,"arabesk, turkish pop",,,
4i4DMQg1NMbenCl8usnsJ5,audio fact,124.0,0.0,"free jazz, anatolian rock","free jazz, anatolian rock",,
2JAABIB5W1IsyR7pYUSgxx,mehmet akyildiz,124.0,6.0,arabesk,"karadeniz folk, arabesk, oyun havasi",,
5AU6h9xeffwb6KRWNvsCGE,onno tunç,122.0,1.0,anatolian rock,anatolian rock,,
1xqv3cnCyfCpFcgG8VeRux,kör talih,121.0,0.0,"anatolian rock, progressive metal","anatolian rock, progressive metal",,
1LKpWOqpTukifNper5c1qp,göknur,120.0,21.0,arabesk,arabesk,,deep turkish pop
4bIqQ0WRwvBRe5mDvlXXN1,ayşe tütüncü,118.0,1.0,anatolian rock,free jazz,,turkish jazz
6nAQ6XUfOTEkBI3V9HlDU6,murat net,118.0,0.0,anatolian rock,anatolian rock,,turkish metal
5V72dY39py26A97KNAqdSM,yılmaz kömürcü,116.0,3.0,turkish pop,turkish pop,,
5kvHJLw4TuVvjyrhqnWXFG,nazlı aslan,114.0,0.0,arabesk,arabesk,,
1593woPuEXuIf0w7LkQHTI,ferda gül,112.0,5.0,"oyun havasi, anatolian rock, arabesk","oyun havasi, anatolian rock, arabesk",,
1NXi7wdnVbLVjCxZURuA8Y,korhan futacı,112.0,0.0,turkish pop,,jazz,"turkish alt-pop, turkish jazz"
2n6Yoala8vhy877ckrosRX,serüven,111.0,0.0,turkish hip hop,turkish hip hop,,turkish hip hop
5mtghtki5yVnOUQglZpRaU,kzans,111.0,2.0,anatolian rock,anatolian rock,pop,
4K6C4eSXCSOhMwDpx2hXti,volkan bektaş,111.0,4.0,"arabesk, oyun havasi","arabesk, oyun havasi",akustik,
1uCqU6lO4GuCmnSuBZyUHW,selahattin altınbaş,111.0,1.0,arabesk,arabesk,,
6dOsjE8rJ9tSZrfOPpMya0,gülden mutlu,110.0,0.0,turkish pop,,pop,
2uYM6heQzHiM89xwxiQCmL,ümit yaşar,109.0,0.0,turkish pop,arabesk,,arabesk
7D96D7AKlBWbsoqtDEUeaj,mehmet ünal,107.0,0.0,turkish pop,idm,,
0XK0BJTEVAOLlHfP4ZMIuc,hüseyin yılmaz,106.0,0.0,anatolian rock,anatolian rock,,
35iNfdKSaM0159XJoATa7L,düşün,106.0,2.0,turkish hip hop,,,turkish alt-pop
3yvf4dIBfY0GRSWfwBAyIm,tanyeli,105.0,2.0,turkish pop,,dans,
66cf7AzIJGkEeno6iMN50f,selçuk tekay,104.0,0.0,arabesk,arabesk,sanat müziği,
6El62p8po6ALDe4vnIHmYf,filiz özten,103.0,0.0,arabesk,arabesk,,
6ustz1l1h85Km5DL6j2Msn,görkem şen,99.0,0.0,turkish pop,,akustik,
7IpZzjrPSqXUfYVPnG9xUG,mac prayna,98.0,3.0,"turkish hip hop, turkish pop",,,
7u65U9iFbi2ttgF7kyyFio,selim öztürk,95.0,20.0,"anatolian rock, arabesk",anatolian rock,,
4G7pgAnDNgb9Vuk3JTCYjL,babutsa,95.0,6.0,turkish pop,"turkish pop, oyun havasi","pop, folk",deep turkish pop
0kTlCXFKrfinDFb5eEBsp4,gazi,95.0,29.0,turkish hip hop,,alternatif,
4fgmtFxc6BJtucQL5nX4A3,coşkun erdem,93.0,2.0,"oyun havasi, arabesk",,sanat müziği,
