Spotify_ID,Sanatçı,Followers,Popularity,Genres,Spotify,Wikipedia,Every Noise at Once
6LuM9ifVe7Aj0SVWW8z2YX,zafer peker,49634.0,33.0,"arabesk, turkish pop","arabesk, turkish pop",pop,"arabesk, deep turkish pop"
77PSs92ix6empuwnNuiwot,erdal güney,49287.0,45.0,arabesk,arabesk,,turkish folk
4vDFE2kUqchV4lOsCVfsc7,yasin keleş,48707.0,44.0,turkish pop,turkish pop,,deep turkish pop
5YP7LI1ddSh4JFYe03h7ue,mert şenel,48566.0,36.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
1BRFB8km9DzKNC5uVbDCHZ,seyfi doğanay,47495.0,38.0,arabesk,arabesk,"halk, arabesk",
4CnBqHEyoxCZKYx6iSJmNn,ramiz,47374.0,42.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,turkish hip hop
3xoFgT5OYcfaU8XlfmbylK,farah zeynep abdullah,47158.0,34.0,turkish pop,turkish pop,,turkish pop
7JoF9SSKW8zMgUoRi5c9QE,hüner coşkuner,46810.0,35.0,arabesk,arabesk,klasik,
4RpYd8LEZ1NFPknS0GfEdf,hasan yılmaz,46788.0,37.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
1ADiE0HDex6LvYpEAuUIzi,koray candemir,46740.0,29.0,anatolian rock,anatolian rock,,turkish rock
0ieiygH07boIlZyMtupW4Q,tülây german,46636.0,27.0,anatolian rock,anatolian rock,,
2KHcI76qXxV0xUQhQ6cIsp,sibel bilgiç,46360.0,41.0,"arabesk, turkish pop","arabesk, turkish pop",,
5GSILaXo4yN4umwJK8eBBY,kit sebastian,46266.0,35.0,"anatolian rock, neo-psychedelic","anatolian rock, neo-psychedelic",,
2Uxd5x92nW0Q06DoHcpSBJ,enbe orkestrası,46212.0,46.0,"turkish pop, arabesk","turkish pop, arabesk",,deep turkish pop
1ikwdzJjCjQk79RQlvkTt1,tuğba ekinci,45880.0,28.0,"turkish pop, oyun havasi","turkish pop, oyun havasi",pop,"turkish pop, deep turkish pop"
7mDOnlEzBihYZmst7w6mf7,kesmeşeker,45637.0,24.0,anatolian rock,anatolian rock,rock,"turkish rock, turkish metal"
2ditOd9fNYAscQhUmYhfXh,mine koşan,45028.0,44.0,arabesk,arabesk,,arabesk
2OHUuJ5eCPeNYtVacPKEDT,tuğba başaran,44466.0,44.0,"arabesk, turkish pop","arabesk, turkish pop",,
6Cf83I8yeJUd9uIPEUV6IM,chef bi,44432.0,41.0,turkish hip hop,turkish hip hop,,turkish hip hop
6YsJXJZKI0ERDqb3IHBnpy,bora öztoprak,43980.0,31.0,turkish pop,turkish pop,,turkish pop
2Y0SH69uxHrHrjiZCuTSaT,derya yildirim & grup simsek,43813.0,35.0,"anatolian rock, neo-psychedelic","anatolian rock, neo-psychedelic",halk,
2yRhS7HafDp8QUAjiIsofx,kodes,43785.0,30.0,turkish hip hop,french rap,,turkish hip hop
4gaKOdUtfvpN8BlOKn8EIy,abluka alarm,43184.0,20.0,turkish hip hop,turkish hip hop,,turkish hip hop
0nw0MpJdyzg9pxjwNM0c4b,rashit,43163.0,22.0,"punk, anatolian rock",,"punk, rock","turkish rock, turkish metal"
1C11mfsQmFYaI9VbZFyMyC,hülya polat,43140.0,45.0,"karadeniz folk, oyun havasi, arabesk","karadeniz folk, oyun havasi, arabesk",,
1UBFojTTRV0Km6zFqBU6CN,ali baran,43027.0,43.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,
0DEH6yu5YarHecSDgOQDfR,aleyna dalveren,42622.0,16.0,turkish pop,turkish pop,,deep turkish pop
4OGie4xcdkOilAqbvNf8me,muhlis akarsu,41978.0,35.0,arabesk,arabesk,halk,turkish folk
7nAno9XIXRqSsdS1YH0sop,ata demirer,41947.0,40.0,"oyun havasi, arabesk, turkish pop","oyun havasi, arabesk, turkish pop",,
2W6fPatMdweub1APjva5KD,sayedar,41941.0,36.0,turkish hip hop,turkish hip hop,,turkish hip hop
1hxYOUm8QUkpXAHtVM0aY2,şimal,41579.0,30.0,turkish pop,turkish pop,ska,turkish pop
3t9amHxqH06I4C0TrXgz86,coskun sabah,41048.0,29.0,arabesk,arabesk,,arabesk
1qEiLZ4ZD4TtjxyqKUHRCs,haktan,40892.0,37.0,arabesk,arabesk,,
3e9tJNBWrydJK3VKpkyWyT,asil slang,40709.0,35.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
6c5OFegHscPZXitA884R1b,paptircem,40513.0,21.0,turkish hip hop,turkish pop,rock,
3uVn8gegDqg4esh9Y32UDQ,seyfi yerlikaya,40370.0,35.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,turkish folk
4EUthbspTrEwHdaTrROVKz,şahsenem,40116.0,29.0,turkish pop,turkish pop,,deep turkish pop
49cht9n59NXoBFK1gIolXJ,asu maralman,40057.0,37.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish psych
5gPlGG8ELZDi5PSMObNQxY,cem köksal,39944.0,33.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
1fCfko2pBGowIzqjakqxF8,arda gezer,39612.0,34.0,turkish hip hop,turkish hip hop,,turkish hip hop
6K08etwXa3DlPdKL1Si8HQ,gizem kara,39426.0,43.0,"arabesk, oyun havasi, turkish pop","arabesk, oyun havasi, turkish pop, karadeniz folk",,
1Kb8Eb6SbHbzUYSqhhDtx5,emrah karakuyu,39047.0,34.0,turkish hip hop,turkish hip hop,,turkish hip hop
2Cmg4o3fowOPU0gUckQevs,eyüphan,38925.0,43.0,arabesk,arabesk,,arabesk
6dyj8hW2rSZ30SHlj2KHrT,vedat sakman,38814.0,25.0,turkish pop,,,turkish jazz
1FtJZKdjpUUSXffDbKrDVm,eda doğanay,38667.0,51.0,arabesk,arabesk,"halk, arabesk",arabesk
5bk37r4ahFmVfT6JG6x7gx,hazal,38621.0,25.0,turkish pop,turkish pop,,deep turkish pop
6Du3hAAxRtIdKp3zF66Z78,ahmet özhan,38600.0,26.0,"sufi, arabesk, traditional folk","sufi, arabesk, traditional folk","folk, klasik",
2uCyCZTOcXN7OmSrEcekT8,metin şentürk,38559.0,29.0,"arabesk, turkish pop, traditional folk","arabesk, traditional folk, turkish pop",,arabesk
4Pj2N5oJ3rrQjERtkC3MMl,grup roj,38539.0,39.0,arabesk,"corridos bélicos, corridos tumbados, corrido",,
1eaEBfeIVv7eFsotYbNe1D,dil tengi,38399.0,38.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",halk,
7KBlV8iB540zc3uuNLNqLJ,ali asker,38347.0,28.0,arabesk,arabesk,rap,turkish folk
5rThgU18h0ejIeElIlLWkS,almora,38221.0,24.0,"symphonic metal, anatolian rock, folk metal","symphonic metal, anatolian rock, folk metal",,"turkish metal, turkish metal"
5L7Hl11e6LAeNWfvs5siH4,rana alagöz,37912.0,40.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",pop,turkish psych
6SuvCvIgTchPW2bcuXSKzM,kerimcan durmaz,37767.0,36.0,turkish pop,turkish pop,,
0M4jyxbQ9vrCql6jYi2y0o,mustafa keser,37384.0,30.0,"arabesk, oyun havasi","arabesk, oyun havasi",,arabesk
3eszEJ43r9HY92CvMSepYZ,evren besta,37303.0,16.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
3CPiYdSDYnyKdY5vhWNaYq,ali güven,37183.0,34.0,turkish pop,turkish pop,pop,"turkish pop, deep turkish pop"
5iUmW1jVppNVIKVcr8Ut3n,izzet yildizhan,37015.0,36.0,"oyun havasi, arabesk","oyun havasi, arabesk",,
2eUMbfgTdYOaeB1mhXd9tJ,grup vitamin,36903.0,35.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",pop,
12MwQGIKtcERM3CNJhhq5T,zeyd,36898.0,38.0,"turkish pop, turkish hip hop, arabesk","turkish pop, turkish hip hop, arabesk",,turkish hip hop
7laVsTuDSb6W4ZofrBZseL,hatice,36718.0,31.0,"arabesk, oyun havasi, turkish pop, karadeniz folk","arabesk, oyun havasi, turkish pop, karadeniz folk",rap,"arabesk, deep turkish pop"
6RslhcwDVfPh1UsqQwx0Dw,pınar aylin,36508.0,28.0,turkish pop,turkish pop,pop,turkish pop
6rVs4DcTHKUVdFFNq4CEYo,umut kuzey,35739.0,19.0,anatolian rock,anatolian rock,,turkish rock
3MyC4bSv74xoTfhRf2hwfp,siya siyabend,35718.0,32.0,anatolian rock,,,
78wDVx6qFu0Cm2zCdwjWN1,zeki erdem,35442.0,24.0,arabesk,arabesk,,arabesk
4ig7U6uZzEDp3nlpWlE8yq,cankan,35414.0,33.0,"turkish pop, arabesk","turkish pop, arabesk",,arabesk
0d43Fqs68Oboh6XXo4ztgn,aşıl,35173.0,44.0,turkish pop,turkish pop,,turkish hip hop
31SY4y5GZLDRrW7GIswamU,meyra,34909.0,34.0,turkish pop,"pagode baiano, axé","pop, klasik","turkish pop, deep turkish pop"
3VNi9AeNGDZJlV16wu55lc,nazlıcan kübra,34686.0,43.0,arabesk,arabesk,,
0Ktsg7r5IMtl49VmPwiPpu,volga tamöz,34550.0,39.0,"turkish pop, t-pop","turkish pop, t-pop",,"turkish pop, deep turkish pop"
0wVMkLE2htJSq6K3AYMuig,ayyuka,34462.0,23.0,anatolian rock,anatolian rock,rock,turkish jazz
1gPllJoBfKLSOK6ObJKVjI,taner olgun,34367.0,33.0,"oyun havasi, arabesk, karadeniz folk","oyun havasi, arabesk, karadeniz folk",,arabesk
7lAMAZizRgc9vwXHQOULe4,doğan canku,33852.0,32.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,turkish jazz
41KdIHAPsB6TaHgzHSYGMM,uğur etiler,33807.0,30.0,turkish pop,turkish pop,,turkish pop
5zcIfMeh1fJySdYz6faU0k,majeste,33617.0,42.0,turkish pop,turkish pop,,
1cozKvV0ZICd4V3RGTgaFA,mümin sarikaya,33576.0,33.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,
1cp0LtfcNQUFTT1SGzeFRK,behiye aksoy,33516.0,26.0,arabesk,arabesk,sanat müziği,
5A3vP76mmczG3YosF51OLB,bubituzak,33482.0,24.0,anatolian rock,anatolian rock,rock,turkish rock
1nbkdlGLMmM7rVNAkfoDu0,deniz gürzumar,33367.0,23.0,turkish hip hop,turkish hip hop,,turkish hip hop
2alo1EodApgARIz5lOuvHK,kerim tekin,33335.0,37.0,turkish pop,turkish pop,pop,deep turkish pop
7gcpWHccoirYLWCkHgyKtI,zeynep casalini,33283.0,39.0,turkish pop,turkish pop,,
1utQLKlInqDudjyFbmc97P,mustafa kaya,33094.0,43.0,arabesk,arabesk,,
6P3ttTA1PYoVVaZthgcgjI,abdullah papur,32860.0,31.0,arabesk,arabesk,halk,turkish folk
0Wk8Ihu0ZdVIVqv3Vkg5TM,haylaz,32413.0,36.0,"arabesk, turkish hip hop","arabesk, turkish hip hop",,turkish hip hop
4a6cyIkxFsKephNfHu1UzV,muharrem temiz,32386.0,31.0,arabesk,arabesk,folk,turkish folk
4bF95o3d3wLa5cIPD0MWfQ,ayfer vardar,32381.0,39.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,turkish folk
22HxGT3v3lAMu1KWXN0BkL,ozan koçer,32165.0,32.0,turkish pop,turkish pop,,deep turkish pop
1X8IDE7vOMFmhR8Hg32EGA,tanerman,32127.0,39.0,turkish hip hop,turkish hip hop,,
4cKccE5LtINGKLAe0wd8pc,rozz kalliope,32087.0,32.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,"turkish trap, turkish hip hop"
4uIGU1mY4tCjIWAJ0jqFSC,esin engin,32083.0,32.0,"tango, anatolian rock, turkish pop","tango, anatolian rock, turkish pop",,
3D9xlymkbZDrMXvWWn7AQI,aslı demirer,32062.0,40.0,turkish pop,turkish pop,,
5lGa3BMsmlltlhUu9t8cXx,gökben,32035.0,28.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
7m2QViLZEfJ01iO9GWQJLH,radansa,32032.0,34.0,turkish hip hop,turkish hip hop,,turkish hip hop
28qT1U6wHdW2WSCGdA7ZDQ,zekai tunca,31900.0,30.0,arabesk,arabesk,sanat müziği,
0mNxtGmbl3R6xfgb4JjdrK,elvan günaydın,31876.0,29.0,turkish pop,turkish pop,,turkish pop
5nxcBdJcaohXiCIMuQd200,gülçin ergül,31672.0,42.0,"turkish pop, t-pop","turkish pop, t-pop",dans,deep turkish pop
0Z2DQDR2Yzsz1xDePTGox9,bedia akartürk,31589.0,30.0,"oyun havasi, arabesk","oyun havasi, arabesk",halk,"arabesk, turkish folk"
0sh7lp6I1qIIfMYs0cCBbj,sibel tüzün,31588.0,29.0,turkish pop,turkish pop,"jazz, pop, rock",turkish pop
621d9tSNN3a6V7IZVzMsMY,bülent gökçe,31581.0,37.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
7ssDDQAUFA9Z5k5VbbqYxg,ağaçkakan,31577.0,31.0,"turkish hip hop, experimental hip hop","turkish hip hop, experimental hip hop",,turkish hip hop
2rugEs4ym77v8gPi80XXr5,gökhan akar,31571.0,33.0,turkish pop,turkish pop,,"turkish pop, deep turkish pop"
7bpS8Zsh5LYaF3Y00MvLeA,gülcihan koç,31505.0,30.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",halk,turkish folk
0UI878LLMOdo8LKz85hEu0,yakup ekin,31461.0,31.0,"arabesk, turkish pop","arabesk, turkish pop",rap,arabesk
6IChT254jMRTpE42tHVq3E,doğukan manço,31410.0,34.0,turkish pop,turkish pop,pop,deep turkish pop
539RbtR2AVUYdmHQZjLL6m,salman tin,31353.0,54.0,turkish pop,turkish pop,,turkish singer-songwriter
4y2dYEsfWCKxncn9nsUdcY,şahin kendirci,30963.0,29.0,"arabesk, oyun havasi","arabesk, oyun havasi",,arabesk
2ZdsrdDvi0wtkrCswBDINB,grizu,30876.0,23.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
2wkHOgf0AlrLgQhlI35max,emre sertkaya,30753.0,28.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,
3tG5FkNsoq0TYXhviTMAHE,ankaralı coşkun,30672.0,29.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
3auZD4rN4J9tpowZxUplLQ,emar hoca,30582.0,28.0,turkish hip hop,turkish hip hop,,
1ptBI7xKk38agbcEThoubT,murder king,30454.0,27.0,anatolian rock,anatolian rock,metal,turkish metal
7qyzljARZ2H0lYjBuRiTM3,hardal,30091.0,37.0,anatolian rock,anatolian rock,,"turkish rock, turkish metal"
4xklx5DAtVru5uf3vSXTgf,aydın,30051.0,58.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,
0YPAaQvGouvRwctElZvuvk,furkan,29916.0,40.0,turkish pop,,,
1dp13r1d5Mp119KCR4BQvw,ragga oktay,29870.0,54.0,"arabesk, turkish pop","arabesk, turkish pop",,deep turkish pop
21wUPPJiWMAfuP5G6akLbV,mustafa küçük,29776.0,32.0,"oyun havasi, arabesk, karadeniz folk","oyun havasi, arabesk, karadeniz folk",,arabesk
48i1aKgMChNYloMbB1uJEH,rengin,29716.0,40.0,turkish pop,turkish pop,,deep turkish pop
4hqP91hNWDZJxPKaw68KbN,ayla algan,29484.0,25.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",halk,turkish psych
1d0FteV32q1ue4jDMwIMH4,replikas,29181.0,27.0,anatolian rock,anatolian rock,rock,"turkish rock, turkish jazz, turkish psych, turkish metal"
5YoSeig3CDFGxAxGnLao8C,hamiyet yüceses,29162.0,16.0,arabesk,arabesk,sanat müziği,
0XLP18nHemdh5CQhoM3RjZ,ege çubukçu,28938.0,30.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,turkish hip hop
2MGfqrHOt6TPVruHPG6tFF,aylin coşkun,28911.0,35.0,"turkish pop, t-pop","turkish pop, t-pop",,"turkish pop, deep turkish pop"
0SDiwXeKyIn1HZxnhZvLg7,karapaks,28708.0,21.0,anatolian rock,anatolian rock,,turkish rock
4BQHFFKuxuekkQ5bzFfrl6,alihan,28388.0,27.0,arabesk,,,arabesk
3IcnLYy2zfpCZgC13fTORg,nekropsi,28044.0,19.0,"anatolian rock, progressive rock","anatolian rock, progressive rock",,"turkish jazz, turkish metal"
7KoyDRlXHKM8yRDr63ZDbj,nesrin sipahi,27818.0,40.0,"anatolian rock, arabesk","anatolian rock, arabesk",klasik,
5ah9Qmi20loVCb4Lzf3Yxo,hüzün,27424.0,45.0,arabesk,arabesk,,arabesk
2O7WjRnnODRpJAzKDtTb0C,kurtalan ekspres,27298.0,30.0,anatolian rock,anatolian rock,rock,turkish rock
0cgSYlujiVSs6ofHEbAvid,eda özülkü,27261.0,22.0,turkish pop,turkish pop,,
3VtbhVouqBjeReY1vU8IHw,marc aryan,27241.0,32.0,anatolian rock,anatolian rock,,turkish psych
6jL7MqFF4eGgLfwO4upOkz,şehzade,27130.0,43.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,
63uGZD0vf3Vp26f1zkELsf,tutsak,26977.0,19.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
47bXR9alQD6AUNUYQX2nO4,zeynep başkan,26908.0,33.0,"karadeniz folk, arabesk, oyun havasi","karadeniz folk, arabesk, oyun havasi",,turkish folk
3o5s5dBNRSwEhSWW2GI6n6,muharrem ertaş,26900.0,20.0,"arabesk, traditional music, oyun havasi","arabesk, traditional music, oyun havasi",,turkish folk
19GuQDP0gp4BlKmZk2Kq7E,ayşe tunalı,26856.0,32.0,arabesk,arabesk,"arabesk, klasik",
0zO2Xuo7PZ47P46q2Gu3s7,minor empire,26828.0,20.0,"karadeniz folk, anatolian rock","karadeniz folk, anatolian rock",,turkish jazz
72AIXHq51QUzL9ijy98qE3,yedi karanfil,26798.0,34.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,
3fLOI9YQNiRAOCwUm75Zqn,ege boran,26783.0,44.0,turkish hip hop,turkish hip hop,"akustik, halk, klasik",
1jUVWSOulvVnSLCAUNlptV,ilke,26672.0,44.0,arabesk,arabesk,,turkish trap
23PyUBxakP5fM83oPh8Alc,yiğit seferoğlu,26479.0,32.0,turkish hip hop,turkish hip hop,,"turkish alt-pop, turkish singer-songwriter"
2t6i0lQOkrmuIInzYZFM90,ceren gündoğdu,26220.0,37.0,turkish pop,turkish pop,,turkish alt-pop
5tPQaMOyXCbkZ5DqQAhox5,ercan saatçi,26216.0,37.0,turkish pop,turkish pop,,
1Ff0dxz94grKP7s4p3ANlp,bedük,26203.0,37.0,turkish pop,turkish pop,,turkish pop
17adKXL6KxtaIcWY6UvEve,orchi,26137.0,49.0,turkish hip hop,"slowcore, dream pop, lo-fi indie",,
0SC5bBxCOYv7YtBa8XLTh0,göktan,26127.0,31.0,turkish pop,turkish pop,,deep turkish pop
3SASCp3Mzy7lT50cZn11yr,cem yıldız,26055.0,50.0,arabesk,arabesk,,
6fVB5kHu0kt9uLnbZVBJTL,sibel pamuk,26041.0,29.0,"arabesk, oyun havasi, karadeniz folk","arabesk, oyun havasi, karadeniz folk",halk,"arabesk, turkish folk"
6mBx5K5N1hDmqMCWfdhIWG,murat yılmazyıldırım,25568.0,23.0,anatolian rock,anatolian rock,,turkish rock
4eSAzGCtD0jcxNuNK4OkDn,ethnique punch,25488.0,19.0,turkish hip hop,turkish hip hop,,turkish hip hop
7ht8wuTYoQjBrPWs0MmbEF,alper erozer,25410.0,26.0,turkish pop,turkish pop,,
2vVuUl99SzbMhufpZb1lPU,emel taşçıoğlu,25367.0,30.0,"oyun havasi, arabesk, karadeniz folk","oyun havasi, arabesk, karadeniz folk",halk,turkish folk
2uVpTbV5OnmZZXGK2lGMmD,kazancı bedih,25294.0,40.0,"oyun havasi, arabesk","oyun havasi, arabesk",,turkish folk
0WmQVyCYjOLMH06s3Y5B3k,nazlı öksüz,25076.0,34.0,"arabesk, karadeniz folk, oyun havasi","arabesk, karadeniz folk, oyun havasi",,turkish folk
7si5RPHEQYUHtN4hPp5W8Q,sinan zorbey,25046.0,17.0,arabesk,arabesk,,arabesk
43PNN2cWdYyZi5cZdEf4hy,sahtiyan,24928.0,22.0,turkish hip hop,turkish hip hop,,turkish hip hop
4I392Ox22w5GVGe37VBjPv,feryal öney,24656.0,21.0,"oyun havasi, anatolian rock","oyun havasi, anatolian rock",,"turkish folk, turkish jazz"
5i2aeGMxTOr8ox7IIqJoxi,şatellites,24365.0,30.0,anatolian rock,southern rock,,
5B9K2YDPWSbgjfVLu1Xaor,ferman akdeniz,24266.0,39.0,arabesk,arabesk,,arabesk
3JDnwrAqfEfuIWCF5TvKNH,belkıs akkale,24010.0,33.0,"arabesk, oyun havasi","arabesk, oyun havasi",halk,turkish folk
6zgklcaF5juoL4nx54Ohan,bossy,23989.0,31.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
4KBqNI9S7b1auif398Eef5,oya & bora,23962.0,38.0,turkish pop,turkish pop,"r&b, pop, dans, house",
5xuQlQor4mc2SoMoOuoRQI,gülşen kutlu,23445.0,28.0,"oyun havasi, karadeniz folk, arabesk","oyun havasi, karadeniz folk, arabesk",halk,turkish folk
2abfTrwaMafX06RqZ060VY,erol parlak,23427.0,27.0,"karadeniz folk, oyun havasi, arabesk","karadeniz folk, oyun havasi, arabesk",halk,turkish folk
1F6ABYTEvvF6GiMiEu6OL2,pickpocket,23422.0,31.0,anatolian rock,,,"turkish rock, turkish metal"
7kSXfKnz2ZHGNyBN1PF7FV,harika avcı,23353.0,37.0,"arabesk, turkish pop","arabesk, turkish pop",,"arabesk, deep turkish pop"
27JkefjyyNpoRTWGDIt6Tc,eftalya yağcı,23343.0,42.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop","indie, elektronik, rock",turkish pop
1AMxbM8JPoryu2bTtRDHZJ,fırat tanış,23304.0,46.0,turkish pop,turkish pop,ska,
7nPbrzSt1apQM9rY5DVqQZ,faruk sabanci,23099.0,46.0,"turkish hip hop, slap house, trance, turkish pop","turkish hip hop, slap house, trance",,
41rbd3YKGK2LiBty2QWmdN,iskender paydas,22969.0,50.0,turkish pop,turkish pop,,deep turkish pop
3cjaNGcEg2TfRV0u0cMYUu,kramp,22919.0,20.0,anatolian rock,,,"turkish rock, turkish psych, turkish metal"
30QNnzgsYkMMoS34AlWGxE,lalfizu,22774.0,23.0,turkish hip hop,turkish hip hop,,turkish alt-pop
4HtJueBZr7JJ7ZlQHNJzql,gaye aksu,22725.0,34.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,arabesk
7uJvDwK3jWE215FYK6Fl6s,onur mete,22497.0,33.0,turkish pop,turkish pop,,
1pN6fkbVTYbHEhN8jl49dE,tual,22260.0,32.0,"turkish pop, arabesk","lullaby, chanson","özgün, pop, rock",
72YIDLCAmSi6zavbWIIhUD,ayten alpman,22206.0,50.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop","caz, pop",turkish jazz
0JbRebRnzCiwyNUMuIeN1P,altay,22142.0,24.0,turkish pop,,,"turkish pop, deep turkish pop"
2CTggmdbEpr6nyI8zHzGla,melih görgün,22117.0,50.0,"arabesk, turkish pop","arabesk, turkish pop",,deep turkish pop
1I253VA1DgfRm9misAcGq8,cici kızlar,22017.0,24.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
12Nw7al9M3606P4vaJIleA,cavit karabey,21908.0,28.0,arabesk,arabesk,"halk, arabesk","arabesk, turkish folk"
1JXIV2lL6Yd30xG7kOfI1n,erdem yener,21697.0,13.0,anatolian rock,anatolian rock,,turkish rock
0bL7vu8m0DXhsh3NJFaoAK,merve deniz,21670.0,31.0,turkish pop,turkish pop,,deep turkish pop
5VnmwZE6S2STk83HEinfAG,esengül,21607.0,27.0,"arabesk, traditional folk","arabesk, traditional folk",,arabesk
0VoMyaINvUMTJOrSMQt4WC,anatolia,21512.0,53.0,"anatolian rock, arabesk","organic house, afro house, deep house, tribal house",,
1KVIEzZBIgcrQeDRNTPM57,burcu sapmaz,21474.0,0.0,turkish pop,turkish pop,,deep turkish pop
2Xgezho0lE0uyfbJzRP7Xu,yılmaz çelik,21405.0,36.0,arabesk,arabesk,,turkish folk
7Iusq7I3YKNa1MnCCrsaqp,4 yüz,21228.0,34.0,"turkish pop, t-pop","turkish pop, t-pop","r&b, pop",deep turkish pop
004o28Efomj1XPNvbAcwIX,sibel egemen,21171.0,20.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
6hYwnbYkyDgxo5dDL3nKxr,ugur arslan,21153.0,23.0,arabesk,arabesk,,arabesk
6cCJrO94gspaPncQR8DXwe,hünkar göksu,21138.0,31.0,turkish pop,turkish pop,,
2Y7fKAw6qx4hES4vuaPijc,doğuş çabakçor,20989.0,42.0,turkish pop,turkish pop,,
5ayzrYOahi5XNF9eRwYMKv,nur yoldaş,20941.0,41.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, rock",
4GJuQAAePQH9qyr9Bj0Xv3,erkut taçkın,20921.0,26.0,anatolian rock,anatolian rock,rock,turkish psych
6zNQTrKQrzfHgPGVvtasBp,bilge nihan,20858.0,31.0,turkish pop,turkish pop,,turkish pop
5Q3rwfTFs77PxIEXOJVMIt,dr. skull,20818.0,15.0,anatolian rock,"dancehall, afrobeats, afrobeat, soca","punk, metal",turkish metal
7LV6zJEDmlEDBdCWtY0NGn,ankaralı yasemin,20570.0,30.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
0KSreug7UdtTWnRNjtc6DC,bizim gönül,20561.0,29.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",sanat müziği,
4ULqAWicJ43wWH7rawCcwq,yudum,20343.0,35.0,"karadeniz folk, arabesk, oyun havasi","karadeniz folk, arabesk, oyun havasi",rap,"arabesk, turkish folk"
1SaE56yp1v7ayBnAWtmlvc,caner gülsüm,20274.0,34.0,"arabesk, oyun havasi","arabesk, oyun havasi",,turkish folk
2kBZ1BBlOTx9lSqbdayt2M,kader,20165.0,36.0,"turkish pop, arabesk","raï, moroccan pop, moroccan chaabi, algerian chaabi",,"arabesk, deep turkish pop"
4pOsgdYnZoOde9cOUXkcbk,nida ateş,19987.0,28.0,arabesk,arabesk,halk,turkish folk
6z92GkID2xzYJi58vlRqM3,grup gündoğarken,19934.0,10.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,
0sL0YqsgNfkyjcyzDmU0P8,çamur,19925.0,28.0,anatolian rock,bossa nova,,turkish rock
2c3QSjXlvmSEHsaosjFmd1,berkant,19909.0,27.0,"anatolian rock, turkish pop, arabesk","anatolian rock, turkish pop, arabesk",,
71WhzQzCSYszOnrfCEbZge,bora uzer,19585.0,26.0,"organic house, turkish pop","organic house, turkish pop",,turkish pop
1pRYZKg3tv8VJN1TfrCUXJ,tuncay tuncel,19377.0,23.0,"arabesk, oyun havasi","arabesk, oyun havasi",,arabesk
7JgTUq2jADYIQKlExfTHVn,yasemin göksu,19326.0,28.0,"karadeniz folk, arabesk, oyun havasi","karadeniz folk, arabesk, oyun havasi",,turkish folk
6kXPV5voVTzEyOk8DBVruu,yıldırım gürses,19285.0,28.0,"arabesk, turkish pop","arabesk, turkish pop",,
45QofsJv2pKNQYj6FZOEVH,umut akyürek,19197.0,23.0,arabesk,arabesk,sanat müziği,
7tO7OuUIthTRIlnvH9mO8i,hakan gürses,19135.0,18.0,arabesk,arabesk,,arabesk
4KsBdM2lmX37p3YR0odew0,seyyal taner,19036.0,37.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock, dans",
611fvPc4QIrREVzOq49Mob,ali kızıltuğ,19013.0,29.0,arabesk,arabesk,halk,turkish folk
0WrwpSn6JN4leTOMpcYlOk,mahmut çınar,18993.0,31.0,turkish pop,turkish pop,,turkish singer-songwriter
