isim,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres
Hande Subaşı,7mJ2yg1Ju3pgu3RDdFMRbp,Hande Subaşı,296.0,7.0,turkish pop
Harun Yeşilyurt,,,,,
Harun Özakıncı,,,,,
Hasan Karcı,,,,,
Hayal Kaya,18DKHYs8HdEkN6ou28q0LA,Hayal Kaya,42.0,0.0,
Hayırsız Ada,4TKeoUWd8SrNpuQvXxJMCv,hayırsız ada,113.0,0.0,
Heredot Beatz,2mT5H2EBv9OWFc30nLBFlz,Heredot Beatz,857.0,10.0,turkish hip hop
Hexa-Boom,,,,,
Hicran Yavuz,,,,,
Hilmi Sözer,7CkOxkT6pn993nixrxVjIr,Hilmi Sözer,2.0,0.0,
Hound,6KxrjoB8dMcRC295reb2Us,The Hound + The Fox,47237.0,46.0,lullaby
Hülya Aksular,,,,,
Hülya Gülşen,1F2v33FQTavJyaD7ZsyhdA,Gülşen,2436805.0,66.0,"turkish pop, t-pop"
Hülya Yiğitalp,6cBinCczZr4TfBUozzWu7N,Hülya Yiğitalp,42.0,15.0,
Hünkar Makamı Ensemble,2gZp3WyQGEkJZhid6Xi83Q,Hünkar Makamı Ensemble,587.0,5.0,
Hüseyin Elmalıpınar,,,,,
Hüseyin Kağıt,5MfQjfOqOwZdVutOStXhap,Hüseyin Kağıt,94350.0,45.0,"oyun havasi, arabesk"
Hüseyin Soyaslan,,,,,
Ilter Yenisen,,,,,
In White,6MwPCCR936cYfM1dLsGVnl,Motionless In White,2120554.0,71.0,"metalcore, metal"
Intolerance,6kV3ZCD7gXks1e8O60cL3o,Intolerance,946.0,1.0,death metal
Işıl German,6iGxUfGu1YgOpELRGw4mSr,Işıl German,2301.0,20.0,anatolian rock
Işın Metin,0kSJpkzjTFGZcv6nUnjE88,Isin Metin,16.0,0.0,contemporary classical
Jamie Congedo,2pmb8leZnbMG2Av56ZIIXh,Jamie Congedo,2.0,0.0,
Jammah,68hUO2op5tnPjP0fzVZsVZ,Jammah,1134.0,8.0,turkish hip hop
Janet Esim,5W29ZO0LT6dCNwVbPUAuhJ,Janet Esim,60.0,0.0,
Joe Strummer,2A09V0kHlETOFfT8Hz8oba,Joe Strummer,109773.0,41.0,
Joey Marshall,5ftoI60rhhUZLB06TPZ6ln,Joey Marshall,459.0,4.0,turkish hip hop
Kaan Girgin,,,,,
Kaan Kural,,,,,
Kanlı Taka,,,,,
Karanlık,5PBwgWQWtPqODRbrdFIQqh,Gülşen Karanlık,277.0,10.0,
Karden Kasaplar,,,,,
Karnaval,5YSQoL2yfy1SQ3Dr1E9eBD,Karnaval,314.0,5.0,turkish pop
Kartal Tibet,,,,,
Kemal Kuruçay,,,,,
Kenan Bal,5BgSsFVhwf0EePBig07GWG,Kenan Bal,80.0,0.0,
Kenan Olden,2DRmyVeDhKkRYgmdlHvBb0,Kenan Olden,66.0,0.0,funky house
Kenan Savrun,4rCKYqbY1VTBFDwJMouT0X,Kenan Savrun,2085.0,9.0,"progressive house, organic house, melodic techno"
Kenan İmirzalıoğlu,,,,,
Kerim Erduran,08Gceh8d3t6CWVYcLaCKhf,Kerim Erduran,307.0,0.0,turkish hip hop
KiNo,2jkl2xJVm71azWAgZKyf42,Kino,2588512.0,62.0,"post-punk, cold wave"
Kirli Çoraplar,1xphUgdrqKwGdIpcLVH7ho,Kirli,12833.0,39.0,
Koma Amed,7JSWeBX8NSPIy0bbNnp9Gc,Koma Amed,91721.0,44.0,
Korel Cezayirli,4yOVrI5t8oQTtidDD2qdQj,Korel Cezayirli,2.0,0.0,
Kubilay Penbeklioğlu,,,,,
Kübra Dilara Çelen,,,,,
Kürşat Alnıaçık,,,,,
Kıvanç Sezer,,,,,
Lavinia,3VASiWHuSkZzujob6UXob6,LAVINIA,84524.0,65.0,hypertechno
Levend Yılmaz,,,,,
Levent Cantek,,,,,
Levent Kazak,,,,,
Levent Kol,,,,,
Lila Gürmen,,,,,
Liminal Objects,1timfTCjh5Zg0qYdnLqZdP,Liminal Objects,364.0,0.0,
Literally Anything Before Bros,4SpfxluMSV4tzF9QKe3pYp,Literally Anything Before Bros,113.0,0.0,riot grrrl
Locomotive Speaker,,,,,
Malazlar,4O0H0qi7iSRxH5fNwapyU6,MALAZLAR,58.0,0.0,punk
Marblesun,7ac4dGWMYwViEseDMhEXBx,Marblesun,277.0,0.0,"space rock, stoner rock, sludge metal, doom metal"
Mary Vartanian,63GFfwmmQ6NgxXDgZa4iDs,Mary Vartanian,0.0,0.0,
Maya Ünalan,2ro4mTRj9qAtITiacU8bJg,Nalan,163552.0,45.0,"turkish pop, arabesk"
Mayıs Müzik Topluluğu,0CVh5rXjgzqsCjC2nZaGDQ,Mayıs Müzik Topluluğu,2554.0,13.0,
Mehmet Sabri Arafatoğlu,,,,,
Mehmet Turgut,245KkmQaNUNG9kBXEsZ8Rm,Mehmet Turgut,92.0,4.0,
Mehmet Yamak,,,,,
Melek Ayberk,,,,,
Melissa Pace,,,,,
Mental Implant,5rbCi5nn09FTxirZhjw0Gp,Calimex Mental Implant Corp.,173.0,0.0,"chicago house, acid house"
Mental Pain,0slhoNGBc52Tom3byYpxnM,mental pain,17.0,0.0,
Mermer,0ChnRZSPg0wgi0tOowrXbM,Murat Mermer,715.0,3.0,anatolian rock
Mert Duran,6X43GJxHtPLmgVUBFZb3af,Mert Duran,2097.0,24.0,"g-house, slap house"
Mert Fırat,3ydul7JDl5DRhPO9gQSUk6,Mert Fırat,4491.0,17.0,turkish pop
Mert Tanık,,,,,
Mesein,,,,,
Mesut Ulutaş,,,,,
Mesut İktu,1THRbhEalfFRTc8hPAdIli,Mesut İktu,21.0,0.0,opera
Mete Dönmezer,,,,,
Mete Horozoğlu,,,,,
Milha,2ESvThRXvuUoaciGeYzowQ,Milha,766.0,2.0,
Miraz Bezar,,,,,
Molested Divinity,3c9f2M6tEGCb6ZBpmD5f05,Molested Divinity,5124.0,5.0,"death metal, grindcore"
Mordwand,6gKWe76a8stMHe98yb8cdr,Mordwand,218.0,1.0,post-rock
Muammer Koçak,,,,,
Muharrem Gülmez,,,,,
Muhip Arcıman,,,,,
Muhsin Kurbani,7haVskE2nPqUPENOOoXoHB,Muhsin Kurbani,43.0,0.0,
Munimonde,7jXMLBrdPaLRqfedJxvrsa,Munimonde,36.0,0.0,
Murat Daltaban,,,,,
Murat Karahan,006gO9ESJor02nJNx7nJW4,Murat Karahan,15354.0,26.0,"turkish pop, opera"
Murat Liman,3bRfbZzEexRNIaVGYLycBi,Murat Liman,857.0,9.0,
Murat Yatman,,,,,
Murat Öztürk,07qih5PceSiONg3hZQjemr,Murat Öztürk,176.0,1.0,
Mustafa Doğan Dikmen,7ssueWjUl8zkJprhzNQGUv,Mustafa Dogan Dikmen,384.0,1.0,
Mustafa Kemal Kara,,,,,
Mutlu Torun,1H3p1SenSRFFvfLxh0SrIs,Mutlu Torun,1080.0,3.0,
Mutlu Ödemiş,,,,,
My Pen Is Big,5GCLxoIAYixtph98sgSaal,My Pen Is Big,130.0,0.0,melodic hardcore
N401M,5tbXSKuIGYT3v57Ms6BxLZ,N401M,27.0,0.0,
Nadas,1KjaKyp6qy8fUuHAZVKyUP,NADAS,2604.0,7.0,
Nadir Sarıbacak,,,,,
Nalan Kuruçim,2ro4mTRj9qAtITiacU8bJg,Nalan,163552.0,45.0,"turkish pop, arabesk"
Namık Üstünel,,,,,
Narken,0VQ5goLVugOj3jtmGzd8P9,Narken,244.0,0.0,black metal
Naz Çağla Irmak,6z5LOKPoOll2mbBqsQrMqp,Çağla,165962.0,60.0,"turkish pop, arabesk"
Nazlı Ceren Argon,,,,,
Nazlı Dinçel,,,,,
Necati Akpınar,,,,,
Necdet Koyutürk,5W4dLupNvN3wRIKj77UMPZ,Necdet Koyutürk,466.0,4.0,tango
Nefise Özkal Lorentzen,,,,,
Neon Jisatsu,,,,,
Nergis Kumbasar,5SCxkbhdPRgE0BRLjODMxw,Kum,95438.0,49.0,turkish hip hop
Nermin Kaygusuz,1vmcd2GSzqmIbQ72DJIkxQ,Nermin Kaygusuz,111.0,0.0,sufi
Nervestand,12lyN0VRp8QTzC2aVeXyR2,Nervestand,31.0,0.0,
Nevra Serezli,0FAgS293rIqBQq6X3dgi1Q,Nevra Serezli,36.0,0.0,
Nezih Işıtan,,,,,
Neşe Yulaç,,,,,
Nil Günal,,,,,
Nilgün Barutçu,,,,,
Nilsu Berfin Aktaş,1rcPwNRCE1k7MrQ1UYR4LJ,Nilsu Berfin Aktaş,12415.0,10.0,turkish pop
Nisan Akman,355RMRP2UYhIo5F9v3hoNM,Nisan,628.0,17.0,turkish pop
Nişan Hançer,,,,,
No Relics,4ds06ExOgsncjFx3qWlPR0,No Relics,545.0,0.0,
Noise Nest,3ZM1u0yjy7dI3aXDiOG8i2,Noise Nest,63.0,0.0,grindcore
Nuran Evren Şit,,,,,
Nusret Çetinel,,,,,
Okay Vivian,0uxoUwvfKhXyccpE9tvvDK,Okay Vivian,954.0,3.0,
Oksijen,5IVGO7ZfKVCr4mai9wRHuY,Oksijen,17.0,0.0,
Oktay Gürsoy,0pbDYEKWrlLIKAYPqVRUkF,Oktay Gürsoy,1.0,0.0,
Omitten,2FooOzn6wX5GdAyMms6WUf,Omitten,261.0,4.0,black metal
One More Lie,,,,,
Onur Aziz Özdemir,,,,,
Onur Saylak,7vfBRLvBSwHKS5NMEvEjIE,Onur Saylak,18.0,1.0,
Orfeon,3POLs5NIlv5FLDz0OPPNJX,Orfeon Oda Korosu,2094.0,29.0,anatolian rock
Orkuncan İzan,,,,,
Osman Çınar,4eZB4alG34FsDYDciy9hqn,Osman Çınar,32.0,0.0,
Ozan Çelik,3chLL5XFU2ki2P3bwbTArI,Ozan Çelik,3.0,0.0,
Oğuz Abadan,,,,,
Palate,5xOun2KkWSWm575oGdEAVr,Palate,104.0,0.0,"darkwave, synthwave"
Par'ya,0tSOExyk0IGEVTAkkNSeHl,Par'ya,1785.0,9.0,
Pelin Batu,,,,,
Pelin Karahan,,,,,
Peter Murphy,7zeHJIIfNStVfxlbT72UwY,Peter Murphy,267079.0,43.0,"gothic rock, darkwave, post-punk, deathrock, new wave, synthpop"
Phronesis,3FtuExHiGsLvTnreIt7i2x,Phronesis,16029.0,12.0,"experimental jazz, jazz, nu jazz, jazz fusion"
Pilgrim's Paradox,1MaKMPUd9OQ2Lc4oGwtaM2,Pilgrim's Paradox,416.0,0.0,
Polyethylene Jam,3qGppM4nUgRfbOCyWGMogO,Polyethylene Jam,8.0,0.0,
Psychotic,2dOv4EhVP0W9QU8irQJEld,Psychotic Waltz,22669.0,11.0,"progressive metal, progressive rock"
Pıtırcık Akerman,,,,,
RMDN,2LZcZtzGIDIO41YAFMQK7i,RMDN,832.0,10.0,turkish hip hop
Rekkostal,29G1XTpB4Nui56ZaLYUaEJ,Rekkostal,2335.0,8.0,turkish hip hop
Renan Demirkan,3vxN0MQLXu1OA2b5ADXt8g,Renan Demirkan,10.0,0.0,
Renk,6YZaLDbJe7y0qfFp4CnH4K,Renk,3178.0,12.0,post-rock
Reşit Kemal,3xtQQsJvIjKcyaLT4uMsWz,Resit Kemal,28964.0,36.0,turkish hip hop
Rojda Demirer,1rNSkqPBDHHWogmN8HaRbP,Rojda,294106.0,53.0,oyun havasi
Ruhi Yapıcı,,,,,
Rüştü Asyalı,4mdTLsUN4ZF8j1Y5nJ1zsT,Rüştü Asyalı,3881.0,25.0,"anatolian rock, oyun havasi"
Sacrum,7ImyYs80oyRgPWb8lHAj0r,Sacrum,233.0,0.0,"progressive metal, progressive rock, dark ambient"
Sagansara,,,,,
Said Efe Durucan,,,,,
Saint Bazarov,2GrYqIWZ6tqqVtjgSMdPG2,Saint Bazarov,416.0,1.0,"acid techno, hard techno, acid house"
Sajadapunk,,,,,
Sapık İnek,,,,,
Saraph,7qddrHrYuv0qtwHQnsuRnL,saraph,253.0,1.0,
Sarp,152RqHW9v8HYKMjx4ufotH,Sarp,2679.0,11.0,
Sarp Levendoğlu,,,,,
Scalprum,,,,,
Securis,2VsrdQAWMoWCLEk948Z0IY,Securis,80.0,0.0,melodic death metal
Seed of Cain,1GkW0W0olTLt0m1trPRa8s,Seed of Cain,251.0,0.0,black metal
Selcan Özgür,2VoapN0ypWEZg88RQkgWuE,Selcan,6250.0,20.0,arabesk
Selen Seyven,,,,,
Selim Bayraktar,6N1UZsWg4nwBqE5GiVbkUJ,Selim Bayraktar,34.0,0.0,
Selçuk Başar,,,,,
Sema Atalay,,,,,
Sema Moritz,5X7IM4oqPtd9PPnR62zz6t,Sema Moritz,30383.0,33.0,"arabesk, anatolian rock"
Semra Dinçer,,,,,
Semra Dündar,,,,,
Senem Tüzen,,,,,
Serap Özgür,,,,,
Seraphim,4KLJDAeYA0U86eGZqQv9Hy,Seraphim,23574.0,39.0,
Serdar Akar,,,,,
Serdar Deniz,39Ojuh9TGImqujkufSt3Wf,Serdar Deniz,40.0,0.0,
Serdar Gözelekli,,,,,
Seren Deniz Yalçın,,,,,
Serhat Kılıç,6pl5Mh3AEG7V1Ahy6pUjwN,Serhat Kılıç,311.0,21.0,
Serkan Altunorak,7rKARy7exQowgUylsKbwLL,Serkan Altunorak,16.0,0.0,
Serkan Öztürk,,,,,
Servet Dilgeş,3zPTSUmTaxRvIBjscdppAg,Servet Dılgeş,30.0,0.0,
Seyir Defteri,59RtJt2CfaE1x3aIEPvRSh,Seyir Defteri,62.0,0.0,
Seza Kırgız,2FSsBtQRoodBxjVFektI3Q,Seza Kırgız,2931.0,15.0,
Sezai Aydın,,,,,
Sezen Aray,,,,,
Sibel Meriç,01FyVKuGMuDlBeIBQxFfjj,Sibel Meriç,20.0,0.0,
Sinan Ayyıldız,2F0lO7qyAYr0xo9QLUwp8u,Sinan Ayyıldız,1822.0,15.0,
Sinan Bengier,0pX6yIXyLkbJy0ozA2E1Hi,Cengiz Sinan Bengier,9.0,5.0,
Since Yesterday,,,,,
Sinem Kobal,,,,,
Slamdive,,,,,
Something's Wrong!,6b8IIb10QAJ27rnfJVqLzl,Something's Wrong!,526.0,0.0,hardcore punk
Sorg Uten Tårer,4kwvCKvflfeM1MAhPhVI2Z,Sorg Uten Tårer,627.0,0.0,black metal
Soydan Soydaş,1XUQ7vfsGMzQVVyCtEilrR,Soydan Soydaş,70.0,0.0,
Strider,10QWfrZIB5lOs2hmsru6e7,Strider,1682.0,4.0,"stoner rock, space rock, stoner metal, sludge metal, psychedelic rock"
Strung,07ATE522e8aDsEb0JVLYqg,Strung Out,164255.0,43.0,"skate punk, punk, melodic hardcore, ska punk, hardcore punk"
Su İdil,3NvnJNfecPfn6gQHJzV9wK,Su İdil,1705.0,3.0,
Suat Kapkı,,,,,
Subjugation,53L1Xq01jVrl5b7afapok8,SUBJUGATION,26.0,0.0,
Sumru Yavrucuk,2ES35jJ2BRmHs9ts84JTqO,Sumru Yavrucuk,13.0,0.0,
Surofhest,,,,,
Süleyman Karaahmet,,,,,
Sıla Argun,6mIlg9lvCkLijvjN1Gu4eL,sıla argun,669.0,5.0,
Tahir Uçar,0s78FQHfWvPlHpqqqNK6Cx,Tahir Uçar,64417.0,45.0,"oyun havasi, arabesk"
Tahrip,3GrUc1KiNZ2zXWaDOvpM39,Tahrip,1666.0,8.0,
Tamer Karadağlı,0PxnLzU6o5SaTvQDaSZW5f,Tamer Karadağlı,26.0,0.0,
Tanini Trio,0xVM35QNGRfLVeo8kAvQa4,Tanini Trio,161.0,1.0,sufi
Tansu Biçer,,,,,
Tardu Flordun,5x9fth8bEdBfnc7gmZqsOV,Tardu Flordun,6.0,0.0,
Tayfun Sav,,,,,
Tayga,2AitWF76fGhyMnS3PeQLuF,Tayga,683.0,0.0,
Temiz İş,1uMua9Fb4S0LStdn8EcgYq,Temiz İş,50.0,0.0,
Temmuz Gürkan Karaca,,,,,
Thapsus,,,,,
The Moon Illusion,30MfNYBz9mFXJXYx1tQnE1,The Moon Illusion,161.0,0.0,"darkwave, post-punk, cold wave, industrial rock"
Thieves on the Overpass,1J7Qxvd5r2VbamNI8sayEG,Thieves on the Overpass,1384.0,12.0,black metal
Thy Pallor,6Cdt1QAOSg420geRuQpjzA,Thy Pallor,1626.0,5.0,black metal
Tice,0VF99ihK36GXSlQs0mzL0S,Tice,3103.0,28.0,
Timesailor,6dphQfaQ7KcLoJvZn7v5mj,Timesailor,84.0,0.0,"progressive metal, progressive rock"
Tolga Tekin,3w5YRYmouhem6IXI7aOuAr,Tolga Tekin,0.0,0.0,
Tolga Toga,,,,,
Toward Origin,3teIFHvXuZAKszWNZ2x3nG,Toward Origin,196.0,0.0,"melodic death metal, djent"
Trenchwar,2rcI2xD6VzZ7t9KW7JTRuN,Trenchwar,384.0,0.0,"thrash metal, speed metal"
Tufan Taştan,,,,,
Tulgar Batu Alan,1d1sQ86kr966irICBKrLBz,Tulgar Batu Alan,7.0,0.0,
Turgut Özakman,,,,,
Tuğba Karaca,50AkFBwkqrKAO6Ll7Piihg,Tuğba Karaca,0.0,0.0,
Tülay,4j6jsMeLNhbGsukg8ofn92,Tülay Maciran,214175.0,50.0,"arabesk, oyun havasi"
Tünböri,5PXjrxDbdUZiKShIw3CwBa,Tünböri,59.0,0.0,black metal
Ufuk Aşar,,,,,
Ulaş Selvi,,,,,
Ulaş İnaç,3l6Wg0E1npLBKj1fzEmiLk,Ulaş,250.0,19.0,
Umur Bugay,,,,,
Umur Turagay,,,,,
Umut Babilon,,,,,
Umut Karadağ,,,,,
Umut Oğuz,7rL2iBZvKwOfeH8yUicPnz,Umut Oğuz,9.0,0.0,
Umut Subaşı,,,,,
Undoer,68yjffaJfNtk04rBQCmZUh,undo,1077.0,38.0,
Urværk,0abyTDxu0rtA6TFxpUrsWM,Urværk,179.0,0.0,"darkwave, post-punk, cold wave, industrial rock"
Uygar Tamer,,,,,
Uygur Akkaya,,,,,
Uğraş Güneş,0L3wrFI3QcbXAvFL7IaPQX,Güneş,660823.0,59.0,"turkish hip hop, turkish pop"
Vecihi Ener,,,,,
Vedat Özdemiroğlu,,,,,
Veli Kahraman,,,,,
Voidspell,4ifJ0V3zP54Y09P1j1nsLd,voidspell,121.0,1.0,
Vulpes Dharma,1hoD6tluYSOJQOrpnUyy2g,Vulpes Dharma,113.0,0.0,
Vural Çelik,3mtnxlGaLvIJDlmUBIgPeL,Vural Çelik,59.0,1.0,arabesk
War Ancestry,,,,,
Warkazfer,7Akzf3cgUi9qoU29zynlKc,Warkazfer,184.0,0.0,black metal
Winterberg,7ErlgFOiJyZ9I5eWLxxhgn,Winterberg,185.0,1.0,
WoeDen,4fQNM1Tsb8Y8FGJ0xu78tv,WoeDen,301.0,0.0,black metal
Womb of Decay,4qnYV7gtIvzdBnCqEHEzpl,Womb of Decay,4.0,0.0,
Wyvern,0hOI0fdg3D1sN3wxCCXGnu,Wyvern,14.0,1.0,
Yalçın Yelence,,,,,
Yaprak Özdemiroğlu,,,,,
Yasemin Öztürk,,,,,
Yasin Uslu,,,,,
Yekta Kopan,7fRTNvOzeuwLVHC1n3J5LT,Yekta Kopan,17.0,0.0,
Yenigün Müzik Topluluğu,,,,,
Yunus Ayyildiz,,,,,
Yunus Emre,3uRXZnyn3kzB7CWKW3ntCu,Yunus Emre & Frekans,18405.0,12.0,turkish hip hop
Yüksel Didikoğlu,6VBvDrlLUcUmwLOOOIPDzi,Yüksel Didikoğlu,591.0,10.0,arabesk
Yıldız Kültür,,,,,
Zeynep Tokuş,,,,,
Zibidiler,0IEtM1CBYCViwATh6Xnpcq,Zibidiler,6881.0,15.0,punk
bodes,6TfzPXVRRzCJq0euMymU3I,bodes,2844.0,19.0,
kuzey,60u3Ycly8Vhs3kGz4fCQX1,Kuzey,80.0,9.0,turkish pop
milankundura,6H4fK0pTozmBGLQye7VHOe,milan,995.0,20.0,
p0g0,1Nfini8pZnxU3WBf7PLbi7,P0g0,189.0,0.0,turkish hip hop
tunedbugra,2YQG6Cdm1MSCbB31Z0cUfB,tunedbugra,230.0,31.0,turkish hip hop
uuR,4eXqqWhgNXRTAYzGoIcD9T,UUR,24384.0,15.0,turkish hip hop
wouwiuwa,1K9MIRfGU6oWJ7oZcotrIN,Wouwiuwa,121.0,0.0,experimental
Çağdaş Çağrı,,,,,
Çetin Sarikartal,,,,,
Çetin İnanç,,,,,
Çiğdem Selışık,,,,,
Çiğdem Soyarslan,64wyoukyPC2UI7SIa7WX1I,Cigdem Soyarslan,38.0,0.0,"baroque, opera, chamber music"
Ölüm Dışı,,,,,
Ömer Başdoğan,6wKehizGp1a7iU04blSvBi,Ömer Başdoğan,341.0,3.0,"arabesk, turkish pop"
Ömer Faruk Sorak,36L8c4hI6iUXgYe6H9zB6U,Ömer Faruk,1143.0,14.0,
Ömer Kavur,,,,,
Özge Özder,18549XjcqoY5E4yGgNK2Gy,Özge Özder,1094.0,34.0,turkish pop
Özgün Aydın,2DJNQjrMqbyGFax9mgHm3f,Özgün,481809.0,51.0,"turkish pop, t-pop"
Özgür Polat,2ZiJ2p4djZCiJtHTGQLv3M,Özgür Polat,1340.0,15.0,
Özgür Çevik,23D7brkY9GeDOLUPPJOeYQ,Özgür Çevik,1850.0,15.0,turkish pop
Özgürcan Çevik,,,,,
Ümit Volkan,,,,,
Ünsal Özata,,,,,
İbrahim Bülbül,2cGWPX2eUrRyCTB8wXPRTn,İbrahim Bülbül,8.0,0.0,
İbrahim Hakkı Öztürk,,,,,
İdil Fırat,,,,,
İlay Tiryaki,,,,,
İlhan Hemşeri,,,,,
İlk Çığlık,,,,,
İlkay Akdağlı,,,,,
İlkim Oulanem,,,,,
İnanç Konukçu,7pX0G6EOMTzc4xaL5zcU3F,İnanç,31.0,24.0,
İshak Tekgül,,,,,
İsmail Demirci,6ZrhOeQHgrNYoGFZiATjl0,İsmail Demirci,222.0,0.0,
İyi,74Ez2PHO9WNFVazWUjD034,İyi Olacak,1720.0,10.0,
İştar Gökseven,,,,,
Şafak Bal,,,,,
Şafak Sezer,7xpLqOzuT3JBQ0teS87HuZ,Şafak Sezer,48.0,0.0,
Şebnem Dilligil,,,,,
Şerife Ünsal,,,,,
Şifanur Gül,,,,,
Şinasi Özonuk,,,,,
Abdulkadir Ortayol,,,,,
Alef High,7vHZzCPvFDCncSzSX5nUoI,Alef High,1566.0,21.0,turkish hip hop
Amuha Gore,,,,,
Angona,4ogchbkcsRsYKY0sYQX4wZ,Angona,493.0,2.0,
Ayberk Sürmel,3Xegt4SldVZIa6sIHYbv1D,Ayberk Sürmel,208.0,0.0,"anatolian rock, psychedelic rock"
Aziz Kedi,,,,,
Bela,3oNy8cjBtJzLC07I70sklp,Belanova,2180070.0,68.0,latin pop
Bihter Delüv,,,,,
Burak Kimyager,,,,,
Burcu Biricik,0MbcCi1NzZrX8mRkq0pE8z,Burcu Biricik,81.0,0.0,
Corr,4SmuH5K4mg1lQypHBT4Lkc,Corr,3090.0,10.0,turkish hip hop
Coşkun Göğen,,,,,
Daelkyr,4lH3C5d4pDyNzCwZXRQBVz,Daelkyr,298.0,0.0,black metal
Deniz Özerman,,,,,
Ezgi Gizem Akdoğan,,,,,
GNO,24JSA3gnXRwhDaNd5FG0Q7,GNOD IAD,365.0,54.0,
Gabidulin,0wEgxxBbjXz2ny7TlYLTwk,Gabidulin,2349.0,28.0,
Kaan Erturan,,,,,
Kemal Burak Alper,,,,,
Keçi K.,3ZeY6G1n5UoIf34qV6oKRn,Keçi K.,493.0,1.0,progressive rock
Kleo,7Crlr0QgOu2yjCKSNEJcSm,Kleo,11938.0,44.0,turkish hip hop
Korhan Herduran,,,,,
Larissa Lara Türközer,29A0ZyAAZilbn5F6Vztd5i,LARA,40523.0,42.0,"turkish pop, oyun havasi, t-pop"
Lord Horoz,6JOvG5R3BjkirqV0DqyaMR,Lord Horoz,3555.0,17.0,black metal
Malzaham,,,,,
Mehmet Ada Öztekin,,,,,
Mehmet Özgür,22NHi5mthW2rXLH5fxSskN,Mehmet Özgür Çelik,16.0,3.0,
Merve Akaydın,02oGydMwV9ML9D1oBP6ggR,Merve Akaydın,4.0,0.0,
Misha Sultan,3a06aSKU4IMXT3sSZUmPhp,Misha Sultan,800.0,2.0,
Murat Ercanlı,5oXQBEYlgsjewCHpzKWs3L,Murat Ercanlı,11.0,0.0,
Musa Uzunlar,1AtxgIXkicxjFEM5WJJ5Jm,Musa,6660.0,35.0,"arabesk, turkish pop"
Müfit Kayacan,6oa2jvpmWX0Mm6Co7mvcyF,Müfit Kayacan,1.0,0.0,
Onat Kutlar,,,,,
Rahmi Dilligil,,,,,
Reha Erdir,0cOvLRwSUe5JPqanTI4xfN,Reha Erdir,6.0,0.0,
Sebastian,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,24621612.0,77.0,"colombian pop, reggaeton"
Serenay Sarıkaya,2kJhGsZvHHQnlfR5aXBfuP,Serenay Sarıkaya,18737.0,21.0,
Uygur Vural,4qTDzfx2WY8uutlwxJhZ4B,Uygur Vural,6.0,0.0,
Vakit Varken,7wVoGKe5Az1iVHXODJTrDO,Vakit Varken,794.0,2.0,
Yağmur Sarıgül,2kX1EHkYJef0HT2iuGnIaH,Yağmur Sarıgül,912.0,0.0,anatolian rock
memzst,6tZwkaDY6jnUHzFfr9ktRg,memzst,202.0,0.0,turkish hip hop
Özlem Yıldız,6uAaUuFAzUmXRuRNWxyadx,Özlem Yıldız,15.0,0.0,
Ümit İbrahim Kantarcılar,,,,,
İlkay Saran,,,,,
İsa Yıldız,56P9PvLeNlZG1VKRx3jAjc,İsa Yıldız,411.0,5.0,
İsmail Karayün,0xZx8ZTyZrPUdvrRgiufZo,İsmail Karayün,281.0,9.0,arabesk
Şener Kökkaya,,,,,
Добрый свет[Dobry Svet],,,,,
Armando,4J2GuUXB8GNmRgEMWlYHKQ,Armando,3380.0,12.0,turkish hip hop
Bahar Şahin,2iC0nycYkzn38kRHKiZ1gP,Bahar Şahin Sertdemir,11.0,0.0,
Bayar Şahin,2JUnu6ql0qB6smMibrUQ8N,Bayar Şahin,1940.0,18.0,"karadeniz folk, oyun havasi, traditional folk"
Esin Varan,,,,,
Fırat Doğu Parlak,,,,,
Mete İnselel,,,,,
Selim Güneş,3qBcYDfpwaweY26QoNqNRY,MIA via Selim Gunes,1.0,0.0,
Serkan Acar,,,,,
Sevtap Özaltun,,,,,
Soner Alper,,,,,
Tülin Özen,,,,,
Özcan Alper,,,,,
Afi Ares,3X7MpzGDpMYliLysCGcsxL,Afi Ares,269.0,0.0,turkish hip hop
Aras Demiray,,,,,
Asiye Dinçsoy,,,,,
Ayçıl Yeltan,,,,,
Carnage,7CCjtD0hCK005Bvg2WG1a7,Carnage,313328.0,47.0,
Dario Moreno,39rtUmVAGX9W1e2aXE9YkF,Dario Moreno,58168.0,38.0,anatolian rock
Deniz Aydenk,,,,,
Eray Eğilmez,,,,,
Gizem Sevim,,,,,
Görkem Yeltan,4rWY1XTNXc4BK16qxiWmet,Görkem Yeltan,21.0,0.0,
Hülya Böcekli,,,,,
Jack Mayesh,6FrahRlO3ZjxtKoiRTe3yF,Jack Mayesh,4.0,0.0,
Maffy Falay,4muxcrIOP11n8diDu5aORG,Maffy Falay,1402.0,14.0,"free jazz, experimental jazz"
Mami,5iOb9nkFWU8SumGv8uOSbT,Mami,236.0,19.0,turkish hip hop
Meriç Demiray,,,,,
Mesut Engin,,,,,
Murat Akovalıgil,,,,,
Mustafa Şevki Doğan,,,,,
Sorrowful Tears,,,,,
Veysel Diker,2pKmKCpNCD1KsRNV53EQf0,Veysel Diker,136.0,0.0,
Yunus Nihat Özcan,,,,,
Yusi,37KssVYN5djJQSethIcnIo,Yusi,168.0,0.0,
Özgül Kavruk,,,,,
Şükran Güngör,,,,,
Μίνως Αργυράκης[Minos Argyrakis],,,,,
